[Header]
; Copyright 1997-99, Quantum Design, Inc. All rights reserved.
TITLE, SVSM Log Data File
FILEOPENTIME,3993895235.662,7/22/2026,3:20 PM
BYAPP, LogMpmsData, 1.0, 2.2
INFO, APPNAME, MPMS 3 MultiVu Application, Release 2.3.5.2
FIELDGROUP, Standard,2,3,4,5,6,7,8,9,10,11,12,13
FIELDGROUP, Diagnostic,2,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
FIELDGROUP, User,2,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
STARTUPGROUP, All
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 3, LINEAR, AUTO
TIMEMODE, MINUTES, RELATIVE
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
RECORDS, ALL_RECORDS
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Sample Position (m),Chamber Pres (Torr),He Level (L),Chamber Status (code),Temperature Status (code),Field Status (code),Motor Status (code),Chamber Temp (K),Chamber Htr Pow (W),Gas Temp (K),Gas Htr Pow (W),Neck Temp (K),Neck Htr Pow (W),Flow Rate (cc/min),Magnet Voltage (V),Pot Htr Voltage (mV),Pot Htr Current (mA),Level Mtr Voltage (V),Switch Heater Voltage (V),SQUID1 Signal (V),SQUID1 Range,SQUID2 Signal (V),SQUID2 Range,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16
,3993895235.68,300.0095,1000.1,0.029190,2.675182,56.143780,3,1,33,2,299.9933,1.064363,289.5575,0,299.942,0,100.063477,0.035373,13168,1.126810,2.502444,0.031870,-0.002351,1,,
,3993895245.71,300.0081,1000.1,0.029190,2.729332,56.143780,3,1,33,2,300.0215,0.9130175,289.4218,0,299.9255,0,99.052734,0.035157,13168,1.126228,2.497556,0.000000,-0.002376,1,,
,3993895255.74,300.0065,1000.1,0.029190,2.782029,56.143780,3,1,33,2,299.9991,1.002211,289.2248,0,299.918,0,101.074219,0.043569,13168,1.125647,2.502444,0.000000,-0.002338,1,,
,3993895265.97,300.004,1000.1,0.029190,2.827605,56.143780,3,1,33,2,300.0127,1.266899,288.9714,0,299.9077,0.2507944,99.052734,0.022863,13168,1.125065,2.502444,0.000000,-0.002338,1,,
,3993895276.00,300.0031,1000.1,0.029190,2.870017,56.143780,3,1,33,2,300,1.124682,288.6613,0,299.9067,0,101.074219,0.039255,13168,1.127391,2.497556,0.000000,-0.002319,1,,
,3993895286.09,300.0011,999.8206,0.029190,2.912318,56.143780,3,1,19,2,300.0023,1.009803,288.3076,0,299.9057,0.01164818,100.063477,0.026745,13168,1.125065,2.502444,0.000000,-0.002339,1,,
,3993895296.14,299.9992,999.8206,0.027000,2.950555,56.143780,3,6,33,2,300.0023,1.166436,287.9229,0,299.8965,0,100.063477,0.035157,13168,1.125647,2.502444,0.000000,-0.002342,1,,
,3993895306.18,299.9987,999.8206,0.028310,2.988888,56.143780,3,1,33,2,300.0016,1.061042,287.4877,0,299.9231,0.3033225,100.063477,0.042060,13168,1.126228,2.497556,0.000000,-0.002308,1,,
,3993895316.57,299.9956,999.8206,0.031690,3.023373,56.143780,3,1,33,2,299.9987,1.229471,287.0517,0,299.9326,0.1042645,100.063477,0.042060,13168,1.125065,2.502444,0.000000,-0.002371,1,,
,3993895326.61,299.9945,999.8206,0.024250,3.057557,56.143780,3,1,33,2,299.9975,1.222527,286.5844,0,299.9529,0.1813902,100.063477,0.033001,13168,1.125647,2.497556,0.000000,-0.002397,1,,
,3993895336.64,299.9923,999.8206,0.034180,3.088498,56.143780,3,1,33,2,299.9965,1.171759,286.1081,0,299.9582,0.2181333,101.074219,0.036236,13168,1.126228,2.502444,0.031870,-0.002325,1,,
,3993895346.67,299.9905,999.8206,0.024340,3.117347,56.143780,3,1,33,2,299.9953,1.289759,285.6166,0,299.9786,0.0826674,101.074219,0.030412,13168,1.126228,2.502444,0.000000,-0.002342,1,,
,3993895356.70,299.9899,999.8206,0.024460,3.146759,56.143780,3,1,33,2,299.9874,1.431069,285.1254,0,299.9771,0.1014307,99.052734,0.052197,13168,1.126810,2.502444,0.000000,-0.002371,1,,
,3993895366.96,299.9889,999.8206,0.024810,3.174121,56.143780,3,1,33,2,299.9862,1.347133,284.6275,0.001594733,299.9771,0.1390512,101.074219,0.036451,13168,1.126228,2.497556,0.000000,-0.002348,1,,
,3993895377.01,299.9872,999.8206,0.029190,3.198722,56.143780,3,1,33,2,299.9852,1.579353,284.1346,0.009481488,299.9763,0.03806956,101.074219,0.036691,13168,1.126228,2.497556,0.000000,-0.002338,1,,
,3993895387.04,299.9867,999.8206,0.029190,3.222568,56.143780,3,1,33,2,299.9905,1.325427,283.6564,0.02338491,299.9677,0.07132863,100.063477,0.037530,13168,1.126810,2.502444,0.000000,-0.002382,1,,
,3993895397.08,299.9861,999.8206,0.029190,3.245567,56.143780,3,1,33,2,299.98,1.505497,283.1918,0.04433765,299.9681,0.07980172,99.052734,0.034726,13168,1.125647,2.502444,0.000000,-0.002342,1,,
,3993895407.13,299.9864,999.8206,0.029190,3.269114,56.143780,3,1,33,2,299.9893,1.559726,282.7468,0.07117254,299.98,0,100.063477,0.040133,13168,1.126228,2.497556,0.000000,-0.002382,1,,
,3993895417.50,299.9854,999.8206,0.029190,3.291577,56.143780,3,1,33,2,299.9832,1.511302,282.3424,0.1021241,299.9697,0.1024102,100.063477,0.038393,13168,1.125647,2.502444,0.000000,-0.002347,1,,
,3993895427.54,299.986,999.8206,0.029190,3.312102,56.143780,3,1,33,2,299.9852,1.436278,281.9877,0.1391761,299.9901,0.07995003,100.063477,0.035804,13168,1.126228,2.502444,0.031870,-0.002344,1,,
,3993895437.57,299.9855,999.8206,0.029190,3.331787,56.143780,3,1,33,2,299.9874,1.608661,281.6602,0.1783524,299.979,0.04568872,99.052734,0.026961,13168,1.126228,2.497556,0.000000,-0.002348,1,,
,3993895447.62,299.9867,999.8206,0.029190,3.352476,56.143780,3,1,33,2,299.9888,1.602347,281.3684,0.2253082,299.9971,0,99.052734,0.043353,13168,1.125647,2.502444,0.000000,-0.002397,1,,
,3993895457.65,299.9865,999.8206,0.029190,3.371038,56.143780,3,1,33,2,299.9868,1.736767,281.1215,0.2745221,299.9943,0,98.041992,0.038608,13168,1.125065,2.497556,0.000000,-0.002390,1,,
,3993895468.00,299.9875,999.8206,0.029190,3.390668,56.143780,3,1,33,2,299.9846,1.628406,280.9175,0.3240317,299.9971,0,101.074219,0.030844,13168,1.126228,2.502444,0.000000,-0.002337,1,,
,3993895478.03,299.9886,999.8206,0.029190,3.40852,56.143780,3,1,33,2,299.9897,1.738754,280.7627,0.3760267,299.9923,0,101.074219,0.028471,13168,1.125647,2.497556,0.000000,-0.002382,1,,
,3993895488.06,299.9886,999.8206,0.029190,3.425518,56.143780,3,1,33,2,300.0078,1.653908,280.6423,0.4331993,300.002,0,100.063477,0.051766,13168,1.126228,2.502444,0.031870,-0.002316,1,,
,3993895498.11,299.9903,999.8206,0.029190,3.443906,56.143780,3,1,33,2,299.9901,1.672987,280.5575,0.4881232,300.0237,0,100.063477,0.031998,13168,1.125065,2.497556,0.000000,-0.002357,1,,
,3993895508.13,299.9922,999.8206,0.029190,3.460242,56.143780,3,1,33,2,299.9975,1.701184,280.5156,0.5498668,300.0167,0,100.063477,0.040980,13168,1.125647,2.497556,0.000000,-0.002355,1,,
,3993895518.16,299.9927,999.8206,0.029190,3.476563,56.143780,3,1,33,2,299.9884,1.74753,280.5069,0.6060411,300.0304,0,100.063477,0.041628,13168,1.126228,2.497556,0.000000,-0.002350,1,,
,3993895528.21,299.994,999.8206,0.029190,3.493186,56.143780,3,1,33,2,299.9943,1.645617,280.5312,0.6652157,300.0401,0,100.063477,0.033432,13168,1.125647,2.497556,0.031870,-0.002335,1,,
,3993895538.24,299.9948,999.8206,0.029190,3.508665,56.143780,3,1,33,2,299.9884,1.690936,280.5898,0.7251182,300.0564,0,100.063477,0.035589,13168,1.126228,2.497556,0.000000,-0.002335,1,,
,3993895548.47,299.9953,999.8206,0.029190,3.524692,56.143780,3,1,33,2,299.99,1.692654,280.6766,0.7805639,300.0764,0,100.063477,0.047667,13168,1.125647,2.502444,0.000000,-0.002371,1,,
,3993895558.52,299.9968,999.8206,0.029190,3.539777,56.143780,3,1,33,2,299.99,1.66947,280.7842,0.8381562,300.0911,0,99.052734,0.029334,13168,1.126228,2.502444,0.000000,-0.002384,1,,
,3993895568.54,299.9985,999.8206,0.029190,3.554436,56.143780,3,1,33,2,300.0098,1.590706,280.9216,0.8908781,300.099,0,100.063477,0.040333,13168,1.125065,2.497556,0.000000,-0.002390,1,,
,3993896549.15,299.076,1000.027,0.030790,2.062844,56.015488,3,2,33,2
,3993896559.18,298.4999,1000.027,0.030790,2.112625,56.015488,3,2,33,2
,3993896569.43,297.8149,1000.027,0.030790,2.155712,56.015488,3,2,33,2
,3993896579.46,297.0613,1000.027,0.030790,2.194662,56.015488,3,2,33,2
,3993896589.49,296.2236,1000.027,0.030790,2.23273,56.015488,3,2,33,2
,3993896599.52,295.3661,1000.027,0.030790,2.266067,56.015488,3,2,33,2
,3993896609.55,294.489,1000.027,0.030790,2.299474,56.015488,3,2,33,2
,3993896619.90,293.5408,1000.027,0.030790,2.328604,56.015488,3,2,33,2
,3993896629.93,292.6735,1000.027,0.030790,2.356055,56.015488,3,2,33,2
,3993896639.96,291.7438,1000.027,0.030790,2.383029,56.015488,3,6,33,2
,3993896649.99,291.0082,1000.027,0.030790,2.402906,56.015488,3,6,33,2
,3993896660.00,290.5023,1000.027,0.030790,2.420885,56.015488,3,6,33,2
,3993896670.02,290.2452,1000.027,0.030790,2.438637,56.015488,3,5,33,2
,3993896680.11,290.0663,1000.088,0.030790,2.454736,56.015488,3,5,33,2
,3993896690.14,290.1834,1000.088,0.028800,2.475957,56.015488,3,2,33,2
,3993896700.41,291.7294,1000.088,0.035710,2.506858,56.015488,3,2,33,2
,3993896710.46,294.0453,1000.088,0.029710,2.550243,56.015488,3,2,33,2
,3993896720.49,296.4847,1000.088,0.029200,2.581229,56.015488,3,6,33,2
,3993896730.53,297.9375,1000.088,0.034390,2.603491,56.015488,3,6,33,2
,3993896740.58,298.7424,1000.088,0.035090,2.624903,56.015488,3,6,33,2
,3993896750.93,299.2604,1000.088,0.034230,2.647514,56.015488,3,6,33,2
,3993896760.96,299.5424,1000.088,0.026120,2.666497,56.015488,3,6,33,2
,3993896770.99,299.7279,1000.088,0.035610,2.689024,56.015488,3,5,33,2
,3993896781.07,299.8289,1000.088,0.029720,2.705178,56.015488,3,5,33,2
,3993896791.09,299.8972,1000.088,0.030290,2.727894,56.015488,3,5,33,2
,3993896801.56,299.9419,1000.088,0.035670,2.743548,56.015488,3,5,33,2
,3993896811.61,299.9728,1000.088,0.025900,2.762683,56.015488,3,5,33,2
,3993896821.64,299.9935,1000.088,0.035600,2.777711,56.015488,3,1,33,2
,3993896831.66,300.0074,1000.088,0.025930,2.792709,56.015488,3,1,33,2
,3993896841.68,300.0168,1000.088,0.025900,2.808602,56.015488,3,1,33,2
,3993896851.94,300.0216,1000.088,0.028110,2.82412,56.015488,3,1,33,2
,3993896861.97,300.0233,1000.088,0.033380,2.839906,56.015488,3,1,33,2
,3993896872.00,300.0252,1000.088,0.025790,2.854379,56.015488,3,1,33,2
,3993896882.04,300.0229,1000.088,0.032510,2.867706,56.015488,3,1,33,2
,3993896892.06,300.0233,1000.088,0.030790,2.879333,56.015488,3,1,33,2
,3993896902.09,300.0202,1000.088,0.030790,2.891736,56.015488,3,1,33,2
,3993896912.11,300.0186,1000.088,0.030790,2.903998,56.015488,3,1,33,2
,3993896922.14,300.0167,1000.088,0.030790,2.916344,56.015488,3,1,33,2
,3993896932.36,300.0149,1000.088,0.030790,2.927552,56.015488,3,1,33,2
,3993896942.39,300.0137,1000.088,0.030790,2.93942,56.015488,3,1,33,2
,3993896952.42,300.0106,1000.088,0.030790,2.95042,56.015488,3,1,33,2
,3993896962.45,300.0102,1000.088,0.030790,2.961567,56.015488,3,1,33,2
,3993896972.49,300.0086,1000.088,0.030790,2.972715,56.015488,3,1,33,2
,3993896982.82,300.0089,1000.088,0.030790,2.983352,56.015488,3,1,33,2
,3993896992.85,300.0076,1000.088,0.030790,2.994344,56.015488,3,1,33,2
,3993897002.87,300.0064,1000.088,0.030790,3.004826,56.015488,3,1,33,2
,3993897012.90,300.0067,1000.088,0.030790,3.014705,56.015488,3,1,33,2
,3993897022.93,300.006,1000.088,0.030790,3.025248,56.015488,3,1,33,2
,3993897032.96,300.0047,1000.088,0.030790,3.034964,56.015488,3,1,33,2
,3993897042.99,300.0052,1000.088,0.030790,3.044505,56.015488,3,1,33,2
,3993897053.00,300.005,1000.088,0.030790,3.054919,56.015488,3,1,33,2
,3993897063.31,300.005,1000.1,0.030790,3.064388,56.015488,3,1,3,2
,3993897073.34,300.0026,1000.1,0.032000,3.074406,56.015488,3,6,33,2
,3993897083.37,300.004,1000.1,0.026030,3.083419,56.015488,3,1,33,2
,3993897093.40,300.0045,1000.1,0.035700,3.094217,56.015488,3,1,33,2
,3993897103.43,300.0042,1000.1,0.025810,3.83813,56.015488,4,1,33,2
,3993897113.74,300.0119,1000.1,0.029970,1.673121,56.015488,4,1,33,2
,3993897123.77,300.0028,1000.1,0.029890,4.375292,56.015488,4,1,33,2
,3993897133.80,300.0135,1000.1,0.032340,763.7859,56.015488,4,1,33,2
,3993897143.83,299.9999,1000.1,0.028180,2.578884,56.015488,4,1,33,2
,3993897153.85,300.0048,1000.1,0.031130,8.884824,56.015488,4,1,33,2
,3993897163.87,300.0025,1000.1,0.030770,171.4705,56.015488,4,1,33,2
,3993897173.90,299.9974,1000.1,0.030790,6.621706,56.015488,4,1,33,2
,3993897183.93,300.0022,1000.1,0.030790,6.751665,56.015488,4,1,33,2
,3993897194.16,300.0031,1000.1,0.030790,2.360775,56.015488,8,1,33,2
,3993897204.17,299.9112,1000.148,0.030790,2.090047,56.015488,3,1,3,2
,3993897214.20,299.8889,1000.148,0.032650,2.160203,56.015488,3,6,33,2
,3993897224.21,299.8669,1000.148,0.031690,2.215785,56.015488,3,1,33,2
,3993897234.27,299.8699,1000.148,0.030450,2.263114,56.015488,3,1,33,2
,3993897244.30,299.8818,1000.148,0.031920,2.309825,56.015488,3,1,33,2
,3993897254.33,299.8993,1000.148,0.028580,2.349669,56.015488,3,1,33,2
,3993897264.36,299.9157,1000.148,0.025790,2.388726,56.015488,3,1,33,2
,3993897274.58,299.9332,1000.148,0.026370,2.420836,56.015488,3,1,33,2
,3993897284.60,299.9466,1000.148,0.035350,2.451519,56.015488,3,1,33,2
,3993897294.63,299.9601,1000.148,0.030610,2.479572,56.015488,3,1,33,2
,3993897304.66,299.97,1000.148,0.030790,2.505786,56.015488,3,1,33,2
,3993897314.69,299.9788,1000.148,0.030790,2.530465,56.015488,3,1,33,2
,3993897324.70,299.9858,1000.148,0.030790,2.555229,56.015488,3,1,33,2
,3993897334.73,299.9918,1000.148,0.030790,2.576958,56.015488,3,1,33,2
,3993897344.76,299.9968,1000.148,0.030790,2.599285,56.015488,3,1,33,2
,3993897354.99,300.0001,1000.148,0.030790,2.61884,56.015488,3,1,33,2
,3993897365.02,300.0021,1000.148,0.030790,2.638067,56.015488,3,1,33,2
,3993897375.05,300.0042,1000.148,0.030790,2.657455,56.015488,3,1,33,2
,3993897385.08,300.0052,1000.148,0.030790,2.674243,56.015488,3,1,33,2
,3993897395.11,300.0053,1000.148,0.030790,2.692034,56.015488,3,1,33,2
,3993897405.53,300.0068,1000.148,0.030790,2.70772,56.015488,3,1,33,2
,3993897415.56,300.0062,1000.173,0.030790,2.723112,56.015488,3,1,33,2
,3993897425.59,300.0053,1000.173,0.030640,2.740792,56.015488,3,1,33,2
,3993897435.62,300.0051,1000.173,0.030420,2.753527,56.015488,3,1,33,2
,3993897445.63,300.0049,1000.173,0.032060,2.768027,56.015488,3,1,33,2
,3993897456.03,300.0038,1000.173,0.034260,2.783799,56.015488,3,1,33,2
,3993897466.05,300.0028,1000.173,0.033320,2.799663,56.015488,3,1,33,2
,3993897476.08,300.0024,1000.173,0.028990,2.810398,56.015488,3,1,33,2
,3993897486.10,300.0028,1000.173,0.028820,2.823191,56.015488,3,1,33,2
,3993897496.15,300.0014,1000.173,0.035470,2.838166,56.015488,3,1,33,2
,3993897506.18,300.0012,1000.173,0.030790,2.848141,56.015488,3,1,33,2
,3993897516.21,300.0013,1000.173,0.030790,2.859398,56.015488,3,1,33,2
,3993897526.24,300.0006,1000.173,0.030790,2.871082,56.015488,3,1,33,2
,3993897536.50,299.9999,1000.173,0.030790,2.881545,56.015488,3,1,33,2
,3993897546.53,299.9993,1000.173,0.030790,2.892457,56.015488,3,1,33,2
,3993897556.56,299.9995,1000.173,0.030790,2.902595,56.015488,3,1,33,2
,3993897566.59,299.9996,1000.173,0.030790,2.912403,56.015488,3,1,33,2
,3993897576.61,299.9984,1000.173,0.030790,2.923199,56.015488,3,1,33,2
,3993897586.88,299.9998,1000.173,0.030790,2.932459,56.015488,3,1,33,2
,3993897596.89,299.9986,1000.173,0.030790,2.942761,56.015488,3,1,33,2
,3993897606.92,299.999,1000.173,0.030790,2.951659,56.015488,3,1,33,2
,3993897616.95,299.9991,1000.173,0.030790,2.961024,56.015488,3,1,33,2
,3993897627.01,299.9994,1000.173,0.030790,2.970342,56.015488,3,1,33,2
,3993897637.04,299.9991,1000.173,0.030790,2.979226,56.015488,3,1,33,2
