x, y
2.266857962697274, 0.015567685589519651
2.5251076040172165, 0.015676855895196507
2.783357245337159, 0.015676855895196507
3.0703012912482066, 0.015713245997088794
3.4146341463414633, 0.015749636098981078
3.4146341463414633, 0.015749636098981078
3.644189383070301, 0.015858806404657935
3.9311334289813487,0.015895197
4.189383070301291,0.015967977
4.505021520803443,0.016040757
4.849354376,0.016259098
5.107604017216643,0.016441048
5.308464849354376, 0.016622998544395924
5.509325681492109, 0.016768558951965065
5.710186513629842, 0.017059679767103347
5.853658536585366, 0.017278020378457062
6.054519368723099, 0.017569141193595345
6.284074605451937,0.017896652
6.427546628407461,0.018296943
6.6571018651362985, 0.018879184861717614
6.743185078909613,0.019206696
6.800573888091822,0.019534207
6.915351506456241, 0.019934497816593885
7.0588235294117645, 0.020516739446870453
7.116212338593974, 0.021098981077147017
7.230989956958393, 0.021899563318777293
7.317073170731708, 0.022809315866084427
7.403156384505022, 0.024228529839883554
7.517934003, 0.025866084425036392
7.6327116212338595,0.029286754
7.690100430416069, 0.030669577874818055
7.890961262553802, 0.030778748180494905
8.091822094691535, 0.030815138282387196
8.292682926829269, 0.030778748180494905
8.550932568,0.030705968
8.751793400286944,0.030596798
8.952654232424678, 0.030487627365356623
9.153515064562411, 0.030414847161572056
9.354375896700143, 0.030269286754002915
9.526542324246773,0.030196507
9.727403156384504, 0.030087336244541484
9.956958393113343, 0.029941775836972342
10.18651362984218,0.029796215
10.387374461979913, 0.029723435225618634
10.645624103299857, 0.029614264919941777
10.875179340028694, 0.029432314410480352
11.162123385939742,0.029286754
11.420373027259684, 0.029177583697234354
11.678622668579626, 0.029032023289665213
11.965566714490674, 0.028850072780203788
12.281205164992826,0.028740902
12.682926829268293, 0.028486171761280932
13.342898134863702,0.028195051
14.146341463414634,0.02779476
14.921090387374463,0.027430859
15.63845050215208,0.027139738
16.499282639885223, 0.026775836972343522
17.388809182209467, 0.026411935953420673
18.335724533715926, 0.026048034934497817
19.626972740315637, 0.025611353711790394
1.9225251076040173, 0.015567685589519651
