[Header]
TITLE,28-03-2025_RuCl3_TB001_0T _001_110-180K
BYAPP,HeatCapacity,3.9.6,1.7
INFO,33,MASS:Sample Mass (mg)
INFO,0.1,MASSERR:Sample Mass Error (mg)
INFO,207.43,MOLWGHT:Formula Weight (g/mole)
INFO,4,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (µJ/K)
7881918.13,,5905,,165.863,0.316,9.1E-6,165.82842,3.8602853,78.92524,0.2536,4662.7568,3.301,17218.958,13.4,1.0965838,118.6104,0.22394845,99.043199,368.27438,3.4,1,,,,0.00014591957,231.59358,27499.064,0.47594521,0
7882959.63,,5905,,167.249,0.316,9.1E-6,167.18856,3.834315,79.270284,0.2488,4718.5894,3.319,17329.684,10.33,1.355785,116.04036,0.19148495,99.166759,367.64829,3.246,1,,,,0.0001500075,237.2208,27952.014,0.47413702,0
7883802.98,,5905,,167.249,0.316,9.1E-6,167.31539,3.857242,78.545867,0.2503,4723.6371,3.321,17219.485,12.32,0.61832631,112.45517,0.11102729,99.503901,375.57435,3.333,1,,,,0.00015352553,232.08072,27994.439,0.46944796,0
7884621.47,,5905,,167.233,0.316,9E-6,167.27806,3.8249997,78.873461,0.2522,4723.1436,3.321,17271.108,12.8,0.19535241,116.49693,0.17706388,99.234669,372.04018,3.386,1,,,,0.00014885822,224.91034,27981.95,0.47151109,0
7885767.94,,5905,,168.621,0.316,9.1E-6,168.60708,3.8251788,79.246849,0.2473,4777.4261,3.338,17384.793,9.388,0.19623645,114.33028,0.15816642,99.305551,371.01784,3.208,1,,,,0.00015261764,232.99385,28428.349,0.47000901,0
7886597.94,,5905,,168.638,0.316,9E-6,168.71301,3.883994,78.993172,0.2472,4782.3686,3.34,17349.378,9.797,0.47965119,114.52657,0.15815671,99.308117,373.95706,3.221,1,,,,0.00015204233,228.66057,28464.079,0.46821033,0
7887428.95,,5905,,168.607,0.316,9.1E-6,168.70656,3.9064135,79.559528,0.2524,4782.6875,3.34,17439.798,11.87,0.55495972,117.42377,0.20130878,99.138215,367.89116,3.4,1,,,,0.00014920138,229.05313,28461.904,0.47158526,0
7888461.02,,5905,,170.015,0.316,9E-6,169.96927,3.8766504,79.892156,0.2474,4833.932,3.356,17543.96,8.079,0.8977239,114.7411,0.18161098,99.206739,367.04608,3.19,1,,,,0.00015354311,234.84753,28889.552,0.47003883,0
7889296.02,,5905,,170.015,0.316,9.1E-6,170.11425,3.9216069,79.643466,0.255,4840.344,3.358,17510.808,13.08,0.23408805,114.54492,0.14764508,99.355345,370.05324,3.517,1,,,,0.00015339284,229.4822,28938.857,0.46817635,0
7890129.75,,5905,,170.015,0.316,9.1E-6,170.10605,3.9303456,79.520567,0.2526,4840.3253,3.358,17491.238,12.06,0.47479379,115.17955,0.19880262,99.137259,371.36391,3.438,1,,,,0.00015255316,229.08985,28936.067,0.46747643,0
7891527.92,,5905,,170.015,0.316,9.1E-6,169.85681,3.5366246,79.965945,0.2587,4830.7157,3.355,17552.483,14.4,0.016746925,114.76827,0.15120755,99.339269,366.00361,3.627,1,,,,0.00015347354,191.31243,28851.338,0.47078444,0
7892479.97,,5905,,169.965,0.316,9.1E-6,170.07638,3.9376897,79.887973,0.2512,4839.1512,3.357,17548.514,10.69,0.26698518,116.06683,0.1871028,99.192494,367.32277,3.37,1,,,,0.00015183983,229.53654,28925.976,0.46971821,0
7893443.33,,5905,,170.015,0.316,9.1E-6,170.04516,3.9434694,80.02149,0.2705,4837.6441,3.357,17568.248,19.06,0.029477314,115.17341,0.19509413,99.15069,365.8064,3.955,1,,,,0.00015322463,232.13367,28915.357,0.47058963,0
7894438.23,,5905,,168.607,0.316,9.1E-6,168.66251,3.9264084,79.692175,0.2609,4781.0978,3.339,17459.311,15.72,0.77593321,118.55774,0.23085917,99.020197,366.37267,3.67,1,,,,0.00014803409,230.34683,28447.042,0.4724949,0
7895418.91,,5905,,168.656,0.316,9.1E-6,168.68295,3.9987574,79.665748,0.2691,4781.8657,3.339,17455.875,18.92,0.50236373,119.06071,0.25074404,98.940483,366.70067,3.886,1,,,,0.00014744264,237.11548,28453.939,0.47228097,0
7896403.83,,5905,,168.638,0.316,9.1E-6,168.69836,3.998366,79.719504,0.2606,4782.3133,3.34,17464.874,15.57,6.8722409,118.41405,0.23762923,98.99018,366.15716,3.663,1,,,,0.00014828489,238.12142,28459.136,0.47255649,0
7897421.44,,5905,,167.233,0.316,9.1E-6,167.30855,3.9594307,79.396419,0.261,4724.6561,3.321,17355.818,16.1,2.7434585,119.26605,0.24225033,98.974086,366.57475,3.644,1,,,,0.00014632244,236.8281,27992.151,0.47455087,0
7898405,,5905,,167.249,0.316,9.1E-6,167.29242,3.9643775,79.467374,0.2576,4723.8266,3.321,17366.276,14.55,1.5069238,118.67853,0.22916023,99.02427,365.78634,3.545,1,,,,0.00014709602,238.5321,27986.754,0.47502077,0
7899386.34,,5905,,167.233,0.316,9E-6,167.29506,3.9361706,79.452332,0.2554,4723.6639,3.321,17363.721,13.53,0.2412944,117.35994,0.20871505,99.10145,365.9518,3.476,1,,,,0.00014866486,237.35706,27987.636,0.47492337,0
7900393.08,,5905,,165.85,0.316,9E-6,165.91148,3.9006649,79.042073,0.2576,4666.2762,3.302,17241.065,15.06,1.2190314,119.23166,0.22664656,99.036388,367.23497,3.52,1,,,,0.00014535126,234.71988,27526.621,0.4764111,0
7901377.25,,5905,,165.866,0.316,9.1E-6,165.92852,3.9370538,78.963781,0.2562,4666.9363,3.303,17229.27,14.55,8.7705577,119.23023,0.22863964,99.028408,368.09308,3.481,1,,,,0.00014525938,238.46332,27532.275,0.47589034,0
7902361.58,,5905,,165.866,0.316,9E-6,165.93696,3.9150072,79.044318,0.2531,4666.946,3.303,17242.092,12.99,0.38229734,117.73454,0.20702493,99.108714,367.26783,3.383,1,,,,0.00014715067,238.46047,27535.075,0.47635148,0
7903372.52,,5905,,164.489,0.316,9.1E-6,164.54231,3.8677622,78.938516,0.2611,4608.9303,3.283,17167.244,16.65,0.73356214,119.86847,0.22804614,99.030599,365.28032,3.588,1,,,,0.00014396901,235.46908,27074.17,0.47974602,0
7904360.14,,5905,,164.444,0.316,9.1E-6,164.50769,3.9156333,78.882634,0.2601,4607.4362,3.282,17156.86,16.32,0.5846433,120.24983,0.2202346,99.066969,365.78349,3.562,1,,,,0.00014339705,239.73693,27062.781,0.47950726,0
7905353.95,,5905,,164.491,0.316,9.1E-6,164.51609,3.8954774,78.746082,0.258,4607.2441,3.282,17134.943,15.59,0.075045122,117.76174,0.19445108,99.159522,367.21813,3.504,1,,,,0.00014616552,240.49967,27065.545,0.47865276,0
7906363.95,,5905,,163.107,0.316,9.1E-6,163.13929,3.8441056,78.357687,0.2587,4549.9893,3.261,17015.899,16.32,0.87385314,120.43249,0.23460996,99.004785,368.12831,3.497,1,,,,0.00014205371,235.52349,26614.428,0.48031156,0
7907358.39,,5905,,163.107,0.316,9.1E-6,163.12961,3.8746944,78.37687,0.25,4548.9755,3.261,17017.937,12.41,0.35873589,118.67044,0.19608956,99.155757,367.9101,3.245,1,,,,0.00014406159,240.86498,26611.27,0.48045765,0
7908217.95,,5905,,163.076,0.316,9E-6,163.20101,3.8281502,78.142466,0.2438,4551.7432,3.262,16983.413,9.244,0.17340748,116.92638,0.15955614,99.304062,370.46931,3.027,1,,,,0.00014579494,237.34089,26634.568,0.47881118,0
7909222.61,,5905,,161.694,0.316,9.1E-6,161.73649,3.7939514,78.029198,0.2537,4490.6943,3.238,16904.345,14.63,2.6391179,120.57605,0.22124027,99.058702,368.29142,3.338,1,,,,0.00014091628,233.85276,26158.693,0.48244646,0
7910220.2,,5905,,161.724,0.316,9.1E-6,161.73331,3.8445623,78.087007,0.2507,4490.061,3.237,16912.908,13.17,0.28121078,119.22258,0.19581097,99.157157,367.69916,3.248,1,,,,0.00014251158,241.1521,26157.665,0.48281337,0
7911206.64,,5905,,161.724,0.316,9.1E-6,161.70505,3.7995451,77.995175,0.2633,4488.5691,3.237,16896.807,18.46,0.015693326,117.41722,0.16286694,99.288547,368.56394,3.58,1,,,,0.00014446084,238.44516,26148.524,0.48232986,0
7912209.44,,5905,,160.347,0.316,9.1E-6,160.34133,3.7666401,77.690441,0.252,4431.5141,3.212,16791.272,14.32,3.7341432,120.84886,0.2157499,99.080259,368.50715,3.269,1,,,,0.00013964449,234.83444,25709.341,0.48453161,0
7913207.42,,5905,,160.347,0.316,9.1E-6,160.34657,3.8232121,77.714616,0.2489,4431.4643,3.212,16795.068,12.84,3.9852261,120.21279,0.20513456,99.120782,368.27742,3.177,1,,,,0.00014038388,241.69771,25711.023,0.48466653,0
7914198.69,,5905,,160.347,0.316,9E-6,160.35067,3.7932635,77.528837,0.2481,4431.2118,3.212,16765.26,12.67,0.070362106,118.10005,0.16579942,99.27757,370.14363,3.155,1,,,,0.00014251801,240.42557,25712.337,0.48349557,0
7915212.91,,5905,,158.967,0.316,9.1E-6,158.95935,3.7487796,77.272014,0.2501,4372.7621,3.185,16665.952,13.97,4.9218673,121.21302,0.21313057,99.090709,369.47183,3.195,1,,,,0.00013818077,236.2001,25268.074,0.48611179,0
7916091.06,,5905,,159.011,0.316,9.1E-6,158.97025,3.791471,77.365193,0.248,4372.8213,3.185,16680.835,12.85,0.37642939,120.14771,0.19379872,99.165438,368.57625,3.13,1,,,,0.00013947322,242.42603,25271.54,0.4866646,0
7917082.08,,5905,,158.967,0.316,9E-6,158.95993,3.766016,77.295559,0.2459,4372.2883,3.185,16669.224,11.93,0.17980512,119.44465,0.18063629,99.217873,369.24056,3.069,1,,,,0.00014015566,240.29542,25268.261,0.48625812,0
7918103.91,,5905,,157.585,0.316,9.1E-6,157.60504,3.736716,77.021612,0.2528,4314.848,3.156,16568.202,15.44,0.84367437,121.22364,0.20756753,99.11022,368.77411,3.244,1,,,,0.00013734697,238.8893,24839.349,0.48870018,0
7918983.67,,5905,,157.557,0.316,9.1E-6,157.53429,3.7804721,77.171481,0.2558,4312.0555,3.154,16589.252,16.48,2.8125683,122.88728,0.21867082,99.074116,367.14338,3.316,1,,,,0.00013568789,242.44728,24817.052,0.48987101,0
7920000.7,,5905,,157.588,0.316,9.1E-6,157.58623,3.7867171,77.148151,0.2455,4313.7745,3.155,16587.259,11.9,1.7785214,120.90513,0.18917884,99.186229,367.49271,3.032,1,,,,0.00013780959,245.77456,24833.42,0.4895615,0
7921028.81,,5905,,156.203,0.316,9.1E-6,156.21744,3.7432084,76.565484,0.2484,4255.6218,3.123,16436.41,14.13,3.6641555,122.08411,0.20789883,99.111688,369.9389,3.111,1,,,,0.00013529571,241.81026,24403.889,0.49012123,0
7921912.83,,5905,,156.216,0.316,9E-6,156.20097,3.7487618,76.730834,0.2494,4254.6854,3.123,16461.779,14.36,0.56593002,121.78922,0.20045086,99.140469,368.3026,3.133,1,,,,0.00013581161,244.16821,24398.742,0.49123149,0
7922918.19,,5905,,156.216,0.316,9.1E-6,156.21682,3.739982,76.628242,0.2466,4255.3591,3.123,16446.132,13.23,8.8804393,121.46932,0.20367953,99.124948,369.33136,3.059,1,,,,0.00013605113,243.57844,24403.695,0.49052491,0
7923955.89,,5905,,154.829,0.316,9E-6,154.85438,3.7127049,76.246105,0.2466,4197.017,3.089,16326.996,13.7,3.9389976,122.07005,0.20393821,99.124384,369.76422,3.041,1,,,,0.00013440426,242.93863,23979.878,0.49237295,0
7924842.16,,5905,,154.816,0.316,9.1E-6,154.84277,3.7114524,76.256393,0.2446,4196.3407,3.089,16327.956,12.74,0.7484815,121.47363,0.18983771,99.180856,369.63827,2.983,1,,,,0.00013502946,244.14011,23976.284,0.49247628,0
7925846.98,,5905,,154.816,0.316,9.2E-6,154.83091,3.7070884,76.191593,0.243,4195.9455,3.088,16317.252,12.06,16.612932,121.88068,0.19624884,99.15631,370.22853,2.939,1,,,,0.00013450853,242.94726,23972.61,0.4920955,0
7926883.73,,5905,,153.468,0.316,9.1E-6,153.43297,3.6960467,75.894791,0.2513,4136.1368,3.052,16210.225,16.12,0.75528687,123.12791,0.209614,99.10332,369.68998,3.14,1,,,,0.00013231553,243.76136,23541.676,0.49464461,0
7927903.39,,5905,,153.422,0.316,9.2E-6,153.40094,3.699171,75.950663,0.245,4134.4408,3.051,16217.418,13.38,6.1446821,122.28966,0.19555436,99.157306,369.08547,2.979,1,,,,0.00013324144,246.25583,23531.848,0.49511211,0
7928790.58,,5905,,153.467,0.316,9.1E-6,153.43415,3.6536258,75.642016,0.2453,4135.175,3.051,16169.049,13.88,0.023811601,118.52487,0.12807727,99.431925,372.07668,2.994,1,,,,0.00013685123,244.57931,23542.039,0.49299334,0
7929801.09,,5905,,152.095,0.316,9.2E-6,152.01716,3.5992687,75.481725,0.2483,4075.3113,3.013,16083.685,15.37,0.84537845,123.46145,0.20512698,99.120828,370.13621,3.047,1,,,,0.00013091811,237.04974,23109.218,0.49653423,0
7930820.84,,5905,,152.052,0.316,9E-6,152.02803,3.6744399,75.526099,0.2428,4075.3835,3.013,16090.817,12.88,12.362322,122.56716,0.19280694,99.167414,369.74871,2.902,1,,,,0.00013189719,246.92291,23112.52,0.49679064,0
7931835.72,,5905,,152.052,0.316,9.1E-6,152.04095,3.6332585,75.355886,0.2445,4075.3522,3.013,16063.706,13.89,0.027626967,119.70446,0.14083125,99.37817,371.36749,2.954,1,,,,0.00013466295,245.13432,23116.45,0.49562889,0
7932858.78,,5905,,150.671,0.316,9.1E-6,150.65615,3.5780526,75.284505,0.2435,4016.5135,2.975,15993.511,13.56,11.983823,123.42573,0.19647563,99.152661,368.64419,2.905,1,,,,0.00013020205,239.40892,22697.277,0.49971079,0
7933754.33,,5905,,150.657,0.316,9.1E-6,150.60753,3.6506357,75.217469,0.2512,4014.4339,2.974,15980.767,16.81,2.0183374,124.30938,0.21384031,99.084418,369.14375,3.09,1,,,,0.00012922362,246.85146,22682.628,0.49942702,0
7934781.41,,5905,,150.701,0.316,9.1E-6,150.6402,3.6430712,75.138445,0.2388,4015.3208,2.974,15969.082,11.47,0.86474623,122.09746,0.17566424,99.234886,369.95283,2.776,1,,,,0.0001313555,248.61876,22692.469,0.49879413,0
7935823.48,,5905,,149.344,0.316,9.1E-6,149.28853,3.5969261,74.717583,0.2388,3957.3984,2.936,15844.205,12.07,1.4568862,123.75451,0.18550182,99.199236,370.47545,2.767,1,,,,0.00012861188,244.19492,22287.066,0.50049111,0
7936720.17,,5905,,149.302,0.316,9.1E-6,149.27152,3.6142434,74.761496,0.2417,3956.5346,2.936,15850.327,13.4,5.1280193,123.53664,0.19079604,99.174566,370.03279,2.845,1,,,,0.00012890689,247.50903,22281.985,0.50084235,0
7937614.83,,5905,,149.344,0.316,9.1E-6,149.27335,3.6039334,74.764338,0.2404,3956.5878,2.936,15850.832,12.8,2.2385372,123.24644,0.1864189,99.191612,370.01141,2.811,1,,,,0.00012920196,247.07328,22282.532,0.50085524,0
7938661.08,,5905,,147.896,0.316,9.1E-6,147.9159,3.5798778,74.213713,0.2383,3897.9845,2.898,15704.63,12.53,0.63798706,123.38702,0.17448362,99.241393,371.61535,2.747,1,,,,0.00012783011,246.49289,21879.114,0.50172911,0
7939555.45,,5905,,147.896,0.316,9.1E-6,147.85596,3.5684055,74.43018,0.2411,3895.4033,2.896,15736.487,13.55,0.94183323,123.59642,0.18655875,99.188735,369.5139,2.813,1,,,,0.00012791205,246.77404,21861.384,0.50339655,0
7940577.8,,5905,,147.937,0.316,9.1E-6,147.88903,3.5521504,74.169616,0.2341,3896.2566,2.897,15695.887,10.39,0.093318478,120.86095,0.13791075,99.38804,371.9451,2.623,1,,,,0.00013031974,247.19285,21871.166,0.50152209,0
7941611.16,,5905,,146.536,0.316,9E-6,146.49324,3.5059947,73.909837,0.2435,3836.819,2.859,15595.121,15.2,0.45646734,124.44343,0.18977854,99.17692,370.75107,2.858,1,,,,0.0001259111,241.7219,21460.271,0.50452727,0
7942638.69,,5905,,146.588,0.316,9E-6,146.50634,3.5463774,73.915207,0.2337,3836.8773,2.859,15596.034,10.58,3.1212751,122.8401,0.165394,99.273395,370.73636,2.599,1,,,,0.00012749107,248.88686,21464.108,0.50451882,0
7943527.09,,5905,,146.587,0.316,9E-6,146.54111,3.5033758,73.673502,0.2311,3838.0091,2.859,15558.713,9.484,0.11044699,120.52762,0.12416292,99.445214,372.97783,2.528,1,,,,0.00012949746,245.6802,21474.296,0.50274973,0
7944557.89,,5905,,145.141,0.316,9.1E-6,145.11098,3.4667612,73.509827,0.2361,3777.0351,2.822,15471.7,12.45,0.63799761,124.46145,0.1715661,99.252157,370.78059,2.662,1,,,,0.00012484506,241.05525,21057.196,0.50657661,0
7945584.63,,5905,,145.171,0.316,9.2E-6,145.10214,3.5197293,73.622039,0.2395,3776.4873,2.821,15489.004,13.87,1.0591188,124.48013,0.18574928,99.18968,369.76907,2.745,1,,,,0.00012501165,248.92291,21054.631,0.5073808,0
7946611.66,,5905,,145.224,0.316,9.2E-6,145.07262,3.5152629,73.688423,0.2401,3775.2031,2.82,15498.281,14.06,3.8108683,124.46765,0.1895926,99.172278,369.10869,2.758,1,,,,0.00012511207,248.96027,21046.066,0.50794161,0
7947669.95,,5905,,143.801,0.316,9.1E-6,143.76031,3.4958946,73.198619,0.2371,3718.6067,2.787,15363.761,13.34,0.50362432,124.83372,0.17724477,99.225134,370.04438,2.674,1,,,,0.00012362676,248.93529,20667.027,0.50917126,0
7948700.69,,5905,,143.802,0.316,9E-6,143.69131,3.5031373,72.812423,0.2394,3715.5799,2.785,15299.295,14.79,1.2746924,124.50667,0.18283218,99.200438,373.22964,2.739,1,,,,0.00012344792,249.66744,20647.192,0.5067281,0
7949601.25,,5905,,143.802,0.316,9.1E-6,143.70829,3.4753783,72.694449,0.233,3715.8962,2.785,15280.843,12.07,0.16261182,122.11172,0.14786723,99.34139,374.3002,2.585,1,,,,0.000125614,249.01335,20652.074,0.50584728,0
7950637.83,,5905,,142.403,0.316,9.1E-6,142.355,3.417774,72.629949,0.2341,3657.9467,2.753,15212.632,12.69,0.31430197,124.3643,0.1665984,99.26567,371.33115,2.592,1,,,,0.00012284589,244.22344,20264.945,0.51020302,0
7951538.2,,5905,,142.413,0.316,9.1E-6,142.32612,3.4410337,72.694336,0.239,3656.5686,2.752,15221.497,14.73,0.44997345,124.15494,0.17955015,99.206646,370.70119,2.705,1,,,,0.00012316761,248.7286,20256.724,0.51075893,0
7952562.73,,5905,,142.403,0.316,9E-6,142.33212,3.424045,72.722149,0.2333,3656.5829,2.752,15225.936,12.2,0.91870816,122.99144,0.1625589,99.274865,370.47719,2.569,1,,,,0.00012431949,248.30987,20258.433,0.5109328,0
7953607.44,,5905,,141.04,0.316,9E-6,140.96982,3.4015417,72.238625,0.2333,3598.3536,2.722,15090.783,12.82,0.96394861,125.01251,0.17209461,99.240964,371.05416,2.56,1,,,,0.00012125039,245.98288,19872.489,0.51244037,0
7954637.97,,5905,,141,0.316,9.1E-6,140.94182,3.4214653,72.265788,0.2373,3597.0089,2.721,15093.76,14.56,0.99014416,124.94365,0.18073914,99.20203,370.74906,2.655,1,,,,0.00012136913,250.02501,19864.595,0.5127349,0
7955670.22,,5905,,141.04,0.316,9.2E-6,140.95254,3.4045002,72.13177,0.2257,3597.0445,2.721,15072.474,8.953,0.42532769,122.73996,0.1336778,99.4,371.91884,2.349,1,,,,0.0001232302,249.88729,19867.619,0.51174509,0
7956718.2,,5905,,139.648,0.316,9.1E-6,139.60123,3.360955,71.676147,0.2317,3539.3356,2.693,14942.281,12.81,0.24671582,124.61094,0.15623276,99.305585,372.19371,2.517,1,,,,0.00012040041,245.47992,19488.502,0.51343494,0
7957620.95,,5905,,139.648,0.316,9.1E-6,139.59961,3.3834447,71.55702,0.2264,3538.9711,2.693,14922.964,10.37,0.48962368,123.83669,0.12386539,99.446599,373.19275,2.383,1,,,,0.00012089582,249.22187,19488.051,0.51258753,0
7958519.3,,5905,,139.648,0.316,9.1E-6,139.58677,3.3722997,71.609694,0.2361,3538.6781,2.693,14931.051,14.79,0.15688252,124.81605,0.16033352,99.288788,372.71487,2.619,1,,,,0.00012012394,247.67338,19484.468,0.51301202,0
7959580.61,,5905,,138.3,0.316,9E-6,138.21452,3.3546951,71.176615,0.2298,3479.5608,2.666,14803.035,12.62,0.1889071,124.42742,0.14687034,99.342779,372.66015,2.466,1,,,,0.00011943032,249.63209,19103.254,0.51497204,0
7960480.72,,5905,,138.3,0.316,9E-6,138.16596,3.3319782,71.465676,0.2291,3477.523,2.665,14846.984,11.91,1.6460993,124.84048,0.16491109,99.262559,370.12139,2.436,1,,,,0.00011944645,248.85484,19089.833,0.51724516,0
7961512.23,,5905,,138.26,0.316,9.1E-6,138.17695,3.3256356,71.370365,0.2272,3477.6491,2.666,14831.947,11.07,0.11403739,123.02988,0.13666751,99.380449,370.945,2.389,1,,,,0.00012099659,249.68095,19092.871,0.51651424,0
7962555.88,,5905,,136.87,0.316,9E-6,136.7996,3.2908414,70.755149,0.2239,3418.8099,2.64,14675.233,10.27,0.81902576,124.30129,0.14253711,99.357535,372.31853,2.306,1,,,,0.00011851146,246.05975,18714.131,0.51721751,0
7963456.47,,5905,,136.907,0.316,9E-6,136.75283,3.2945245,71.067123,0.2299,3416.8764,2.639,14722.932,12.81,1.6687208,125.35398,0.16846214,99.244883,369.6214,2.446,1,,,,0.00011797855,248.60259,18701.337,0.51967569,0
7964492.13,,5905,,136.868,0.316,9E-6,136.76627,3.2976799,70.959262,0.2259,3417.1033,2.639,14705.999,10.99,0.18150105,123.61591,0.1405078,99.362016,370.54649,2.349,1,,,,0.00011941589,250.70795,18705.013,0.51883597,0
7965545.48,,5905,,135.519,0.316,9.2E-6,135.41105,3.2589805,70.289238,0.2218,3359.1426,2.615,14541.444,9.856,0.70407485,124.22929,0.13589568,99.383497,372.33694,2.248,1,,,,0.00011748313,247.23182,18336.152,0.51908052,0
7966445.97,,5905,,135.519,0.316,9.1E-6,135.35758,3.2547417,70.521675,0.225,3356.868,2.614,14576.148,11.18,0.46003183,124.76189,0.15118913,99.315481,370.29648,2.321,1,,,,0.00011730938,248.45857,18321.673,0.52100279,0
7967347.86,,5905,,135.52,0.316,9.1E-6,135.42524,3.246597,70.309686,0.221,3359.3402,2.615,14544.895,9.329,0.13343389,122.35747,0.11626921,99.46448,372.20932,2.221,1,,,,0.00011925102,249.52378,18339.994,0.51917714,0
