[Header]
TITLE,RuCl3_TB001_9T_HparraC_Heat_Capacity
BYAPP,HeatCapacity,3.9.6,1.7
INFO,0,MASS:Sample Mass (mg)
INFO,0,MASSERR:Sample Mass Error (mg)
INFO,0,MOLWGHT:Formula Weight (g/mole)
INFO,0,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
8150581.58,Error: Warning: Current field is 90000.328 Oe;
8150581.78,Error: but addenda was obtained at 0.021 Oe.
8150601,Error: Temperature of platform does not match the system temperature : System = 3.0076 K;  Platform = 2.8635 K
8170619.98,,5905,,7.0337,90000.328,9.1E-6,6.6904927,0.06415574,162.61093,0.3024,5.5658683,0.00659,168.1768,0.3023,0.28856447,19.334387,,,,,1,,,,8.6983257E-6,39.131911,44.762693,24.304776,0
8170880.02,,5905,,7.0746,90000.328,9.1E-6,6.7389194,0.065364136,164.3314,0.1995,5.6725596,0.007133,170.00396,0.1995,0.19860266,19.858409,0.0022688196,99.644682,,,1,,,,8.589331E-6,38.668774,45.413035,24.385422,0
8171024.92,,5905,,7.0648,90000.328,9.1E-6,6.7395588,0.066916024,163.59837,0.254,5.6738958,0.00714,169.27227,0.254,1.0237037,19.72892,0.0027495265,99.568184,,,1,,,,8.6146676E-6,39.716818,45.421652,24.274344,0
8171170.14,,5905,,7.0785,90000.328,9.1E-6,6.7390515,0.064517955,164.83194,0.2361,5.673619,0.007139,170.50556,0.236,0.28453928,19.307481,,,,,1,,,,8.8310622E-6,39.45784,45.414815,24.45922,0
8171434.78,,5905,,7.1419,90000.328,9.1E-6,6.7872779,0.065279289,166.60061,0.2218,5.7810019,0.007654,172.38161,0.2218,0.13960524,19.686665,0.0010975751,99.827728,,,1,,,,8.7703778E-6,38.614961,46.067141,24.546013,0
8171578.92,,5905,,7.114,90000.328,9.1E-6,6.7875458,0.064630005,167.05366,0.3108,5.7826583,0.007662,172.83631,0.3107,0.81431342,19.381049,,,,,1,,,,8.9178E-6,39.37333,46.070778,24.611791,0
8171721.88,,5905,,7.126,90000.328,9.1E-6,6.7878328,0.065744184,166.59899,0.2979,5.7822609,0.00766,172.38126,0.2979,0.25884699,19.572298,0.00072137016,99.886196,,,1,,,,8.816783E-6,38.762097,46.074674,24.543768,0
8171982.75,,5905,,7.1792,90000.328,9.1E-6,6.8366303,0.066005064,168.75595,0.3169,5.8932012,0.00814,174.64915,0.3169,1.4670546,19.744702,0.0013044335,99.797017,,,1,,,,8.8621662E-6,39.144597,46.739514,24.684082,0
8172125.92,,5905,,7.1782,90000.328,9.1E-6,6.8371727,0.066977449,168.27048,0.2937,5.8942939,0.008144,174.16477,0.2937,0.59542755,19.746802,0.0016051251,99.750866,,,1,,,,8.8404616E-6,39.489404,46.74693,24.61112,0
8172271.11,,5905,,7.1784,90000.328,9.1E-6,6.8369402,0.064912948,169.09389,0.2364,5.8948076,0.008146,174.9887,0.2363,0.16992344,19.363115,,,,,1,,,,9.0372186E-6,39.493604,46.743752,24.732393,0
8172534.59,,5905,,7.226,90000.328,9.1E-6,6.8858602,0.065968386,170.40156,0.413,6.0060359,0.008563,176.4076,0.413,0.69463529,19.771835,0.0014014544,99.784067,,,1,,,,8.9401826E-6,38.72623,47.41507,24.74659,0
8172680.13,,5905,,7.2314,90000.328,9.1E-6,6.8862232,0.065619194,171.29487,0.2441,6.0082097,0.008571,177.30308,0.244,0.41542002,19.734095,,,,,1,,,,8.9846065E-6,39.54367,47.420069,24.87501,0
8172824.3,,5905,,7.2325,90000.328,9.1E-6,6.8867965,0.067396662,170.10724,0.2632,6.0082337,0.008571,176.11547,0.2632,0.17472207,19.879997,0.0017569202,99.731172,,,1,,,,8.8812086E-6,39.468191,47.427966,24.700489,0
8173101.91,,5905,,7.2824,90000.328,9.1E-6,6.9342028,0.065787645,172.23469,0.2906,6.1192059,0.008927,178.3539,0.2905,0.45109064,19.601939,,,,,1,,,,9.0987883E-6,39.759993,48.083168,24.838427,0
8173246.22,,5905,,7.2903,90000.328,9.1E-6,6.9349259,0.067286264,172.23184,0.3412,6.1196257,0.008928,178.35147,0.3412,0.26150181,19.893017,0.0019956911,99.696436,,,1,,,,8.9909917E-6,39.203879,48.093198,24.835427,0
8173390.94,,5905,,7.2863,90000.328,9.1E-6,6.935034,0.068079756,171.85449,0.2216,6.1201218,0.00893,177.97462,0.2216,0.26130964,19.955677,0.0022353662,99.661662,,,1,,,,8.9467292E-6,39.786035,48.094697,24.780627,0
8173642.98,,5905,,7.3268,90000.328,9E-6,6.9833805,0.068088924,173.76933,0.2418,6.2332889,0.009238,180.00262,0.2418,0.40709515,20.122679,0.0034542306,99.484208,,,1,,,,8.98849E-6,39.911354,48.767604,24.883268,0
8173791.03,,5905,,7.3227,90000.328,9E-6,6.983479,0.066855475,175.13249,0.2403,6.2343843,0.009241,181.36687,0.2401,0.20266989,19.775296,,,,,1,,,,9.171386E-6,40.245359,48.768979,25.078114,0
8173935.94,,5905,,7.3349,90000.328,9.1E-6,6.9836336,0.068031707,174.5008,0.2926,6.2337262,0.009239,180.73453,0.2926,0.28652941,20.062129,0.0015661082,99.76511,,,1,,,,9.0285152E-6,39.550591,48.771139,24.987107,0
8174200.48,,5905,,7.3801,90000.328,9.2E-6,7.0330904,0.068341443,176.4285,0.2705,6.3505407,0.009505,182.77904,0.2705,0.84191711,20.069162,0.0024666186,99.632356,,,1,,,,9.1387731E-6,40.124258,49.464361,25.085487,0
8174345.77,,5905,,7.378,90000.328,9.1E-6,7.0336429,0.069024644,175.93206,0.2581,6.3519816,0.009508,182.28404,0.2581,0.20144827,20.04493,0.0021958295,99.673364,,,1,,,,9.1215361E-6,40.138325,49.472132,25.012936,0
8174491.34,,5905,,7.3904,90000.328,9.1E-6,7.0335065,0.068963028,175.85012,0.271,6.3517492,0.009508,182.20187,0.271,0.16481859,20.102964,0.0033510448,99.502423,,,1,,,,9.1056581E-6,40.089861,49.470214,25.001771,0
8174757.67,,5905,,7.4408,90000.328,9.1E-6,7.0811513,0.067163262,178.49556,0.3154,6.4664437,0.009721,184.96201,0.3153,0.38618018,19.8408,,,,,1,,,,9.3223061E-6,40.205928,50.142704,25.207139,0
8174902.91,,5905,,7.4407,90000.328,9E-6,7.0820766,0.068864423,177.88627,0.3282,6.4674004,0.009723,184.35367,0.3282,0.061812471,20.118043,0.0026301984,99.612485,,,1,,,,9.1967942E-6,39.681599,50.155809,25.117812,0
8175050.02,,5905,,7.4408,90000.328,9E-6,7.0823111,0.069443178,177.95031,0.3393,6.4675506,0.009723,184.41786,0.3393,0.61490139,20.034154,0.0012060576,99.821831,,,1,,,,9.2204723E-6,40.236086,50.159131,25.126023,0
8175316.5,,5905,,7.4778,90000.328,9.1E-6,7.1311521,0.069096772,179.84906,0.2741,6.5854531,0.009899,186.43451,0.2741,0.43633025,20.125666,0.0023232494,99.660236,,,1,,,,9.2929131E-6,40.068307,50.85333,25.220196,0
8175463.73,,5905,,7.4819,90000.328,9.1E-6,7.1315657,0.069681009,179.56092,0.2548,6.5860474,0.0099,186.14697,0.2548,0.14561587,19.972541,0.0021735189,99.680255,,,1,,,,9.3479656E-6,40.251332,50.85923,25.178331,0
8175609.06,,5905,,7.4905,90000.328,9.2E-6,7.1315504,0.069255129,180.34311,0.2653,6.5863737,0.009901,186.92948,0.2653,0.3496516,20.062985,0.0017344333,99.745125,,,1,,,,9.3392933E-6,39.945083,50.859012,25.288064,0
8175880.84,,5905,,7.5428,90000.328,9E-6,7.1797221,0.069448209,182.03209,0.3067,6.7035812,0.01004,188.73568,0.3067,0.51248177,20.265468,0.003252207,99.529632,,,1,,,,9.3541152E-6,40.125971,51.548409,25.353641,0
8176029.73,,5905,,7.5297,90000.328,9.2E-6,7.1798531,0.068450132,182.93618,0.3347,6.7049149,0.01004,189.6411,0.3346,0.65442996,19.939374,,,,,1,,,,9.5108853E-6,40.530935,51.550291,25.479098,0
8176174.45,,5905,,7.5491,90000.328,9.1E-6,7.1800645,0.069704844,182.18467,0.3344,6.7045061,0.01004,188.88917,0.3344,0.27123769,20.315694,0.002991035,99.568339,,,1,,,,9.3352008E-6,39.878748,51.553326,25.373681,0
8176442.94,,5905,,7.5993,90000.328,9.1E-6,7.22935,0.070443986,183.95011,0.3122,6.8249538,0.01014,190.77506,0.3122,0.33806147,20.314652,0.0022242445,99.681722,,,1,,,,9.4188891E-6,40.631388,52.263501,25.444903,0
8176590.92,,5905,,7.5993,90000.328,9.1E-6,7.2296586,0.070735238,183.73973,0.2716,6.8256361,0.01014,190.56537,0.2716,0.30197605,20.119105,0.0024367787,99.648225,,,1,,,,9.5029497E-6,40.629304,52.267963,25.414718,0
8176738.97,,5905,,7.595,90000.328,9.1E-6,7.22912,0.068504004,184.12953,0.2599,6.8255036,0.01014,190.95503,0.2597,0.20052683,19.789014,,,,,1,,,,9.6495477E-6,40.23821,52.260175,25.470532,0
8176992.64,,5905,,7.6376,90000.328,9.1E-6,7.2775807,0.069673971,185.16892,0.3403,6.9442593,0.01022,192.11318,0.3403,0.82315481,20.131434,0.0020391741,99.708534,,,1,,,,9.5688638E-6,39.578028,52.963182,25.443747,0
8177140.78,,5905,,7.6312,90000.328,9.1E-6,7.2783899,0.070320914,186.39265,0.2819,6.9458968,0.01022,193.33854,0.2819,0.33549641,20.028127,0.0017101716,99.75294,,,1,,,,9.6755749E-6,40.262868,52.974959,25.60905,0
8177286.23,,5905,,7.6333,90000.328,9.1E-6,7.2781656,0.070583609,185.45276,0.2605,6.9459316,0.01022,192.39869,0.2605,0.12232459,20.137094,0.0017797498,99.745462,,,1,,,,9.5770969E-6,40.056253,52.971694,25.480701,0
8177552.52,,5905,,7.6811,90000.328,9.1E-6,7.3266556,0.070513961,187.9945,0.2729,7.0665358,0.01027,195.06103,0.2729,0.21156032,20.236129,0.0021171974,99.699569,,,1,,,,9.6662293E-6,40.274188,53.679882,25.658979,0
8177699.39,,5905,,7.6898,90000.328,9.1E-6,7.3271798,0.07123902,187.50542,0.3045,7.068056,0.01027,194.57348,0.3045,0.59030688,20.200503,0.0031573305,99.551786,,,1,,,,9.6723905E-6,40.472258,53.687564,25.590394,0
8177846.67,,5905,,7.6964,90000.328,9.1E-6,7.3270868,0.071231388,187.42754,0.3328,7.0676203,0.01027,194.49516,0.3328,0.48038155,20.088143,0.0011681145,99.833706,,,1,,,,9.6970654E-6,40.401005,53.686201,25.580091,0
8178116.95,,5905,,7.7516,90000.328,9.1E-6,7.3765496,0.071537663,188.36687,0.2622,7.1929416,0.0103,195.55981,0.2622,0.42309602,20.390029,0.001899274,99.736489,,,1,,,,9.6144657E-6,40.176286,54.413484,25.535905,0
8178265.53,,5905,,7.7427,90000.328,9.1E-6,7.3770195,0.072011191,189.71329,0.2725,7.1937317,0.0103,196.90702,0.2725,0.18612191,20.284396,0.0022288234,99.686995,,,1,,,,9.7356114E-6,40.780057,54.420417,25.716794,0
8178413.05,,5905,,7.7405,90000.328,9.1E-6,7.3771804,0.071909585,188.80334,0.3705,7.1939947,0.0103,195.99733,0.3705,0.51437466,20.142709,0.0022950414,99.676855,,,1,,,,9.7597112E-6,40.568793,54.42279,25.592886,0
8178681.45,,5905,,7.8035,90000.328,9.1E-6,7.4251945,0.07174793,190.97235,0.3046,7.3162282,0.0103,198.28858,0.3046,0.49843479,20.4781,0.0030690109,99.576725,,,1,,,,9.7211419E-6,40.285417,55.133513,25.719508,0
8178830.22,,5905,,7.8012,90000.328,9.1E-6,7.4255961,0.070723892,191.98859,0.2904,7.3187054,0.0103,199.3073,0.2902,0.4989643,20.015796,,,,,1,,,,9.9575006E-6,40.9562,55.139477,25.854974,0
8178996.8,,5905,,7.7944,90000.328,9E-6,7.4247945,0.069817144,193.32681,0.2882,7.3171133,0.0103,200.64392,0.2881,0.35913206,20.360681,,,,,1,,,,9.8544802E-6,40.031591,55.127573,26.038002,0
8179267.69,,5905,,7.8517,90000.328,9.1E-6,7.4746527,0.072432888,193.32893,0.2572,7.4431427,0.0103,200.77207,0.2572,0.058347213,20.511897,0.0028435851,99.61036,,,1,,,,9.8235852E-6,40.721361,55.870433,25.864603,0
8179415.92,,5905,,7.8475,90000.328,9.1E-6,7.474998,0.07311409,193.2237,0.2387,7.4439921,0.0103,200.66769,0.2387,0.21293,20.313884,0.0020665098,99.714508,,,1,,,,9.9045776E-6,41.023794,55.875595,25.849331,0
8179564.08,,5905,,7.8489,90000.328,9E-6,7.4749877,0.072638304,193.20586,0.2463,7.4438699,0.0103,200.64973,0.2463,0.1321114,20.305175,0.0026867607,99.628411,,,1,,,,9.9158811E-6,40.627768,55.875442,25.846981,0
8179828.22,,5905,,7.9059,90000.328,9E-6,7.5232607,0.072344548,195.5735,0.217,7.5684191,0.01028,203.14192,0.217,0.37349906,20.249633,0.00092698619,99.872234,,,1,,,,1.0043777E-5,40.61035,56.599452,25.995842,0
8179975.77,,5905,,7.9036,90000.328,9.1E-6,7.523444,0.07307921,194.51301,0.1997,7.5690629,0.01028,202.08207,0.1997,0.18213774,20.221124,0.00099808353,99.862932,,,1,,,,1.0006321E-5,40.499266,56.60221,25.854251,0
8180123.08,,5905,,7.8958,90000.328,9.1E-6,7.523528,0.073009081,194.37667,0.2575,7.5692158,0.01028,201.94589,0.2575,0.061146579,20.178669,0.00082974234,99.88591,,,1,,,,1.001848E-5,40.442248,56.603474,25.835841,0
8180380.78,,5905,,7.9514,90000.328,9E-6,7.5725438,0.072906532,196.57759,0.2359,7.6972081,0.01026,204.2748,0.2359,0.4978432,20.395226,0.0015125601,99.795117,,,1,,,,1.0034858E-5,40.357339,57.34342,25.959254,0
8180528.67,,5905,,7.9447,90000.328,9.1E-6,7.5731693,0.07343841,197.02873,0.1719,7.6988506,0.01026,204.72758,0.1719,0.25935772,20.220622,0.0019017168,99.739556,,,1,,,,1.0149182E-5,40.790452,57.352893,26.016681,0
8180676.66,,5905,,7.9404,90000.328,9.1E-6,7.5721263,0.071244768,198.61341,0.2503,7.6978119,0.01026,206.31122,0.2501,0.099987284,20.24696,,,,,1,,,,1.0189738E-5,40.441244,57.337096,26.229543,0
8180946.77,,5905,,8.0084,90000.328,9E-6,7.6212604,0.073283895,198.74643,0.1984,7.8254477,0.01023,206.57188,0.1984,0.20910776,20.416032,0.0018959646,99.744648,,,1,,,,1.0142101E-5,40.49392,58.08361,26.077895,0
8181094.45,,5905,,8.0063,90000.328,9E-6,7.6220302,0.074180267,198.3678,0.2159,7.8277184,0.01023,206.19552,0.2159,0.13064822,20.367047,0.002681392,99.638404,,,1,,,,1.0157986E-5,40.832063,58.095345,26.025586,0
8181242.64,,5905,,8.0063,90000.328,9.1E-6,7.6219939,0.074196381,198.47309,0.355,7.8276596,0.01023,206.30075,0.355,0.31026099,20.436144,0.0021508162,99.71097,,,1,,,,1.0121983E-5,40.734093,58.094791,26.039524,0
8181245.67,Error: Warning: Current field is 90000.328 Oe;
8181246.02,Error: but addenda was obtained at 0.021 Oe.
8181332.95,Error: Temperature of platform does not match the system temperature : System = 8.0042 K;  Platform = 7.5846 K
8181541.41,,5905,,7.9946,90000.328,9.1E-6,7.6233514,0.07632918,199.52449,0.2923,7.832183,0.01023,207.35668,0.2921,0.71629646,20.219444,,,,,1,,,,1.0255311E-5,44.547682,58.115487,26.172805,0
8181687.91,,5905,,8.0015,90000.328,9.1E-6,7.620987,0.071911786,199.44817,0.2379,7.8264934,0.01023,207.27466,0.2377,0.20212411,20.24587,,,,,1,,,,1.0237874E-5,40.438888,58.079444,26.17091,0
8181835.61,,5905,,8.0018,90000.328,9.2E-6,7.621106,0.072217448,199.40239,0.2787,7.8270105,0.01023,207.2294,0.2785,0.2917808,20.375639,,,,,1,,,,1.0170449E-5,40.49174,58.081257,26.164494,0
8182120.61,,5905,,8.221,90000.328,9.1E-6,7.8390407,0.07551276,206.87208,0.2695,8.4125362,0.01012,215.28462,0.2695,0.16427407,20.671347,0.0023357865,99.698301,,,1,,,,1.0443744E-5,40.751279,61.45056,26.389974,0
8182271.17,,5905,,8.2228,90000.328,9.1E-6,7.8400907,0.076812717,206.20544,0.18,8.415068,0.01012,214.6205,0.18,0.15983764,20.481599,0.0020341681,99.735771,,,1,,,,1.0504328E-5,41.342693,61.467022,26.30141,0
8182418.92,,5905,,8.2329,90000.328,9.2E-6,7.8398953,0.076330376,206.74141,0.2626,8.4151789,0.01012,215.15659,0.2626,0.062024332,20.668955,0.0035327366,99.543443,,,1,,,,1.045374E-5,40.963198,61.463959,26.37043,0
8182700.55,,5905,,8.4585,90000.328,9.1E-6,8.0573108,0.078109286,214.34514,0.2796,9.0233731,0.01009,223.36851,0.2796,0.54925947,20.646755,0.0025054499,99.686133,,,1,,,,1.0849947E-5,41.33791,64.920257,26.602565,0
8182849.98,,5905,,8.4583,90000.328,9E-6,8.0581552,0.078854842,214.42292,0.2601,9.0262095,0.01009,223.44913,0.2601,0.20685032,20.794957,0.0035586718,99.556866,,,1,,,,1.0789402E-5,41.293509,64.933866,26.60943,0
8183001.45,,5905,,8.4559,90000.328,9.1E-6,8.0582997,0.078796205,215.19347,0.2567,9.0264725,0.01009,224.21994,0.2567,0.29127343,20.684711,0.0032409737,99.59307,,,1,,,,1.0880691E-5,41.589914,64.936194,26.704575,0
8183286.98,,5905,,8.6782,90000.328,9.1E-6,8.2746614,0.07971158,223.65941,0.2349,9.655981,0.01026,233.31539,0.2349,0.60387128,20.665602,0.0012950642,99.841831,,,1,,,,1.1306473E-5,41.369421,68.470022,27.029434,0
8183435.64,,5905,,8.6782,90000.328,9.1E-6,8.2760628,0.080586397,223.18389,0.244,9.6605227,0.01026,232.84441,0.244,0.22898109,20.74349,0.0019825534,99.759182,,,1,,,,1.1249837E-5,41.331203,68.493216,26.967399,0
8183585.91,,5905,,8.6808,90000.328,9.2E-6,8.2758351,0.081294682,222.28701,0.3127,9.6601632,0.01026,231.94718,0.3127,0.084772686,20.842494,0.0019577076,99.764204,,,1,,,,1.1152731E-5,41.486979,68.489447,26.859768,0
8183874.17,,5905,,8.9065,90000.328,9.1E-6,8.493282,0.082762423,230.45036,0.3104,10.318697,0.01073,240.76905,0.3104,0.47083809,20.962292,0.0028056108,99.67283,,,1,,,,1.1520361E-5,41.684987,72.135839,27.133252,0
8184026.56,,5905,,8.9093,90000.328,9.1E-6,8.4943056,0.083445872,230.62595,0.2712,10.321953,0.01073,240.9479,0.2712,0.34539226,20.828764,0.0034248112,99.597647,,,1,,,,1.1610858E-5,41.924584,72.153228,27.150653,0
8184176.97,,5905,,8.9093,90000.328,9.2E-6,8.4937495,0.081224448,230.09736,0.3097,10.322003,0.01073,240.41936,0.3095,0.820318,20.407555,,,,,1,,,,1.17809E-5,41.657528,72.143781,27.090198,0
8184461.44,,5905,,9.1317,90000.328,9.1E-6,8.7106341,0.083152974,240.43434,0.2869,11.00298,0.01154,251.43732,0.2869,0.27738065,21.048704,0.0025085093,99.714522,,,1,,,,1.1976777E-5,40.815109,75.875146,27.602393,0
8184613.25,,5905,,9.1208,90000.328,9.1E-6,8.7127294,0.085748596,239.11202,0.2738,11.00973,0.01155,250.12175,0.2738,0.125661,20.935451,0.0022385104,99.745365,,,1,,,,1.1975159E-5,42.097409,75.911654,27.443985,0
8184766.09,,5905,,9.1371,90000.328,9.1E-6,8.7120983,0.083050934,239.13695,0.3017,11.009405,0.01155,250.14635,0.3014,0.24711729,20.41103,,,,,1,,,,1.225545E-5,41.870902,75.900657,27.448835,0
8185050.55,,5905,,9.368,90000.328,9E-6,8.9309664,0.0855812,248.225,0.315,11.722419,0.01264,259.94742,0.315,0.37008852,21.260776,0.0024046189,99.73678,,,1,,,,1.2256046E-5,40.82206,79.762161,27.793744,0
8185203.89,,5905,,9.3619,90000.328,9.1E-6,8.9329548,0.088640192,246.86304,0.2994,11.72859,0.01265,258.59163,0.2994,0.11842848,21.133402,0.0035945644,99.605891,,,1,,,,1.2280287E-5,42.521552,79.797681,27.635094,0
8185356.52,,5905,,9.3726,90000.328,9.2E-6,8.9326125,0.087774494,247.53507,0.2602,11.727511,0.01265,259.26258,0.2602,0.10882496,20.910815,0.0028188528,99.687061,,,1,,,,1.2433977E-5,42.266804,79.791567,27.711385,0
8185641.67,,5905,,9.5893,90000.328,9.1E-6,9.1489386,0.088788782,256.21762,0.3111,12.457966,0.01392,268.67558,0.3111,0.25179497,21.334044,0.0035880095,99.618459,,,1,,,,1.2637621E-5,41.821631,83.703077,28.005174,0
8185796.31,,5905,,9.5863,90000.328,9.1E-6,9.1507967,0.090774007,255.23115,0.3216,12.46408,0.01393,267.69523,0.3216,0.41155526,21.184885,0.0035051388,99.626149,,,1,,,,1.2679255E-5,42.668088,83.73708,27.891687,0
8185950.41,,5905,,9.5921,90000.328,9E-6,9.1508971,0.08975873,257.10763,0.2797,12.463812,0.01393,269.57144,0.2797,0.45401311,21.087309,0.0016695198,99.820199,,,1,,,,1.2804534E-5,42.369771,83.738917,28.09644,0
8186241.53,,5905,,9.8151,90000.328,9.1E-6,9.3686178,0.090969951,265.45269,0.3035,13.222614,0.01531,278.6753,0.3035,0.63589735,21.272636,0.0015939352,99.833992,,,1,,,,1.3119944E-5,42.174619,87.770999,28.334242,0
8186395.36,,5905,,9.8237,90000.328,9.1E-6,9.369943,0.092163042,264.85912,0.2113,13.226884,0.01531,278.086,0.2113,0.2765457,21.163973,0.0027294685,99.71465,,,1,,,,1.3173707E-5,42.545272,87.795833,28.266887,0
8186548.72,,5905,,9.8209,90000.328,9E-6,9.3698701,0.091976707,264.82494,0.3968,13.226782,0.01531,278.05172,0.3968,0.18841536,21.258634,0.0038442701,99.599561,,,1,,,,1.3127183E-5,42.327946,87.794466,28.263459,0
8186840.72,,5905,,10.0506,90000.328,9.1E-6,9.5862962,0.093462707,274.09031,0.3197,14.002498,0.01669,288.0928,0.3197,0.11897524,21.450552,0.0027168674,99.725487,,,1,,,,1.3464022E-5,42.517269,91.897076,28.591888,0
8186995.3,,5905,,10.0504,90000.328,9.2E-6,9.5881326,0.094974079,273.47538,0.2964,14.009761,0.0167,287.48514,0.2964,0.36710602,21.460062,0.0030754203,99.690081,,,1,,,,1.3433979E-5,42.901105,91.932287,28.522278,0
8187149.2,,5905,,10.0506,90000.328,9.1E-6,9.5880238,0.094525014,274.3658,0.4126,14.008878,0.0167,288.37468,0.4126,0.1106692,21.291881,0.0021953704,99.776508,,,1,,,,1.3571344E-5,42.920123,91.930201,28.61547,0
8187943.52,,5905,,10.2739,90000.328,9.1E-6,9.9144562,0.095087873,287.90063,0.5202,15.221576,0.01872,303.12221,0.5202,0.12620722,22.130941,0.0046920044,99.553877,,,1,,,,1.3752141E-5,42.583763,98.296443,29.038469,0
8188101.63,,5905,,10.2739,90000.328,9E-6,9.9212023,0.099595107,287.52315,0.2043,15.246966,0.01876,302.77011,0.2043,1.4554112,21.574292,0.0026159634,99.74593,,,1,,,,1.4066078E-5,44.261882,98.430254,28.980676,0
8188256.88,,5905,,10.2739,90000.328,9E-6,9.9208099,0.098067857,286.87438,0.2292,15.245411,0.01876,302.11979,0.2292,0.11167415,21.374198,0.0023420623,99.770894,,,1,,,,1.4164058E-5,43.148585,98.42247,28.916428,0
8188547.53,,5905,,10.4971,90000.328,9.2E-6,10.138371,0.099008609,295.99241,0.2697,16.0831,0.02005,312.07551,0.2697,0.11230046,21.742558,0.0030490358,99.712445,,,1,,,,1.4390452E-5,42.748396,102.78657,29.195264,0
8188705.72,,5905,,10.4971,90000.328,9E-6,10.140281,0.099888557,296.44788,0.2278,16.088975,0.02006,312.53686,0.2278,0.32586462,21.216195,0.0015574135,99.849483,,,1,,,,1.4751031E-5,43.485117,102.8253,29.234681,0
8188880.53,,5905,,10.4973,90000.328,9.1E-6,10.138265,0.099580885,296.13775,0.2515,16.083016,0.02005,312.22077,0.2515,0.16232122,21.814473,0.0028181826,99.735023,,,1,,,,1.4346765E-5,42.43239,102.78442,29.209904,0
8189196.7,,5905,,10.7293,90000.328,9.1E-6,10.354701,0.098903381,306.24242,0.3084,16.941685,0.02128,323.1841,0.3076,0.28090942,21.310266,,,,,1,,,,1.5165653E-5,43.628946,107.21983,29.575206,0
8189371.2,,5905,,10.7292,90000.328,9.1E-6,10.354833,0.10123084,305.58563,0.2967,16.939892,0.02128,322.52553,0.2967,0.087437932,21.664161,0.0024794551,99.769593,,,1,,,,1.4918383E-5,42.620533,107.22257,29.5114,0
8189549.34,,5905,,10.7294,90000.328,9E-6,10.354584,0.1058435,307.10168,1.045,16.946134,0.02129,324.04781,1.045,0.62168766,24.353045,0.0098686795,99.176934,,,1,,,,1.3405476E-5,43.328321,107.2174,29.658525,0
8189864.3,,5905,,10.9528,90000.328,9E-6,10.58631,0.11268561,315.55384,0.591,17.8839,0.02252,333.43774,0.591,8.1798619,23.050921,0.0062333533,99.464976,,,1,,,,1.4534973E-5,48.706089,112.06996,29.807728,0
8190030.23,,5905,,10.9549,90000.328,9.1E-6,10.583046,0.10551256,316.57612,0.3227,17.872944,0.02251,334.44906,0.3219,0.10246413,21.730168,,,,,1,,,,1.5391002E-5,46.101842,112.00087,29.913516,0
8190231.25,,5905,,10.9556,90000.328,9.2E-6,10.580002,0.10469766,315.24748,0.2497,17.857113,0.02249,333.10459,0.2497,0.27337672,21.949633,0.0028615147,99.742514,,,1,,,,1.5210955E-5,43.460337,111.93644,29.796543,0
8190529.25,,5905,,11.1819,90000.328,9E-6,10.800818,0.10625479,324.32158,0.3208,18.781728,0.02358,343.10331,0.3208,0.09579819,21.978083,0.0031929965,99.718609,,,1,,,,1.5650525E-5,43.899266,116.65766,30.027503,0
8190731.72,,5905,,11.1823,90000.328,9E-6,10.799123,0.10752695,324.38428,0.2294,18.775305,0.02357,343.15958,0.2294,1.5613661,22.08396,0.0033220216,99.708479,,,1,,,,1.5579463E-5,43.956166,116.62105,30.038021,0
8190912.45,,5905,,11.1819,90000.328,9E-6,10.800474,0.10845817,324.43448,0.4014,18.782172,0.02358,343.21665,0.4014,0.066826717,22.438064,0.0038277391,99.669361,,,1,,,,1.5341528E-5,44.167921,116.65025,30.03891,0
8191258.5,,5905,,11.4099,90000.328,9E-6,11.018414,0.10940785,336.2752,0.6546,19.717019,0.02455,355.99222,0.6546,0.065841355,22.414211,0.0046779649,99.599829,,,1,,,,1.5939385E-5,44.876129,121.40545,30.519384,0
8191419.42,,5905,,11.4087,90000.328,9.2E-6,11.019385,0.10647694,334.53307,0.5516,19.722967,0.02456,354.25604,0.5511,0.15358832,21.207913,,,,,1,,,,1.6703956E-5,44.828421,121.42684,30.358599,0
8191573.45,,5905,,11.409,90000.328,9.1E-6,11.015069,0.10689559,334.61304,0.2648,19.702804,0.02454,354.31585,0.2648,0.033272241,22.16145,0.0025662186,99.779119,,,1,,,,1.6019506E-5,42.415826,121.33175,30.377753,0
