[Header]
TITLE,H parra C RuCl3 9T HC, I removeed the 190th line to make it plot nicely as it had no sample coupling for that point
BYAPP,HeatCapacity,3.9.6,1.7
INFO,33,MASS:Sample Mass (mg)
INFO,0.1,MASSERR:Sample Mass Error (mg)
INFO,207.43,MOLWGHT:Formula Weight (g/mole)
INFO,4,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (�J/K),Addenda HC Err (�J/K),Total HC (�J/K),Total HC Err (�J/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (�J/K)
8319388.27,Error: Warning: Current field is 90000.391 Oe;
8319388.42,Error: but addenda was obtained at 0.021 Oe.
8319472.19,Error: Temperature of platform does not match the system temperature : System = 15.003 K;  Platform = 14.376 K
8357071.5,,5905,,53.3782,90000.391,9.1E-6,52.878272,1.3533593,27.230175,0.08703,518.19385,0.647,4850.2372,4.399,0.49765193,84.231572,0.02103416,99.737898,312.92465,0.6471,1,,,,5.7702921E-5,168.52306,2796.1117,0.51495961,0
8358438.64,,5905,,56.1543,90000.391,9.1E-6,55.624459,1.3356751,29.072785,0.09782,571.34214,0.6721,5196.5261,6.763,0.17478245,89.098461,0.032519554,99.62621,318.15699,0.7578,1,,,,5.8496825E-5,168.46314,3094.0804,0.52266189,0
8359093.95,,5905,,56.1542,90000.391,9.1E-6,55.697893,1.4265434,29.104978,0.09314,572.80139,0.6727,5203.107,4.764,1.0749199,87.922359,0.024282604,99.717625,318.39023,0.6858,1,,,,5.9311177E-5,178.19692,3102.2553,0.5225508,0
8359736.7,,5905,,56.1719,90000.391,9E-6,55.695947,1.4157962,29.097459,0.09324,572.78229,0.6727,5201.8916,4.822,0.45637481,87.742946,0.022815097,99.734221,318.42272,0.6879,1,,,,5.9410727E-5,175.84472,3102.0385,0.52243405,0
8360795.48,,5905,,59.0847,90000.391,9.1E-6,58.431856,1.3909432,31.229586,0.1072,629.69814,0.6948,5598.0072,8.01,0.30039084,93.520811,0.045660361,99.509557,321.51617,0.8267,1,,,,6.0090906E-5,175.48589,3414.2817,0.53446165,0
8361482.08,,5905,,59.0847,90000.391,9.2E-6,58.597154,1.4964156,31.066361,0.101,633.22749,0.696,5575.5691,5.833,1.0710031,92.151477,0.03174236,99.657172,323.36042,0.7517,1,,,,6.0667995E-5,187.04162,3433.6264,0.53016843,0
8362159.3,,5905,,59.0847,90000.391,9.1E-6,58.60624,1.4818191,31.064666,0.09963,633.40792,0.6961,5575.4799,5.19,1.3268626,91.204497,0.027663079,99.698278,323.42029,0.7286,1,,,,6.1277036E-5,184.30295,3434.6913,0.53005732,0
8363626.83,,5905,,62.168,90000.391,9.1E-6,61.619538,1.4548997,33.064791,0.1108,700.05628,0.7164,5960.3277,7.514,0.14758964,96.122418,0.039325687,99.604439,328.31543,0.8419,1,,,,6.2199558E-5,182.40899,3796.9674,0.5365959,0
8364330.8,,5905,,62.1485,90000.391,9E-6,61.695822,1.5518669,33.106807,0.1051,701.79142,0.717,5968.7472,4.959,0.86705532,94.724854,0.028317717,99.711402,328.48203,0.7511,1,,,,6.315347E-5,192.24484,3806.3744,0.53661344,0
8365025.64,,5905,,62.1685,90000.391,9.1E-6,61.692929,1.5386175,33.103598,0.1052,701.74486,0.7169,5968.19,5.035,0.41916944,94.57934,0.027388484,99.720463,328.48494,0.7538,1,,,,6.3240248E-5,189.44971,3806.0175,0.53658658,0
8366546.64,,5905,,65.3852,90000.391,9.1E-6,64.86668,1.5169286,35.119026,0.1134,775.95601,0.7434,6363.0354,6.25,0.33672817,98.854087,0.038516722,99.635395,333.60629,0.8309,1,,,,6.4549627E-5,189.15868,4207.6862,0.54140317,0
8367269.3,,5905,,65.4058,90000.391,9.1E-6,64.930559,1.6136624,35.153534,0.1119,777.51329,0.7442,6370.0825,5.452,0.27704039,97.562497,0.02743052,99.737251,333.73817,0.8031,1,,,,6.5424945E-5,197.70817,4215.9775,0.54140199,0
8367984.19,,5905,,65.3852,90000.391,9.2E-6,64.908336,1.6024627,35.15177,0.1127,776.99708,0.7439,6369.2857,5.837,0.16913846,97.658486,0.028771244,99.724532,333.63399,0.8165,1,,,,6.5358916E-5,195.12499,4213.0921,0.54156019,0
8369552,,5905,,68.7956,90000.391,9E-6,68.275583,1.5796793,37.267652,0.1189,860.26375,0.7959,6789.1676,5.921,0.80507574,101.71386,0.038290276,99.659187,338.58152,0.857,1,,,,6.6921859E-5,195.31697,4661.5552,0.54584158,0
8370294.84,,5905,,68.7957,90000.391,9.1E-6,68.337939,1.6849767,37.325531,0.1189,861.93823,0.7972,6800.0499,5.854,0.51689952,101.33478,0.033515008,99.700729,338.56075,0.8553,1,,,,6.7258447E-5,203.42772,4670.074,0.54619046,0
8371037.42,,5905,,68.8173,90000.391,9E-6,68.338877,1.6820274,37.315042,0.119,861.97485,0.7973,6798.418,5.883,0.42226916,101.30238,0.033993417,99.696426,338.62517,0.8564,1,,,,6.7266019E-5,202.66957,4670.2021,0.54602949,0
8372549.73,,5905,,72.3924,90000.391,9.1E-6,71.833633,1.6570289,39.446103,0.1279,954.13787,0.8784,7229.611,7.227,0.16988019,105.06418,0.043252658,99.63998,343.4649,0.9457,1,,,,6.8998787E-5,202.60476,5160.0708,0.54913139,0
8373315.03,,5905,,72.3924,90000.391,9.1E-6,71.897248,1.7646801,39.554649,0.1256,956.01559,0.8801,7248.7574,5.971,0.63018329,105.03304,0.041276729,99.656155,343.14775,0.9012,1,,,,6.9193588E-5,210.12837,5169.2143,0.55015526,0
8374078.8,,5905,,72.3924,90000.391,9.1E-6,71.916846,1.7643812,39.549183,0.1251,956.54106,0.8806,7248.4132,5.687,0.67919258,104.84123,0.040077973,99.665716,343.27254,0.8913,1,,,,6.9311838E-5,210.06609,5172.0327,0.54992933,0
8375530.97,,5905,,76.1615,90000.391,9.2E-6,75.582359,1.7337982,41.78406,0.1343,1061.12,0.9754,7708.5383,7.113,0.27017781,108.08436,0.046924872,99.633608,347.62265,0.9882,1,,,,7.1514762E-5,209.68246,5712.693,0.55282821,0
8376317.75,,5905,,76.1615,90000.391,9.2E-6,75.683398,1.8438684,41.894805,0.1339,1064.3361,0.9782,7729.3728,6.772,11.286329,108.61051,0.049881123,99.612479,347.44936,0.9771,1,,,,7.1371926E-5,216.16873,5727.9767,0.55355343,0
8377106.47,,5905,,76.1615,90000.391,9.1E-6,75.702002,1.8464879,41.893658,0.1333,1064.8186,0.9786,7729.6729,6.446,0.47204914,107.72214,0.0411363,99.677997,347.54136,0.9655,1,,,,7.1928061E-5,217.22103,5730.7931,0.55340225,0
8378816.28,,5905,,80.1398,90000.391,9E-6,79.58622,1.8000218,44.271874,0.1388,1184.4763,1.075,8227.6804,5.685,1.3795189,109.96481,0.042390029,99.686741,351.27808,0.9885,1,,,,7.4993393E-5,215.44427,6333.9664,0.55627562,0
8379615.25,,5905,,80.1148,90000.391,9.1E-6,79.6763,1.9129675,44.40555,0.1427,1187.714,1.078,8252.1847,7.572,2.2451935,111.94124,0.057563984,99.581826,350.89915,1.059,1,,,,7.3945882E-5,219.92962,6348.3127,0.55732446,0
8380429.69,,5905,,80.1156,90000.391,9.2E-6,79.708563,1.9297994,44.394813,0.1411,1188.6121,1.078,8251.3746,6.752,0.49997669,110.83866,0.047489139,99.651945,351.10357,1.029,1,,,,7.4635496E-5,223.88248,6353.455,0.55696416,0
8382071.22,,5905,,84.3009,90000.391,9.1E-6,83.759748,1.8830483,46.895636,0.1473,1320.1633,1.173,8780.7813,6.186,6.1764534,114.08097,0.059721468,99.58944,353.97744,1.065,1,,,,7.7198919E-5,221.67732,7015.6954,0.55988273,0
8382898.47,,5905,,84.3017,90000.391,9.1E-6,83.882268,2.0058362,46.938967,0.1487,1324.4682,1.176,8791.9796,6.886,6.4154123,114.33288,0.058485311,99.599497,354.24038,1.093,1,,,,7.7121271E-5,228.16194,7036.235,0.55958151,0
8383727.97,,5905,,84.3017,90000.391,9E-6,83.901224,2.0081403,46.811371,0.1465,1324.9805,1.176,8772.1928,5.812,0.25898325,112.98223,0.044992631,99.689012,355.07148,1.053,1,,,,7.7816871E-5,228.66576,7039.4154,0.55793431,0
8385513.44,,5905,,88.6963,90000.391,9.1E-6,88.165454,1.957717,49.390478,0.1565,1468.6107,1.271,9326.1325,7.285,0.44321136,116.10185,0.057524448,99.625967,357.43039,1.171,1,,,,8.0541351E-5,225.96446,7773.1472,0.56020216,0
8386355.03,,5905,,88.6963,90000.391,9.2E-6,88.244129,2.0885782,49.488913,0.1572,1471.662,1.273,9344.8439,7.508,12.000737,117.21225,0.067386908,99.565905,357.16054,1.181,1,,,,7.9972706E-5,232.20369,7787.0262,0.5608182,0
8387202.19,,5905,,88.6962,90000.391,9.2E-6,88.272605,2.1007276,49.375164,0.1573,1472.5586,1.274,9327.6442,7.743,0.50437155,116.3514,0.060432386,99.608679,357.95649,1.19,1,,,,8.039134E-5,234.4245,7792.0528,0.55934867,0
8388799.89,,5905,,93.3145,90000.391,9.2E-6,92.701443,2.0270677,52.269102,0.1859,1627.1064,1.376,9942.5881,15.48,0.0067783397,116.33825,0.06280933,99.604919,358.02655,1.558,1,,,,8.5700001E-5,232.70281,8593.5575,0.56384346,0
8389880.03,,5905,,93.3145,90000.391,9.2E-6,92.807724,2.1795797,51.996749,0.1876,1631.9867,1.379,9904.1398,16.2,0.93349497,123.7049,0.12652367,99.254621,360.09762,1.587,1,,,,8.0482494E-5,232.67651,8613.2736,0.56026317,0
8390899.66,,5905,,93.3135,90000.391,9.1E-6,92.905737,2.2266399,52.144641,0.1641,1634.7556,1.381,9930.4368,7.042,0.5370896,118.24675,0.058339429,99.640726,359.57463,1.237,1,,,,8.4192055E-5,247.4098,8631.476,0.56126395,0
8392884.67,,5905,,98.173,90000.391,9.2E-6,97.703928,2.147084,54.359503,0.1708,1809.491,1.504,10457.534,7.21,0.40051565,120.58577,0.0709474,99.5882,364.08999,1.321,1,,,,8.6968173E-5,236.4935,9546.0576,0.55636967,0
8393757.09,,5905,,98.1731,90000.391,9.1E-6,97.774351,2.2888572,54.528461,0.1722,1812.5343,1.506,10487.457,7.711,0.52093618,121.45987,0.080118712,99.537795,363.29186,1.343,1,,,,8.6619549E-5,241.17153,9559.8237,0.55769698,0
8394640.8,,5905,,98.1734,90000.391,9E-6,97.806493,2.2976833,54.479836,0.1711,1813.6695,1.507,10480.856,7.175,0.46052464,120.82338,0.072726335,99.578716,363.71643,1.322,1,,,,8.6996387E-5,242.91974,9566.11,0.55701656,0
8396665.39,,5905,,103.288,90000.391,9.2E-6,102.81774,2.2592925,56.836661,0.1766,2002.4582,1.648,11044.592,6.242,0.64880773,121.09091,0.06540018,99.635687,366.95872,1.371,1,,,,9.1432744E-5,241.64676,10571.488,0.55279039,0
8397542.92,,5905,,103.284,90000.391,9.1E-6,102.90828,2.3936407,57.107598,0.1802,2006.6371,1.651,11091.874,7.969,13.982103,123.67956,0.092654623,99.493555,365.52965,1.445,1,,,,8.998886E-5,242.18183,10590.115,0.55493683,0
8398441.09,,5905,,103.284,90000.391,9.1E-6,102.94766,2.4216391,57.075768,0.1796,2007.9698,1.652,11088.143,7.678,0.27465006,122.61735,0.079929515,99.559771,365.87524,1.433,1,,,,9.0697146E-5,247.35911,10598.22,0.55441542,0
8400498.09,,5905,,108.664,90000.391,9E-6,108.21083,2.3788684,59.443177,0.1839,2212.9386,1.813,11669.743,5.922,2.0993212,122.79116,0.074369982,99.605379,368.62761,1.457,1,,,,9.5284734E-5,245.23471,11709.584,0.54932743,0
8401387.39,,5905,,108.668,90000.391,9.1E-6,108.31756,2.5363444,59.635239,0.1882,2218.0295,1.817,11705.388,8.349,3.9264056,125.19679,0.10259632,99.465518,367.70649,1.563,1,,,,9.3826231E-5,245.58231,11732.694,0.55055929,0
8402299.61,,5905,,108.664,90000.391,9E-6,108.36651,2.5621819,59.611035,0.1868,2219.7463,1.818,11703.255,7.547,0.33624152,123.94965,0.087112646,99.542064,368.03454,1.529,1,,,,9.4704851E-5,250.39358,11743.3,0.55008726,0
8404380.28,,5905,,114.326,90000.391,9E-6,113.89983,2.5201477,61.978472,0.1933,2442.8895,2.002,12303.033,7.248,0.25820244,123.43736,0.079090981,99.596893,370.28931,1.625,1,,,,9.9929526E-5,247.8993,12973.171,0.54414894,0
8405271.64,,5905,,114.326,90000.391,9.1E-6,114.02979,2.6894407,62.187576,0.1992,2449.313,2.008,12342.723,10.28,1.1136534,126.64808,0.11788352,99.413834,369.2587,1.762,1,,,,9.7826388E-5,246.87473,13002.794,0.54536253,0
8406193.48,,5905,,114.326,90000.391,9E-6,114.09316,2.7254017,62.114603,0.195,2451.5808,2.01,12333.381,8.085,0.3703963,124.63681,0.09088932,99.541521,369.97114,1.666,1,,,,9.924737E-5,253.29616,13017.249,0.54442005,0
8408169.92,,5905,,120.28,90000.391,9.1E-6,119.85147,2.6855619,64.3698,0.1989,2692.077,2.214,12932.656,6.194,1.3916658,124.99076,0.094143214,99.542507,372.24543,1.7,1,,,,0.00010376729,249.27362,14364.374,0.53707978,0
8409074.5,,5905,,120.28,90000.391,9.1E-6,119.98581,2.8610687,64.761027,0.2034,2698.7036,2.219,13001.523,8.501,33.944688,126.56039,0.11881031,99.42842,369.82709,1.814,1,,,,0.00010310099,249.98153,14396.596,0.53973903,0
8410248.14,,5905,,120.284,90000.391,9.2E-6,119.95853,2.8848786,64.850821,0.2057,2697.4981,2.218,13014.603,9.653,0.25945338,126.46437,0.11952083,99.423938,369.09274,1.867,1,,,,0.00010328629,253.12078,14390.05,0.54061032,0
8412384.66,,5905,,126.511,90000.391,9.2E-6,126.20805,2.8537981,67.013672,0.2075,2963.4427,2.417,13624.635,6.756,0.44754002,124.20422,0.096567504,99.542708,371.88089,1.869,1,,,,0.00011000423,252.92874,15928.473,0.53097778,0
8413286.34,,5905,,126.585,90000.391,9E-6,126.3421,3.0272738,67.135148,0.212,2970.4459,2.422,13650.964,9.512,0.66944742,126.84558,0.12777709,99.407517,371.3531,2.005,1,,,,0.0001080118,248.40844,15962.327,0.5313759,0
8414208.63,,5905,,126.548,90000.391,9.2E-6,126.34534,3.0575525,67.212134,0.2132,2970.273,2.422,13663.039,10.03,0.085234386,125.35139,0.11027432,99.482315,370.77785,2.032,1,,,,0.00010934561,253.69117,15963.146,0.5319716,0
8416358.95,,5905,,133.155,90000.391,9E-6,132.83211,3.0085686,69.285384,0.2148,3247.3898,2.567,14269.989,7.18,2.1302268,123.25024,0.096006541,99.556474,373.26417,2.043,1,,,,0.00011608861,250.70278,17644.369,0.52160118,0
8417252.81,,5905,,133.155,90000.391,9.1E-6,132.96594,3.1869255,69.363961,0.2205,3254.4789,2.57,14289.578,10.58,0.18382156,126.20853,0.13366765,99.397118,373.01224,2.218,1,,,,0.00011363195,246.50047,17679.94,0.52166714,0
8418169.3,,5905,,133.116,90000.391,9.1E-6,132.9647,3.2393502,69.725627,0.2208,3254.4233,2.57,14347.06,10.21,0.55148944,126.84647,0.15006086,99.324554,370.11778,2.209,1,,,,0.00011356605,252.41707,17679.612,0.52439201,0
8420325.63,,5905,,140.095,90000.391,9.2E-6,139.83745,3.2141572,71.621141,0.2216,3548.1025,2.697,14942.296,7.092,1.0455692,122.9192,0.11243935,99.494388,373.28764,2.215,1,,,,0.00012192148,253.69294,19554.514,0.51217423,0
8421213.67,,5905,,140.054,90000.391,9.1E-6,139.96872,3.3657731,71.499537,0.2258,3555.0087,2.701,14929.857,10.14,0.23914271,124.10124,0.12773187,99.432125,374.66481,2.375,1,,,,0.00012070309,245.83841,19591.244,0.5108251,0
8422110.41,,5905,,140.095,90000.391,9.1E-6,139.94951,3.3960328,71.965419,0.2284,3554.4838,2.7,15003.449,10.81,6.9602065,126.41498,0.16841437,99.262163,370.67849,2.426,1,,,,0.0001191985,248.20248,19585.865,0.51422416,0
8424266.45,,5905,,147.392,90000.391,9E-6,147.22579,3.3940835,73.649986,0.2315,3866.6917,2.878,15583.654,9.759,0.20363928,121.23722,0.11439218,99.493899,374.93086,2.555,1,,,,0.00012890851,252.82996,21675.434,0.50025193,0
8425142,,5905,,147.348,90000.391,9.1E-6,147.33384,3.5363004,73.713999,0.2346,3872.979,2.882,15600.125,11.43,0.19152937,123.92865,0.15471033,99.330493,374.6329,2.653,1,,,,0.00012635996,242.47444,21707.261,0.50031954,0
8426038.67,,5905,,147.348,90000.391,9.1E-6,147.31465,3.5886626,74.229891,0.2386,3872.3888,2.881,15681.608,12.64,3.0722348,125.83062,0.19735721,99.155584,369.95962,2.742,1,,,,0.00012522757,247.8573,21701.608,0.50388667,0
8428200.64,,5905,,155.02,90000.391,9.1E-6,154.88823,3.5774614,75.863864,0.2416,4197.066,3.089,16266.234,11.85,0.11950419,120.53124,0.15351845,99.334246,373.49101,2.911,1,,,,0.00013545309,251.66124,23990.365,0.48979747,0
8429074.81,,5905,,155.044,90000.391,9.1E-6,154.96932,3.717058,75.968844,0.2436,4202.2663,3.092,16288.135,12.69,0.95909056,123.55055,0.19993748,99.153906,372.68562,2.968,1,,,,0.00013245415,241.06247,24015.489,0.49021862,0
8429966.81,,5905,,155.058,90000.391,9.2E-6,154.9697,3.7714353,76.235148,0.2426,4202.144,3.092,16330.379,11.8,0.7603838,123.72775,0.20005638,99.153154,370.14429,2.928,1,,,,0.00013260917,247.10111,24015.608,0.49193583,0
8432343.25,,5905,,163.122,90000.391,9.1E-6,163.0327,3.7080541,78.301756,0.244,4543.4227,3.258,17000.435,9.032,2.3567391,117.10873,0.11722329,99.488651,368.4598,3.02,1,,,,0.00014556896,247.45551,26579.661,0.48028253,0
8433190.06,,5905,,163.114,90000.391,9.1E-6,163.10053,3.8417495,78.276281,0.2531,4548.5678,3.26,17001.527,14.04,0.76385622,121.77556,0.22590933,99.052624,368.87366,3.343,1,,,,0.00014033135,234.21747,26601.784,0.47992658,0
8434192.44,,5905,,163.124,90000.391,9.2E-6,163.10464,3.9331547,78.406727,0.251,4548.458,3.26,17022.169,12.88,10.203418,121.45962,0.22073441,99.071194,367.5481,3.277,1,,,,0.00014085357,243.55113,26603.123,0.48071427,0
8436532.41,,5905,,171.613,90000.391,9E-6,171.60193,3.8926179,79.595926,0.2539,4900.6368,3.376,17563.538,12.6,0.12046071,114.81149,0.15079179,99.346942,373.80807,3.511,1,,,,0.00015350058,242.91924,29447.223,0.4638405,0
8437364.73,,5905,,171.623,90000.391,9.1E-6,171.6261,4.0120306,80.322861,0.2591,4903.7862,3.377,17682.335,14.14,1.8554454,119.2961,0.24428203,98.977764,365.89791,3.674,1,,,,0.00014902338,229.62299,29455.517,0.46801077,0
8438349.72,,5905,,171.613,90000.391,9.2E-6,171.62114,4.1011973,80.46471,0.2603,4903.3018,3.377,17704.417,14.5,0.47682601,118.84999,0.23586438,99.008467,364.32549,3.711,1,,,,0.00014974587,238.59219,29453.815,0.46885081,0
8440540.48,,5905,,180.606,90000.391,9.1E-6,180.65037,4.0848645,80.962008,0.2641,5266.7343,3.51,18146.965,15.54,0.13854008,110.61377,0.12890836,99.43423,377.70616,4.024,1,,,,0.00016452783,237.69999,32634.555,0.44816963,0
8441344.08,,5905,,180.554,90000.391,9.1E-6,180.67833,4.1747441,82.159183,0.2689,5270.4927,3.511,18341.182,16.15,0.58986431,116.12281,0.26812583,98.872208,363.67128,4.186,1,,,,0.00015886351,221.22754,32644.659,0.45472627,0
8442305.45,,5905,,180.554,90000.391,9E-6,180.70324,4.3114648,82.235205,0.2729,5271.3674,3.512,18354.151,17.71,1.6783739,116.46584,0.27864833,98.831004,362.81788,4.312,1,,,,0.00015854193,232.24563,32653.662,0.45508428,0
8444350.98,,5905,,189.943,90000.391,9.1E-6,190.15319,4.3431885,83.449186,0.2922,5647.5032,3.753,18923.419,23.29,0.045063057,111.0018,0.24453594,98.947938,366.44997,5.131,1,,,,0.00017137261,232.93168,36158.236,0.43885241,0
8445158.7,,5905,,189.943,90000.391,9.2E-6,190.21806,4.5019621,83.776126,0.2665,5651.78,3.757,18979.708,12.91,3.9478186,111.63683,0.2587305,98.891772,362.38709,4.331,1,,,,0.00017095467,222.00359,36182.911,0.44042151,0
8446082.73,,5905,,189.975,90000.391,9.1E-6,190.25744,4.4954858,83.602312,0.2638,5652.5277,3.757,18952.804,11.72,0.037186143,108.78327,0.18584714,99.183799,364.69208,4.214,1,,,,0.00017493262,223.27365,36197.892,0.43941679,0
8447699.31,,5905,,199.843,90000.391,9.1E-6,200.03968,4.5252264,85.405686,0.2917,6054.1386,4.218,19641.313,21.42,0.137603,108.21002,0.29495551,98.722263,358.7267,5.535,1,,,,0.00018263834,217.56655,40015.874,0.42694372,0
8448485.08,,5905,,199.848,90000.391,9.1E-6,200.33225,4.8136897,85.217634,0.267,6067.2563,4.237,19624.514,10.79,2.7947755,106.41877,0.2499212,98.900933,361.87558,4.571,1,,,,0.00018538873,216.42004,40133.011,0.4253815,0
8449260.63,,5905,,199.848,90000.391,9.1E-6,200.31323,4.7650003,85.327719,0.2688,6066.4072,4.236,19641.178,11.68,0.1647942,105.76236,0.24384476,98.920392,360.30648,4.665,1,,,,0.00018668088,212.83754,40125.391,0.42597146,0
8450736.77,,5905,,210.251,90000.391,9.1E-6,210.49497,4.6953532,86.338058,0.2826,6489.6701,4.841,20225.176,16.98,0.14613382,102.17388,0.28157986,98.73648,363.62867,5.574,1,,,,0.00019912015,211.52472,44308.132,0.41016685,0
8451483.25,,5905,,210.219,90000.391,9.1E-6,210.79338,5.1183827,86.766737,0.2775,6504.4743,4.86,20308.178,14.12,5.3932013,103.04246,0.30049348,98.66173,357.66246,5.388,1,,,,0.00019832426,204.34777,44433.848,0.41161984,0
8452340.05,,5905,,210.313,90000.391,9.2E-6,210.7707,5.1383133,86.916935,0.2872,6503.0381,4.859,20330.637,18.21,0.034714642,101.43167,0.24381543,98.895947,355.33623,5.814,1,,,,0.00020147438,206.08492,44424.287,0.41237675,0
8453872.22,,5905,,221.215,90000.391,9.1E-6,221.60445,5.0480815,87.981054,0.2832,6923.4451,5.229,20920.335,15.21,0.14270591,97.444558,0.27715151,98.717114,356.27181,6.041,1,,,,0.00021594211,202.86334,49108.533,0.39701844,0
8454588.45,,5905,,221.213,90000.391,9.1E-6,221.82961,5.5279515,88.227805,0.2808,6934.4441,5.232,20970.589,13.68,4.3372894,98.443777,0.3134641,98.563359,352.53389,5.945,1,,,,0.00021441645,194.88912,49208.377,0.3977278,0
8455309.44,,5905,,221.215,90000.391,9.2E-6,221.93553,5.565964,87.894017,0.2751,6937.8964,5.233,20920.939,10.95,0.32531031,96.902643,0.26949502,98.746873,358.24365,5.582,1,,,,0.00021712384,196.88755,49255.381,0.396034,0
8456785.06,,5905,,232.732,90000.391,9.1E-6,233.30454,5.4718104,90.24948,0.2911,7329.4223,5.247,21687.195,15.88,0.18880056,93.823851,0.32495926,98.454825,334.05963,7.113,1,,,,0.00023274357,193.80529,54431.01,0.38683122,0
8457472.58,,5905,,232.739,90000.391,9.1E-6,233.56027,6.0406873,89.6873,0.2934,7340.1928,5.248,21608.529,17.57,0.1350312,92.976309,0.32693654,98.435297,344.9167,7.129,1,,,,0.00023402546,187.6477,54550.4,0.38400067,0
8458156.77,,5905,,232.718,90000.391,9.1E-6,233.62689,6.025894,89.624548,0.2845,7342.4758,5.248,21600.828,13.47,0.51260193,92.745815,0.3108705,98.508859,346.17243,6.627,1,,,,0.00023444483,185.95262,54581.523,0.38362257,0
8459484.42,,5905,,244.895,90000.391,9.1E-6,245.68847,6.0309563,90.562799,0.3059,7737.4466,5.581,22145.065,21.5,0.15388259,88.545749,0.36772324,98.177966,345.53225,8.335,1,,,,0.00025207034,185.49163,60362.825,0.36860826,0
8460130.86,,5905,,244.855,90000.391,9.1E-6,245.9843,6.5679971,90.520639,0.2903,7749.8326,5.605,22150.744,15.13,0.21309087,87.490678,0.34457128,98.272973,346.79637,7.507,1,,,,0.00025506642,177.0915,60508.276,0.36799356,0
8460769.36,,5905,,244.926,90000.391,9.1E-6,246.03588,6.5512902,90.429156,0.286,7751.723,5.608,22138.081,13.04,0.68521129,87.471105,0.34066117,98.292805,348.70449,7.204,1,,,,0.00025495387,174.98136,60533.656,0.36754458,0
8462031.56,,5905,,257.704,90000.391,9.2E-6,258.6894,6.5735428,91.649103,0.3137,8170.1923,6.745,22750.631,23.2,0.21606968,83.349301,0.40675299,97.887276,340.24814,9.559,1,,,,0.00027538695,174.94221,66920.208,0.3542824,0
8462643.86,,5905,,257.628,90000.391,9.1E-6,259.03719,7.0996264,91.19809,0.2917,8183.7566,6.788,22692.444,14.87,0.21743513,81.581785,0.35807278,98.102809,350.64771,8.162,1,,,,0.00028036447,166.6986,67100.265,0.35206563,0
8463246.09,,5905,,257.553,90000.391,9E-6,258.96811,7.0469832,91.406593,0.2938,8182.2046,6.784,22724.062,15.6,0.4912973,82.409644,0.38064238,98.002387,345.98596,8.36,1,,,,0.00027805767,163.16357,67064.482,0.35296467,0
8464456.06,,5905,,271.044,90000.391,9.1E-6,272.32489,7.1132007,92.658765,0.3198,8606.0955,8.058,23347.161,24.36,0.30302866,78.075686,0.44910693,97.540257,333.8866,10.91,1,,,,0.00030205616,164.81929,74160.846,0.34025081,0
8465031,,5905,,271.044,90000.391,9.1E-6,272.64987,7.5829359,92.403313,0.3006,8618.4112,8.088,23318.837,17.39,0.79612225,77.005219,0.42022871,97.668564,340.56712,9.642,1,,,,0.0003057102,156.15137,74337.954,0.33890833,0
8465597.47,,5905,,271.044,90000.391,9.2E-6,272.65155,7.5476316,92.398671,0.3018,8618.6143,8.088,23318.302,17.93,0.3972081,76.895143,0.41420088,97.698633,340.68253,9.724,1,,,,0.00030610225,154.01044,74338.87,0.33888921,0
8467222.81,,5905,,285.153,90000.391,9.1E-6,286.44142,7.080117,74.243937,0.2441,9021.1822,8.566,20832.636,15.07,0.46529275,68.055732,5.1260837,71.484838,719.1114,5.601,1,,,,0.00034905122,129.68747,82048.685,0.25919414,0
8467726.3,,5905,,285.066,90000.391,9.1E-6,286.57329,7.3178273,74.346262,0.2444,9023.8905,8.565,20851.623,15.06,0.33637528,67.907504,5.0734222,71.700013,717.65535,5.611,1,,,,0.00034968079,136.11146,82124.25,0.25943193,0
8468761.92,,5905,,300,90000.391,9.1E-6,301.26344,7.4394694,76.20433,0.2697,9380.1213,7.67,21503.454,22.15,0.10106948,62.956458,4.2928954,74.208458,720.1385,6.905,1,,,,0.00038241233,135.81501,90759.662,0.25294914,0
8469231.28,,5905,,300.002,90000.391,9.1E-6,301.45298,7.5772779,76.51781,0.2464,9385.6901,7.641,21558.894,13.25,1.2422399,61.557738,3.9788743,75.476771,714.75962,5.895,1,,,,0.00038931066,125.91292,90873.901,0.25383,0
8469691.3,,5905,,300,90000.391,9.1E-6,301.4314,7.4919617,76.593815,0.2507,9385.4675,7.642,21570.763,15.08,0.44523126,61.409646,3.9266231,75.723107,713.29257,6.117,1,,,,0.00038994237,123.11548,90860.891,0.25410032,0
