% xData0 , data0, errData0, xTheory0 , theory0, xData1 , data1, errData1, xTheory1 , theory1, xData2 , data2, errData2, xTheory2 , theory2, xData3 , data3, errData3, xTheory3 , theory3
 , , , 0.15292969, 0.0664799511,  , , , 0.15292969, 0.0735451579,  , , , 0.15292969, 0.0895868018,  , , , 0.15292969, 0.189059749
 , , , 0.15371094, 0.0667320192,  , , , 0.15371094, 0.0734948963,  , , , 0.15371094, 0.089583911,  , , , 0.15371094, 0.189050257
 , , , 0.15449219, 0.066975303,  , , , 0.15449219, 0.0734426081,  , , , 0.15449219, 0.0895854011,  , , , 0.15449219, 0.18904072
 , , , 0.15527344, 0.0672091469,  , , , 0.15527344, 0.0733885169,  , , , 0.15527344, 0.0895911306,  , , , 0.15527344, 0.189031124
 , , , 0.15605469, 0.0674329922,  , , , 0.15605469, 0.0733328462,  , , , 0.15605469, 0.0896009803,  , , , 0.15605469, 0.189021498
 , , , 0.15683594, 0.0676463246,  , , , 0.15683594, 0.073275812,  , , , 0.15683594, 0.089614816,  , , , 0.15683594, 0.189011812
 , , , 0.15761719, 0.0678487122,  , , , 0.15761719, 0.0732176155,  , , , 0.15761719, 0.0896325111,  , , , 0.15761719, 0.189002082
 , , , 0.15839844, 0.0680397823,  , , , 0.15839844, 0.0731584579,  , , , 0.15839844, 0.0896539316,  , , , 0.15839844, 0.188992307
 , , , 0.15917969, 0.0682192147,  , , , 0.15917969, 0.0730985254,  , , , 0.15917969, 0.0896789432,  , , , 0.15917969, 0.188982472
 , , , 0.15996094, 0.0683867782,  , , , 0.15996094, 0.0730379969,  , , , 0.15996094, 0.0897074342,  , , , 0.15996094, 0.188972607
 , , , 0.16074219, 0.0685422719,  , , , 0.16074219, 0.0729770437,  , , , 0.16074219, 0.0897392631,  , , , 0.16074219, 0.188962683
 , , , 0.16152344, 0.0686855838,  , , , 0.16152344, 0.0729158223,  , , , 0.16152344, 0.089774318,  , , , 0.16152344, 0.188952714
 , , , 0.16230469, 0.0688166469,  , , , 0.16230469, 0.0728544965,  , , , 0.16230469, 0.0898124725,  , , , 0.16230469, 0.188942686
 , , , 0.16308594, 0.0689354464,  , , , 0.16308594, 0.0727932081,  , , , 0.16308594, 0.0898535997,  , , , 0.16308594, 0.188932627
 , , , 0.16386719, 0.0690420195,  , , , 0.16386719, 0.0727320984,  , , , 0.16386719, 0.0898975804,  , , , 0.16386719, 0.18892251
 , , , 0.16464844, 0.0691364631,  , , , 0.16464844, 0.0726712942,  , , , 0.16464844, 0.0899442956,  , , , 0.16464844, 0.188912347
 , , , 0.16542969, 0.0692189261,  , , , 0.16542969, 0.0726109222,  , , , 0.16542969, 0.0899936259,  , , , 0.16542969, 0.18890214
 , , , 0.16621094, 0.06928958,  , , , 0.16621094, 0.0725510865,  , , , 0.16621094, 0.0900454596,  , , , 0.16621094, 0.188891888
 , , , 0.16699219, 0.0693486556,  , , , 0.16699219, 0.0724918991,  , , , 0.16699219, 0.09009967,  , , , 0.16699219, 0.188881576
 , , , 0.16777344, 0.0693964362,  , , , 0.16777344, 0.0724334642,  , , , 0.16777344, 0.0901561528,  , , , 0.16777344, 0.18887122
 , , , 0.16855469, 0.0694332123,  , , , 0.16855469, 0.0723758638,  , , , 0.16855469, 0.0902147889,  , , , 0.16855469, 0.188860819
 , , , 0.16933594, 0.069459334,  , , , 0.16933594, 0.0723191872,  , , , 0.16933594, 0.0902754739,  , , , 0.16933594, 0.188850373
 , , , 0.17011719, 0.0694751665,  , , , 0.17011719, 0.072263509,  , , , 0.17011719, 0.0903380886,  , , , 0.17011719, 0.188839883
 , , , 0.17089844, 0.0694811121,  , , , 0.17089844, 0.0722089037,  , , , 0.17089844, 0.0904025361,  , , , 0.17089844, 0.188829333
 , , , 0.17167969, 0.0694775879,  , , , 0.17167969, 0.0721554235,  , , , 0.17167969, 0.0904687047,  , , , 0.17167969, 0.188818738
 , , , 0.17246094, 0.0694650486,  , , , 0.17246094, 0.0721031353,  , , , 0.17246094, 0.0905364901,  , , , 0.17246094, 0.188808098
 , , , 0.17324219, 0.0694439486,  , , , 0.17324219, 0.0720520839,  , , , 0.17324219, 0.0906057954,  , , , 0.17324219, 0.188797414
 , , , 0.17402344, 0.0694147721,  , , , 0.17402344, 0.0720023215,  , , , 0.17402344, 0.0906765163,  , , , 0.17402344, 0.188786671
 , , , 0.17480469, 0.0693780109,  , , , 0.17480469, 0.0719538778,  , , , 0.17480469, 0.0907485485,  , , , 0.17480469, 0.188775897
 , , , 0.17558594, 0.0693341792,  , , , 0.17558594, 0.0719067901,  , , , 0.17558594, 0.0908217952,  , , , 0.17558594, 0.188765064
 , , , 0.17636719, 0.069283776,  , , , 0.17636719, 0.0718610808,  , , , 0.17636719, 0.0908961743,  , , , 0.17636719, 0.188754186
 , , , 0.17714844, 0.0692273229,  , , , 0.17714844, 0.0718167797,  , , , 0.17714844, 0.0909715742,  , , , 0.17714844, 0.188743263
 , , , 0.17792969, 0.0691653341,  , , , 0.17792969, 0.071773909,  , , , 0.17792969, 0.0910479203,  , , , 0.17792969, 0.188732281
 , , , 0.17871094, 0.069098331,  , , , 0.17871094, 0.0717324615,  , , , 0.17871094, 0.0911251083,  , , , 0.17871094, 0.188721254
 , , , 0.17949219, 0.0690268353,  , , , 0.17949219, 0.0716924667,  , , , 0.17949219, 0.0912030637,  , , , 0.17949219, 0.188710183
 , , , 0.18027344, 0.0689513534,  , , , 0.18027344, 0.0716539249,  , , , 0.18027344, 0.0912816897,  , , , 0.18027344, 0.188699067
 , , , 0.18105469, 0.0688723847,  , , , 0.18105469, 0.071616821,  , , , 0.18105469, 0.0913609043,  , , , 0.18105469, 0.188687906
 , , , 0.18183594, 0.0687904432,  , , , 0.18183594, 0.07158117,  , , , 0.18183594, 0.0914406329,  , , , 0.18183594, 0.1886767
 , , , 0.18261719, 0.0687059909,  , , , 0.18261719, 0.0715469569,  , , , 0.18261719, 0.0915207863,  , , , 0.18261719, 0.188665435
 , , , 0.18339844, 0.0686195195,  , , , 0.18339844, 0.0715141743,  , , , 0.18339844, 0.0916012973,  , , , 0.18339844, 0.188654125
 , , , 0.18417969, 0.0685314909,  , , , 0.18417969, 0.0714828074,  , , , 0.18417969, 0.0916820765,  , , , 0.18417969, 0.18864277
