,Time,Temperature(K),Field(Oe),Field(T),Long Moment(emu),Long err,Susceptibility(m^3/mol),err
26,3948960719.937,1.97664427757263,99.8290710449219,0.00998290710449219,-0.0080130244638219,1.00928641886578e-06,-3.302175973625642e-05,7.690734292313631e-08
27,3948960720.9325,1.97971665859222,99.8470840454102,0.00998470840454102,-0.0080104630207028,8.85579119976497e-07,-3.300524858657925e-05,7.684307144538582e-08
28,3948960721.9275,1.98286598920822,99.8380813598633,0.00998380813598633,-0.008011011699398,1.2302687688491e-06,-3.301048567103258e-05,7.69357738983369e-08
29,3948960722.94,1.98611128330231,99.8560905456543,0.00998560905456543,-0.0080096501440403,1.15593962780064e-06,-3.299892271772271e-05,7.688930709919245e-08
30,3948960723.96,1.98934024572372,99.8740997314453,0.00998740997314453,-0.0080087363235629,1.20909669862532e-06,-3.298920822281228e-05,7.688057961583732e-08
31,3948960724.9535,1.99276262521744,99.8470840454102,0.00998470840454102,-0.0080107342020045,8.39625875842826e-07,-3.3006365926020376e-05,7.683690942011908e-08
32,3948960725.933,1.99580556154251,99.8470840454102,0.00998470840454102,-0.0080100102142401,1.1778363830225e-06,-3.300338290293221e-05,7.690532683622715e-08
33,3948960726.954,1.99890702962875,99.8650932312012,0.00998650932312012,-0.0080104766130231,1.12018257385435e-06,-3.2999352574274227e-05,7.688129620884004e-08
34,3948960727.9305,2.00238215923309,99.8740997314453,0.00998740997314453,-0.0080101633726773,8.09558235943918e-07,-3.2995086456091186e-05,7.680518549393735e-08
35,3948960728.8915,2.00572288036346,99.8921127319336,0.00998921127319336,-0.0080090063944299,9.96030553524084e-07,-3.298437172116396e-05,7.68174447461218e-08
36,3948960729.901,2.00920355319977,99.8831062316895,0.009988310623168949,-0.0080101507486174,9.34054784580482e-07,-3.299205928000642e-05,7.682211069947635e-08
37,3948960730.937,2.01278173923492,99.8740997314453,0.00998740997314453,-0.0080100202662512,1.03262435502318e-06,-3.299449697886308e-05,7.684919345567233e-08
38,3948960731.9665,2.01622593402863,99.8921127319336,0.00998921127319336,-0.0080110850789458,8.84166210246065e-07,-3.299293259618227e-05,7.681410774872603e-08
39,3948960732.9395,2.01952910423279,99.8921127319336,0.00998921127319336,-0.0080095985924044,1.17519585958708e-06,-3.2986810635201664e-05,7.686603993976168e-08
40,3948960733.893,2.02291560173035,99.8921127319336,0.00998921127319336,-0.0080103838079785,9.2755175006328e-07,-3.2990044474844415e-05,7.681607708912917e-08
41,3948960734.9065,2.02625668048859,99.8921127319336,0.00998921127319336,-0.0080075549274972,8.91668094921017e-07,-3.2978393985288704e-05,7.678180651164466e-08
42,3948960735.918,2.02927827835083,99.8560905456543,0.00998560905456543,-0.0080081791380764,1.24341665371325e-06,-3.299286232666353e-05,7.689840773652461e-08
43,3948960736.914,2.0324639081955,99.8380813598633,0.00998380813598633,-0.0080086540719209,9.84421614989057e-07,-3.300077073976413e-05,7.685310640356168e-08
44,3948960737.909,2.03690052032471,99.8470840454102,0.00998470840454102,-0.0080078533451339,1.01552469110541e-06,-3.299449602575234e-05,7.68453864641131e-08
45,3948960738.896,2.04012560844421,99.838077545166,0.0099838077545166,-0.0080087173092031,9.92264732405663e-07,-3.300103257869422e-05,7.685542709057879e-08
46,3948960739.901,2.04335117340088,99.838077545166,0.0099838077545166,-0.0080074113633398,6.42898738334709e-07,-3.2995651247287846e-05,7.677978850567911e-08
47,3948960740.9155,2.0466080904007,99.856086730957,0.0099856086730957,-0.0080071355549248,1.0724126981035e-06,-3.298856413321325e-05,7.684471038192698e-08
48,3948960741.9315,2.04986262321472,99.8470840454102,0.00998470840454102,-0.0080069895925505,1.1478194315818e-06,-3.299093713425523e-05,7.686873254705466e-08
49,3948960742.936,2.05319631099701,99.8380813598633,0.00998380813598633,-0.0080076372042472,1.28225893831523e-06,-3.2996580595368936e-05,7.691792612587063e-08
50,3948960743.94,2.05651926994324,99.8290748596191,0.00998290748596191,-0.0080076338286,1.09259016156461e-06,-3.299954360971702e-05,7.687509591355965e-08
51,3948960744.9345,2.05977654457092,99.8290748596191,0.00998290748596191,-0.008008269681642,7.82187197334616e-07,-3.300216396682101e-05,7.681687876454572e-08
52,3948960745.924,2.06333208084106,99.8470840454102,0.00998470840454102,-0.0080069929646513,1.08558299367104e-06,-3.299095102821177e-05,7.685341417613641e-08
53,3948960746.918,2.06696653366089,99.8470840454102,0.00998470840454102,-0.0080060249606293,9.95864242020065e-07,-3.2986962592924524e-05,7.682352363136392e-08
54,3948960747.891,2.06915891170502,99.8110618591309,0.00998110618591309,-0.0080064710901672,1.09073412045793e-06,-3.3000706547682885e-05,7.687739561882722e-08
55,3948960748.886,2.07253742218018,99.8110618591309,0.00998110618591309,-0.0080070695153273,1.07331226532647e-06,-3.300317310915259e-05,7.687895640800074e-08
56,3948960749.9225,2.07599329948425,99.8380813598633,0.00998380813598633,-0.0080041515223336,1.10007657305193e-06,-3.2982217359215964e-05,7.683666148377758e-08
57,3948960750.931,2.0793548822403,99.820068359375,0.0099820068359375,-0.0080078545572649,9.38501412252e-07,-3.300343077832103e-05,7.684956474016329e-08
58,3948960751.9315,2.08376824855804,99.8290710449219,0.00998290710449219,-0.0080074578460771,1.13340264221811e-06,-3.2998819644841214e-05,7.688344953579625e-08
59,3948960752.9555,2.0869334936142,99.856086730957,0.0099856086730957,-0.0080075876644911,1.05102811703535e-06,-3.2990426777516045e-05,7.684402008392421e-08
60,3948960753.955,2.09011042118073,99.8650932312012,0.00998650932312012,-0.0080083078060598,8.69749383657798e-07,-3.299041812141893e-05,7.680551996289412e-08
61,3948960754.925,2.09334373474121,99.8740997314453,0.00998740997314453,-0.0080087076297953,7.79278748076796e-07,-3.2989090028800663e-05,7.678593829942031e-08
62,3948960755.912,2.0965747833252,99.8831062316895,0.009988310623168949,-0.0080068144368886,1.17799575894e-06,-3.2978317741577544e-05,7.684708296122477e-08
63,3948960756.9175,2.09991860389709,99.8921127319336,0.00998921127319336,-0.0080079831242796,1.18724482163516e-06,-3.298015747518307e-05,7.685373929622521e-08
64,3948960757.915,2.10318446159363,99.8650970458984,0.009986509704589839,-0.008006971381803,1.02291679159214e-06,-3.2984911429325005e-05,7.682475298668178e-08
65,3948960758.9155,2.10624885559082,99.8380813598633,0.00998380813598633,-0.0080070887383247,9.95788890919587e-07,-3.29943205654058e-05,7.684061395337667e-08
66,3948960759.911,2.1092973947525,99.8470840454102,0.00998470840454102,-0.0080067117721399,1.1062859765445e-06,-3.298979243991101e-05,7.685573629558036e-08
67,3948960760.898,2.11263024806976,99.856086730957,0.0099856086730957,-0.0080065560044933,1.06422124245556e-06,-3.2986176445825316e-05,7.683723369714647e-08
68,3948960761.885,2.11613726615906,99.856086730957,0.0099856086730957,-0.008006774668877,9.12783023571852e-07,-3.298707732030107e-05,7.680625067180102e-08
