xData0, data0, errData0, xTheory0, theory0
0.00581054687, 0.237000853, 0.00504443118, 0.00581054687, 0.233388484
0.0136230469, 0.230568007, 0.00506331276, 0.00678710937, 0.231459051
0.0214355469, 0.232738927, 0.00505647404, 0.00776367187, 0.229282588
0.0292480469, 0.233912095, 0.00509265342, 0.00874023437, 0.226873174
0.0370605469, 0.222326577, 0.00510678091, 0.00971679687, 0.224246368
0.0448730469, 0.220093802, 0.00513494799, 0.0106933594, 0.221419007
0.0526855469, 0.214241907, 0.00516803324, 0.0116699219, 0.218409151
0.0604980469, 0.218639001, 0.00513245394, 0.0126464844, 0.215235844
0.0683105469, 0.214875162, 0.00514568968, 0.0136230469, 0.211918935
0.0761230469, 0.212286234, 0.00516021186, 0.0145996094, 0.208478928
0.0839355469, 0.219739169, 0.00516093323, 0.0155761719, 0.204936817
0.0917480469, 0.207765192, 0.00522051537, 0.0165527344, 0.201313853
0.0995605469, 0.21465537, 0.00517868427, 0.0175292969, 0.197631374
0.107373047, 0.203944802, 0.00522864853, 0.0185058594, 0.193910658
0.115185547, 0.199799657, 0.00524576654, 0.0194824219, 0.190172702
0.122998047, 0.203685373, 0.00527211585, 0.0204589844, 0.186438099
0.130810547, 0.201994851, 0.00531356712, 0.0214355469, 0.18272683
0.138623047, 0.198420197, 0.00529222818, 0.0224121094, 0.179058149
0.146435547, 0.198993742, 0.00530884946, 0.0233886719, 0.175450414
0.154248047, 0.195777491, 0.00529832733, 0.0243652344, 0.171920985
0.162060547, 0.195581511, 0.00532251078, 0.0253417969, 0.168486118
0.169873047, 0.196460977, 0.00531056463, 0.0263183594, 0.165160805
0.177685547, 0.201938629, 0.00530208358, 0.0272949219, 0.161958769
0.185498047, 0.197741598, 0.00533158855, 0.0282714844, 0.158892334
0.193310547, 0.18353045, 0.00542908083, 0.0292480469, 0.155972421
0.201123047, 0.188174024, 0.00541520986, 0.0302246094, 0.153208449
0.208935547, 0.192378178, 0.00538307202, 0.0312011719, 0.150608391
0.216748047, 0.187230662, 0.00544095498, 0.0321777344, 0.148178682
0.224560547, 0.184966713, 0.00542667506, 0.0331542969, 0.145924285
0.232373047, 0.196647987, 0.0054552243, 0.0341308594, 0.143848717
0.240185547, 0.186527103, 0.00544865298, 0.0351074219, 0.141954035
0.247998047, 0.181178644, 0.00544332838, 0.0360839844, 0.140240923
0.255810547, 0.178868562, 0.0054836141, 0.0370605469, 0.13870874
0.263623047, 0.181223109, 0.00549019705, 0.0380371094, 0.137355596
0.271435547, 0.165011734, 0.00554232942, 0.0390136719, 0.136178404
0.279248047, 0.176255301, 0.00551017024, 0.0399902344, 0.135173023
0.287060547, 0.172398195, 0.00556156112, 0.0409667969, 0.134334251
0.294873047, 0.163409993, 0.00557072311, 0.0419433594, 0.133656055
0.302685547, 0.171170861, 0.00559227095, 0.0429199219, 0.133131519
0.310498047, 0.179756761, 0.00553164765, 0.0438964844, 0.132753119
0.318310547, 0.1787806, 0.00555916949, 0.0448730469, 0.132512644
0.326123047, 0.173158988, 0.00560088108, 0.0458496094, 0.132401466
0.333935547, 0.166322351, 0.00562962179, 0.0468261719, 0.132410511
0.341748047, 0.165298581, 0.00563997011, 0.0478027344, 0.132530466
0.349560547, 0.173620895, 0.00560444528, 0.0487792969, 0.132751793
0.357373047, 0.166217282, 0.00563081995, 0.0497558594, 0.133064881
0.365185547, 0.155489862, 0.00569044689, 0.0507324219, 0.133460104
0.372998047, 0.170872733, 0.0056549839, 0.0517089844, 0.133927912
