xData0, data0, errData0, xTheory0, theory0
0.00581054687, 0.223538041, 0.00225733861, 0.00385742187, 0.225271225
0.0136230469, 0.200829998, 0.00228216445, 0.00483398437, 0.223307773
0.0214355469, 0.180418998, 0.00230332137, 0.00581054687, 0.22122474
0.0292480469, 0.153693199, 0.00233468645, 0.00678710937, 0.219029665
0.0370605469, 0.145929113, 0.00235034463, 0.00776367187, 0.21673052
0.0448730469, 0.134928763, 0.00236742708, 0.00874023437, 0.214335725
0.0526855469, 0.133523911, 0.00237729897, 0.00971679687, 0.211854011
0.0604980469, 0.136745349, 0.0023728363, 0.0106933594, 0.209294468
0.0683105469, 0.141000003, 0.00237747046, 0.0116699219, 0.20666638
0.0761230469, 0.140428588, 0.00237588657, 0.0126464844, 0.203979298
0.0839355469, 0.143024802, 0.00237978024, 0.0136230469, 0.201242894
0.0917480469, 0.13995716, 0.00238697136, 0.0145996094, 0.198466897
0.0995605469, 0.145061478, 0.00238472522, 0.0155761719, 0.195661113
0.107373047, 0.144510761, 0.00239301933, 0.0165527344, 0.192835331
0.115185547, 0.139884084, 0.00239797961, 0.0175292969, 0.189999253
0.122998047, 0.148473784, 0.00239709051, 0.0185058594, 0.187162429
0.130810547, 0.143892765, 0.00240760574, 0.0194824219, 0.184334293
0.138623047, 0.141143546, 0.00240992034, 0.0204589844, 0.181524009
0.146435547, 0.138868079, 0.00242162922, 0.0214355469, 0.178740472
0.154248047, 0.131569847, 0.00243182355, 0.0224121094, 0.175992295
0.162060547, 0.141522422, 0.00242409991, 0.0233886719, 0.173287705
0.169873047, 0.132575125, 0.0024337948, 0.0243652344, 0.170634538
0.177685547, 0.133422539, 0.00244053699, 0.0253417969, 0.168040231
0.185498047, 0.139599428, 0.00243981221, 0.0263183594, 0.165511712
0.193310547, 0.137787908, 0.00244340486, 0.0272949219, 0.163055465
0.201123047, 0.137415349, 0.00245375604, 0.0282714844, 0.160677463
0.208935547, 0.138973802, 0.00245702761, 0.0292480469, 0.158383131
0.216748047, 0.136486307, 0.00245734114, 0.0302246094, 0.156177357
0.224560547, 0.134965673, 0.00246409183, 0.0312011719, 0.154064476
0.232373047, 0.138333857, 0.00246858858, 0.0321777344, 0.152048275
0.240185547, 0.133727178, 0.00247855775, 0.0331542969, 0.150131971
0.247998047, 0.134034052, 0.00247761008, 0.0341308594, 0.148318186
0.255810547, 0.131543934, 0.00248484614, 0.0351074219, 0.146609023
0.263623047, 0.132704914, 0.00249387552, 0.0360839844, 0.145006016
0.271435547, 0.136629522, 0.00249329234, 0.0370605469, 0.143510133
0.279248047, 0.130435601, 0.00249562423, 0.0380371094, 0.142121837
0.287060547, 0.131296352, 0.00250247467, 0.0390136719, 0.140841082
0.294873047, 0.129901826, 0.00250878048, 0.0399902344, 0.139667302
0.302685547, 0.131050795, 0.00251446616, 0.0409667969, 0.1385995
0.310498047, 0.13206251, 0.00251350334, 0.0419433594, 0.137636214
0.318310547, 0.131727934, 0.00251874775, 0.0429199219, 0.136775553
0.326123047, 0.134008884, 0.00252590828, 0.0438964844, 0.136015236
0.333935547, 0.13199605, 0.00253134177, 0.0448730469, 0.135352626
0.341748047, 0.129457921, 0.00253453622, 0.0458496094, 0.134784773
0.349560547, 0.134298325, 0.00253959062, 0.0468261719, 0.134308383
0.357373047, 0.133038297, 0.0025415016, 0.0478027344, 0.133919939
0.365185547, 0.12970908, 0.00254923411, 0.0487792969, 0.133615658
0.372998047, 0.13509798, 0.00254973431, 0.0497558594, 0.133391559
