xData0, data0, errData0, xTheory0, theory0
0.00581054687, 0.228335351, 0.00275120372, 0.00385742187, 0.226094142
0.0136230469, 0.200254217, 0.00279573052, 0.00483398437, 0.224155962
0.0214355469, 0.174422637, 0.00282544692, 0.00581054687, 0.22209473
0.0292480469, 0.15997234, 0.00285218871, 0.00678710937, 0.219917998
0.0370605469, 0.147293389, 0.00287308513, 0.00776367187, 0.217633769
0.0448730469, 0.135782003, 0.00289061643, 0.00874023437, 0.215250492
0.0526855469, 0.133424282, 0.00289724598, 0.00971679687, 0.212777004
0.0604980469, 0.133764595, 0.00290222964, 0.0106933594, 0.210222423
0.0683105469, 0.139897615, 0.00290324468, 0.0116699219, 0.207596213
0.0761230469, 0.141391739, 0.0029083209, 0.0126464844, 0.204907998
0.0839355469, 0.142136216, 0.00291268979, 0.0136230469, 0.202167571
0.0917480469, 0.146543041, 0.00291141256, 0.0145996094, 0.199384853
0.0995605469, 0.141787753, 0.00292029397, 0.0155761719, 0.196569785
0.107373047, 0.142181754, 0.00293416289, 0.0165527344, 0.193732321
0.115185547, 0.144098774, 0.00292989358, 0.0175292969, 0.190882325
0.122998047, 0.141416475, 0.00293656094, 0.0185058594, 0.188029572
0.130810547, 0.143999025, 0.00294601144, 0.0194824219, 0.185183644
0.138623047, 0.143293366, 0.00294443315, 0.0204589844, 0.182353884
0.146435547, 0.133274391, 0.00296929012, 0.0214355469, 0.179549411
0.154248047, 0.136728987, 0.0029627722, 0.0224121094, 0.176778972
0.162060547, 0.134079546, 0.00297653582, 0.0233886719, 0.174051017
0.169873047, 0.133198887, 0.00297721197, 0.0243652344, 0.171373561
0.177685547, 0.13244687, 0.00299067467, 0.0253417969, 0.16875416
0.185498047, 0.137224168, 0.00298501364, 0.0263183594, 0.166199982
0.193310547, 0.135985285, 0.00299666819, 0.0272949219, 0.163717613
0.201123047, 0.138460666, 0.0030002666, 0.0282714844, 0.161313206
0.208935547, 0.13762176, 0.00301367323, 0.0292480469, 0.158992305
0.216748047, 0.137035295, 0.00299792733, 0.0302246094, 0.156759933
0.224560547, 0.13669318, 0.00301897868, 0.0312011719, 0.154620558
0.232373047, 0.135286301, 0.0030205897, 0.0321777344, 0.152578056
0.240185547, 0.136151731, 0.00301961319, 0.0331542969, 0.150635734
0.247998047, 0.130329728, 0.00303141024, 0.0341308594, 0.148796305
0.255810547, 0.130534738, 0.00303735677, 0.0351074219, 0.147061959
0.263623047, 0.13773267, 0.0030413658, 0.0360839844, 0.145434245
0.271435547, 0.132506654, 0.00305553184, 0.0370605469, 0.143914238
0.279248047, 0.128509849, 0.00305746323, 0.0380371094, 0.142502397
0.287060547, 0.13381663, 0.00306103595, 0.0390136719, 0.14119871
0.294873047, 0.127186775, 0.00307539959, 0.0399902344, 0.140002653
0.302685547, 0.132211193, 0.00307243368, 0.0409667969, 0.138913199
0.310498047, 0.136474401, 0.00307840698, 0.0419433594, 0.137928903
0.318310547, 0.141129509, 0.00306869096, 0.0429199219, 0.137047842
0.326123047, 0.131563276, 0.00308465293, 0.0438964844, 0.136267766
0.333935547, 0.13056609, 0.00309489491, 0.0448730469, 0.135585979
0.341748047, 0.131349131, 0.00309999412, 0.0458496094, 0.134999499
0.349560547, 0.143643603, 0.00309322642, 0.0468261719, 0.134505004
0.357373047, 0.131774589, 0.00311331063, 0.0478027344, 0.134098947
0.365185547, 0.129325718, 0.00310726939, 0.0487792969, 0.133777499
0.372998047, 0.132223666, 0.00312200475, 0.0497558594, 0.133536637
0.380810547, 0.125746727, 0.00314079617, 0.0507324219, 0.133372173
0.388623047, 0.128844172, 0.00314020571, 0.0517089844, 0.133279786
0.396435547, 0.128532067, 0.00315284688, 0.0526855469, 0.133255005
0.404248047, 0.129094958, 0.00314261633, 0.0536621094, 0.133293346
0.412060547, 0.137036026, 0.00314837877, 0.0546386719, 0.133390218
0.419873047, 0.128795311, 0.00317189762, 0.0556152344, 0.133541048
0.427685547, 0.128379941, 0.00317167808, 0.0565917969, 0.13374126
0.435498047, 0.121275097, 0.00318107121, 0.0575683594, 0.133986309
0.443310547, 0.133451283, 0.00317233427, 0.0585449219, 0.134271741
0.451123047, 0.132468954, 0.00319141216, 0.0595214844, 0.134593129
0.458935547, 0.132266566, 0.00318728618, 0.0604980469, 0.134946182
0.466748047, 0.132983282, 0.003189174, 0.0614746094, 0.135326728
0.474560547, 0.131018355, 0.0032007438, 0.0624511719, 0.135730729
0.482373047, 0.123074166, 0.00321239, 0.0634277344, 0.136154309
0.490185547, 0.128977299, 0.00321176812, 0.0644042969, 0.136593729
0.497998047, 0.125990927, 0.00322490115, 0.0653808594, 0.137045458
0.505810547, 0.117705882, 0.00323548932, 0.0663574219, 0.137506142
0.513623047, 0.131488174, 0.00322902217, 0.0673339844, 0.137972608
0.521435547, 0.126388475, 0.00323623067, 0.0683105469, 0.13844189
0.529248047, 0.129788309, 0.00324255468, 0.0692871094, 0.138911232
