[Header]
TITLE,RuCl3_TB001_HeatCapacity_1.dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,33,MASS:Sample Mass (mg)
INFO,0.1,MASSERR:Sample Mass Error (mg)
INFO,207.43,MOLWGHT:Formula Weight (g/mole)
INFO,4,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
#TB THE FOLLOWING 2 LINES WERE BELOW COLUMN HEADERS SO I HAD TO MOVE THEM HERE
3144097.61,Error: Temperature of platform does not match the system temperature : System = 16.006 K;  Platform = 17.025 K
3144936.58,CALFILE: C:\QdPpms\HEATCA~1\TempCal\Standard\Puck1960_9.cal|Addenda #3 measured on 05/02/2025 from 2.8972 to 302.75 K

[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (�J/K),Addenda HC Err (�J/K),Total HC (�J/K),Total HC Err (�J/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (�J/K)
3243038.05,,5905,,7.4172,0.021,9.2E-6,7.2027492,0.13016017,3.9117179,0.04222,6.7781179,0.01011,629.09259,6.447,84.225053,63.096287,,,90.417528,0.4071,1,,,,9.9703584E-6,126.84682,51.879596,0.54308679,0
3243508.19,,5905,,7.4172,0.021,9.1E-6,7.202534,0.1299027,3.9097672,0.04222,6.7774937,0.01011,628.78162,6.447,94.063989,63.041235,,,90.430078,0.4073,1,,,,9.9741323E-6,126.19257,51.876495,0.54283217,0
3244068.47,,5905,,7.375,0.021,9E-6,7.1652289,0.13512462,3.5284804,0.0379,6.6849359,0.01002,568.03023,5.784,276.32023,57.485164,,,93.13216,0.4161,1,,,,9.8813362E-6,126.08247,51.340505,0.4924449,0
3244499.97,,5905,,7.375,0.021,9.1E-6,7.1622155,0.13006444,3.4998551,0.03627,6.6789863,0.01001,563.47028,5.518,107.27158,57.193084,,,93.348849,0.4048,1,,,,9.8520701E-6,114.97033,51.29733,0.48865537,0
3244926.8,,5905,,7.375,0.021,9.1E-6,7.1620774,0.12977767,3.5009888,0.03599,6.6788584,0.01001,563.65052,5.471,93.775581,57.231007,,,93.336864,0.402,1,,,,9.8486913E-6,114.38617,51.295353,0.4888231,0
3245451.63,,5905,,7.3333,0.021,9.1E-6,7.1237167,0.13463485,3.1682259,0.0309,6.5841297,0.009898,510.61659,4.673,1507.0949,52.242852,,,96.009494,0.3949,1,,,,9.7739035E-6,114.46201,50.747339,0.44474338,0
3245843.05,,5905,,7.3333,0.021,9E-6,7.1209376,0.12968206,3.148835,0.02986,6.578868,0.009891,507.52643,4.501,66.483706,52.077822,,,96.170216,0.3863,1,,,,9.7455388E-6,104.4857,50.707752,0.44219387,0
3246234.47,,5905,,7.3333,0.021,9.1E-6,7.1208434,0.12954175,3.1494371,0.02965,6.5785994,0.00989,507.62196,4.466,94.210291,52.072133,,,96.162766,0.384,1,,,,9.7484381E-6,104.15564,50.70641,0.44228428,0
3246715.94,,5905,,7.2912,0.021,9.1E-6,7.0836097,0.13363526,2.884497,0.02603,6.4878358,0.009756,465.38192,3.9,1479.4237,48.24121,,,98.523596,0.3792,1,,,,9.6469787E-6,104.14427,50.177526,0.40720721,0
3247081.25,,5905,,7.2912,0.021,9.1E-6,7.0813277,0.12951386,2.8723944,0.02506,6.4836258,0.00975,463.45231,3.738,79.004477,48.054467,,,98.630835,0.3692,1,,,,9.6443127E-6,96.482419,50.145202,0.40562935,0
3247443.73,,5905,,7.2931,0.021,9.1E-6,7.0812238,0.12937282,2.8714519,0.02485,6.4833378,0.009749,463.30209,3.702,65.504911,48.052855,,,98.640242,0.3668,1,,,,9.6415102E-6,96.108934,50.14373,0.40550222,0
3247897.25,,5905,,7.2497,0.021,9.1E-6,7.0430395,0.13303622,2.6429882,0.02191,6.3910429,0.009586,426.86354,3.244,236.28595,44.736403,,,100.87236,0.3616,1,,,,9.5417492E-6,96.105709,49.604405,0.37526244,0
3248236.84,,5905,,7.2515,0.021,9.1E-6,7.0409718,0.12921445,2.6353056,0.02142,6.3870075,0.009578,425.63728,3.162,149.19701,44.602483,,,100.94111,0.356,1,,,,9.5429056E-6,89.472806,49.575283,0.37428152,0
3248575.94,,5905,,7.2496,0.021,9.1E-6,7.0408488,0.1291003,2.6342569,0.02126,6.3870073,0.009578,425.47044,3.134,44.602763,44.587206,,,100.9528,0.3539,1,,,,9.5424332E-6,89.204966,49.573552,0.3741391,0
3249006.44,,5905,,7.2076,0.021,9.2E-6,7.0018187,0.13216269,2.4385485,0.01895,6.2934205,0.009381,394.24164,2.776,635.2325,41.694151,,,103.02099,0.3498,1,,,,9.4555622E-6,89.174413,49.025466,0.34827358,0
3249325.94,,5905,,7.2095,0.021,9.1E-6,7.0000744,0.12878589,2.4302593,0.01841,6.290081,0.009374,392.91958,2.684,102.04584,41.563707,,,103.11271,0.3428,1,,,,9.4534296E-6,83.388303,49.001042,0.34717621,0
3249644.72,,5905,,7.2076,0.021,9.1E-6,6.9999967,0.12872402,2.429628,0.01848,6.2899207,0.009373,392.81898,2.696,40.614639,41.622022,,,103.12053,0.3439,1,,,,9.4377678E-6,83.127413,48.999954,0.34708987,0
3250055.36,,5905,,7.1663,0.021,9.2E-6,6.9619302,0.13137256,2.2635163,0.01697,6.1993761,0.009151,366.30176,2.47,1589.8194,39.120088,,,105.01751,0.3459,1,,,,9.3635208E-6,83.244045,48.468473,0.32512769,0
3250317.13,,5905,,7.1663,0.021,9.2E-6,6.9606578,0.12822077,2.2597471,0.01644,6.1973097,0.009146,365.70005,2.377,9.5499363,38.972764,,,105.05683,0.3375,1,,,,9.3834776E-6,78.240176,48.450757,0.32464563,0
3250616.41,,5905,,7.1662,0.021,9.1E-6,6.9605176,0.12812045,2.2589449,0.01658,6.1969876,0.009145,365.57212,2.403,70.777928,39.017946,,,105.06718,0.3401,1,,,,9.3693326E-6,77.945527,48.448806,0.32453692,0
3251011.34,,5905,,7.126,0.021,9E-6,6.9214293,0.13069013,2.1039052,0.01544,6.1047755,0.008884,340.81466,2.237,539.21014,36.694954,,,106.98925,0.346,1,,,,9.28778E-6,78.035893,47.906183,0.30396976,0
3251293.06,,5905,,7.1261,0.021,9.1E-6,6.9200478,0.12781338,2.0993073,0.0152,6.1027049,0.008878,340.08112,2.197,62.963678,36.62094,,,107.0461,0.3424,1,,,,9.2865205E-6,73.389908,47.887061,0.30336602,0
3251574.44,,5905,,7.1242,0.021,9E-6,6.9199188,0.12779327,2.098656,0.01508,6.1023954,0.008877,339.97718,2.175,44.729628,36.614521,,,107.0552,0.3402,1,,,,9.2853102E-6,73.241881,47.885277,0.30327754,0
3251951.05,,5905,,7.0828,0.021,9.2E-6,6.8810071,0.13019613,1.9600201,0.01379,6.0114609,0.008582,317.8307,1.98,30.218739,34.638688,,,108.91094,0.3401,1,,,,9.1755988E-6,73.229041,47.348259,0.28484495,0
3252184.8,,5905,,7.0829,0.021,9.1E-6,6.8798938,0.12762349,1.9567911,0.01357,6.0097743,0.008576,317.31531,1.942,16.921667,34.521676,,,108.95328,0.3361,1,,,,9.1917701E-6,69.277375,47.332938,0.28442171,0
3252452.94,,5905,,7.0847,0.021,9.2E-6,6.8796851,0.12735633,1.958709,0.01342,6.0092318,0.008574,317.61987,1.915,342.34556,34.531142,,,108.91435,0.3327,1,,,,9.1980705E-6,69.043353,47.330067,0.2847091,0
3252809.31,,5905,,7.0434,0.021,9.1E-6,6.8412349,0.12942727,1.8372933,0.01173,5.9200748,0.008246,298.21472,1.642,453.65732,32.751068,,,110.64426,0.3185,1,,,,9.1054961E-6,69.062283,46.802495,0.26856164,0
3253064.31,,5905,,7.0416,0.021,9.1E-6,6.8399614,0.12714928,1.8347086,0.01148,5.9178326,0.008238,297.80128,1.597,26.722107,32.717516,,,110.67566,0.3133,1,,,,9.1021969E-6,65.502137,46.785072,0.26823376,0
3253319.78,,5905,,7.0416,0.021,9.1E-6,6.8398846,0.12709986,1.8348846,0.01159,5.9176443,0.008237,297.8291,1.617,75.286917,32.717277,,,110.67087,0.3158,1,,,,9.1031139E-6,65.435033,46.784022,0.26826251,0
3253665.61,,5905,,6.9997,0.021,9.1E-6,6.8001972,0.12883065,1.7301011,0.01038,5.8265001,0.007859,281.06796,1.425,57.232105,31.246294,,,112.20927,0.3066,1,,,,8.9952414E-6,65.434554,46.242682,0.25441925,0
3253910.92,,5905,,6.9997,0.021,9E-6,6.7993126,0.1269371,1.7277285,0.01019,5.8252484,0.007853,280.68925,1.39,215.61741,31.141991,,,110.80536,1.138,1,,,,9.0132083E-6,62.492588,46.230652,0.25410341,0
3254156.06,,5905,,6.9997,0.021,9E-6,6.7990833,0.12678672,1.7273685,0.01024,5.8247026,0.007851,280.63144,1.4,38.781317,31.155871,,,112.29656,0.3501,1,,,,9.0073373E-6,62.283983,46.227534,0.25405903,0
