Capacitance(pF),Loss (nSiemens),Timestamp (24hr)
1.112733,0.000245,16:37:10
1.112731,0.000251,16:37:11
1.112726,0.000251,16:37:12
1.112722,0.000245,16:37:13
1.112717,0.000251,16:37:14
1.112713,0.000245,16:37:15
1.112709,0.000251,16:37:16
1.112704,0.000251,16:37:17
1.1127,0.000245,16:37:17
1.112697,0.000251,16:37:18
1.112693,0.000245,16:37:19
1.112688,0.000251,16:37:20
1.112684,0.000258,16:37:21
1.11268,0.000251,16:37:22
1.112677,0.000251,16:37:23
1.112673,0.000245,16:37:24
1.112667,0.000251,16:37:25
1.112664,0.000245,16:37:26
1.112661,0.000251,16:37:27
1.112657,0.000251,16:37:28
1.112653,0.000258,16:37:29
1.112648,0.000245,16:37:30
1.112644,0.000251,16:37:31
1.112639,0.000251,16:37:32
1.112636,0.000245,16:37:33
1.112632,0.000251,16:37:33
1.112628,0.000258,16:37:34
1.112624,0.000258,16:37:35
1.112619,0.000251,16:37:36
1.112616,0.000245,16:37:37
1.112612,0.000251,16:37:38
1.112608,0.000245,16:37:39
1.112603,0.000251,16:37:40
1.1126,0.000251,16:37:41
1.112596,0.000251,16:37:42
1.112591,0.000251,16:37:43
1.112587,0.000245,16:37:44
1.112584,0.000251,16:37:45
1.112581,0.000245,16:37:46
1.112576,0.000258,16:37:47
1.112571,0.000245,16:37:48
1.112568,0.000251,16:37:49
1.112564,0.000251,16:37:50
1.112561,0.000251,16:37:50
1.112556,0.000251,16:37:51
1.112553,0.000251,16:37:52
1.112547,0.000245,16:37:53
1.112545,0.000251,16:37:54
1.11254,0.000251,16:37:55
1.112536,0.000251,16:37:56
1.112533,0.000251,16:37:57
1.112528,0.000251,16:37:58
1.112524,0.000251,16:37:59
1.11252,0.000251,16:38:00
1.112518,0.000245,16:38:01
1.112513,0.000251,16:38:02
1.112509,0.000251,16:38:03
1.112506,0.000251,16:38:04
1.112502,0.000251,16:38:05
1.112497,0.000251,16:38:06
1.112492,0.000245,16:38:07
1.112491,0.000245,16:38:07
1.112486,0.000251,16:38:08
1.112482,0.000245,16:38:09
1.112478,0.000251,16:38:10
1.112473,0.000251,16:38:11
1.112469,0.000239,16:38:12
1.112467,0.000251,16:38:13
1.112463,0.000245,16:38:14
1.112459,0.000251,16:38:15
1.112455,0.000245,16:38:16
1.112451,0.000245,16:38:17
1.112447,0.000251,16:38:18
1.112444,0.000245,16:38:19
1.112439,0.000251,16:38:20
1.112435,0.000251,16:38:21
1.112432,0.000251,16:38:22
1.112429,0.000258,16:38:23
1.112423,0.000251,16:38:23
1.11242,0.000245,16:38:24
1.112418,0.000245,16:38:25
1.112413,0.000245,16:38:26
1.112409,0.000251,16:38:27
1.112405,0.000251,16:38:28
1.112402,0.000245,16:38:29
1.112399,0.000251,16:38:30
1.112395,0.000251,16:38:31
1.112391,0.000251,16:38:32
1.112387,0.000251,16:38:33
1.112383,0.000251,16:38:34
1.112379,0.000251,16:38:35
1.112375,0.000245,16:38:36
1.11237,0.000251,16:38:37
1.112368,0.000251,16:38:38
1.112365,0.000251,16:38:39
1.112361,0.000245,16:38:40
1.112357,0.000251,16:38:40
1.112353,0.000245,16:38:41
1.112349,0.000251,16:38:42
1.112346,0.000258,16:38:43
1.112342,0.000245,16:38:44
1.112338,0.000245,16:38:45
1.112336,0.000251,16:38:46
1.112331,0.000245,16:38:47
1.112326,0.000245,16:38:48
1.112323,0.000245,16:38:49
1.11232,0.000245,16:38:50
1.112315,0.000245,16:38:51
1.112313,0.000251,16:38:52
1.112309,0.000245,16:38:53
1.112305,0.000251,16:38:54
1.112301,0.000245,16:38:55
1.112298,0.000245,16:38:56
1.112295,0.000251,16:38:56
1.11229,0.000251,16:38:57
1.112286,0.000245,16:38:58
1.112284,0.000245,16:38:59
1.112279,0.000245,16:39:00
1.112276,0.000239,16:39:01
1.112272,0.000245,16:39:02
1.112269,0.000251,16:39:03
1.112265,0.000245,16:39:04
1.112261,0.000251,16:39:05
1.112259,0.000251,16:39:06
1.112254,0.000251,16:39:07
1.112253,0.000264,16:39:08
1.112247,0.000258,16:39:09
1.112243,0.000251,16:39:10
1.11224,0.000239,16:39:11
1.112236,0.000245,16:39:12
1.112233,0.000251,16:39:13
1.112229,0.000251,16:39:14
1.112225,0.000251,16:39:14
1.112222,0.000239,16:39:15
1.112219,0.000245,16:39:16
1.112215,0.000245,16:39:17
1.112211,0.000251,16:39:18
1.112208,0.000245,16:39:19
1.112203,0.000251,16:39:20
1.112201,0.000245,16:39:21
1.112197,0.000245,16:39:22
1.112193,0.000251,16:39:23
1.112189,0.000245,16:39:24
1.112186,0.000251,16:39:25
1.112183,0.000245,16:39:26
1.112178,0.000245,16:39:27
1.112175,0.000245,16:39:28
1.112173,0.000239,16:39:29
1.112169,0.000245,16:39:30
1.112166,0.000245,16:39:31
1.112163,0.000251,16:39:31
1.112157,0.000245,16:39:32
1.112154,0.000245,16:39:33
1.112151,0.000245,16:39:34
1.112149,0.000251,16:39:35
1.112143,0.000251,16:39:36
1.112141,0.000245,16:39:37
1.112137,0.000245,16:39:38
1.112134,0.000251,16:39:39
1.11213,0.000251,16:39:40
1.112127,0.000245,16:39:41
1.112124,0.000251,16:39:42
1.112119,0.000251,16:39:43
1.112117,0.000251,16:39:44
1.112113,0.000245,16:39:45
1.112109,0.000251,16:39:46
1.112106,0.000245,16:39:47
1.112101,0.000245,16:39:48
1.112098,0.000251,16:39:48
1.112096,0.000245,16:39:49
1.112093,0.000251,16:39:50
1.112089,0.000251,16:39:51
1.112086,0.000251,16:39:52
1.112082,0.000251,16:39:53
1.112078,0.000245,16:39:54
1.112074,0.000245,16:39:55
1.112071,0.000245,16:39:56
1.112067,0.000245,16:39:57
1.112064,0.000251,16:39:58
1.112062,0.000251,16:39:59
1.112059,0.000245,16:40:00
1.112055,0.000251,16:40:01
1.112052,0.000251,16:40:02
1.112048,0.000245,16:40:03
1.112044,0.000251,16:40:04
1.112041,0.000245,16:40:05
1.112037,0.000245,16:40:05
1.112033,0.000245,16:40:06
1.112031,0.000251,16:40:07
1.112027,0.000245,16:40:08
1.112024,0.000245,16:40:09
1.11202,0.000245,16:40:10
1.112016,0.000251,16:40:11
1.112014,0.000245,16:40:12
1.11201,0.000251,16:40:13
1.112007,0.000245,16:40:14
1.112002,0.000245,16:40:15
1.112001,0.000239,16:40:16
1.111997,0.000245,16:40:17
1.111994,0.000245,16:40:18
1.111991,0.000245,16:40:19
1.111988,0.000245,16:40:20
1.111985,0.000245,16:40:21
1.111982,0.000245,16:40:22
1.111978,0.000251,16:40:22
1.111974,0.000245,16:40:23
1.111972,0.000239,16:40:24
1.111968,0.000251,16:40:25
1.111965,0.000245,16:40:26
1.111962,0.000251,16:40:27
1.111959,0.000251,16:40:28
1.111955,0.000245,16:40:29
1.111951,0.000245,16:40:30
1.111948,0.000239,16:40:31
1.111946,0.000239,16:40:32
1.111941,0.000251,16:40:33
1.111938,0.000245,16:40:34
1.111934,0.000245,16:40:35
1.111931,0.000245,16:40:36
1.111929,0.000245,16:40:37
1.111925,0.000245,16:40:38
1.111923,0.000251,16:40:39
1.111918,0.000245,16:40:40
1.111916,0.000251,16:40:40
1.111912,0.000245,16:40:41
1.11191,0.000245,16:40:42
1.111907,0.000245,16:40:43
1.111903,0.000251,16:40:44
1.1119,0.000245,16:40:45
1.111896,0.000245,16:40:46
1.111893,0.000245,16:40:47
1.11189,0.000239,16:40:48
1.111888,0.000245,16:40:49
1.111885,0.000245,16:40:50
1.111881,0.000245,16:40:51
1.111877,0.000245,16:40:52
1.111875,0.000245,16:40:53
1.111871,0.000245,16:40:54
1.111868,0.000251,16:40:55
1.111864,0.000245,16:40:56
1.111862,0.000245,16:40:56
1.111859,0.000245,16:40:57
1.111856,0.000245,16:40:58
1.111853,0.000245,16:40:59
1.11185,0.000258,16:41:00
1.111846,0.000245,16:41:01
1.111843,0.000251,16:41:02
1.11184,0.000245,16:41:03
1.111838,0.000245,16:41:04
1.111834,0.000251,16:41:05
1.11183,0.000251,16:41:06
1.111827,0.000245,16:41:07
1.111823,0.000239,16:41:08
1.111821,0.000245,16:41:09
1.111817,0.000251,16:41:10
1.111815,0.000245,16:41:11
1.111811,0.000245,16:41:12
1.111809,0.000251,16:41:13
1.111805,0.000251,16:41:14
1.111803,0.000245,16:41:14
1.1118,0.000245,16:41:15
1.111795,0.000245,16:41:16
1.111793,0.000239,16:41:17
1.111792,0.000239,16:41:18
1.111787,0.000245,16:41:19
1.111784,0.000245,16:41:20
1.11178,0.000251,16:41:21
1.111779,0.000239,16:41:22
1.111775,0.000245,16:41:23
1.111771,0.000251,16:41:24
1.111769,0.000239,16:41:25
1.111767,0.000251,16:41:26
1.111764,0.000245,16:41:27
1.11176,0.000245,16:41:28
1.111757,0.000245,16:41:29
1.111754,0.000245,16:41:29
1.111751,0.000239,16:41:30
1.111748,0.000245,16:41:31
1.111745,0.000251,16:41:32
1.111741,0.000245,16:41:33
1.11174,0.000239,16:41:34
1.111736,0.000245,16:41:35
1.111733,0.000245,16:41:36
1.111731,0.000232,16:41:37
1.111728,0.000258,16:41:38
1.111725,0.000245,16:41:39
1.111722,0.000239,16:41:40
1.111719,0.000245,16:41:41
1.111715,0.000245,16:41:42
1.111712,0.000245,16:41:43
1.11171,0.000245,16:41:44
1.111707,0.000239,16:41:45
1.111703,0.000245,16:41:46
1.1117,0.000239,16:41:46
1.111698,0.000251,16:41:47
1.111695,0.000239,16:41:48
1.111691,0.000245,16:41:49
1.11169,0.000239,16:41:50
1.111686,0.000245,16:41:51
1.111683,0.000251,16:41:52
1.11168,0.000245,16:41:53
1.111678,0.000245,16:41:54
1.111674,0.000239,16:41:55
1.111671,0.000245,16:41:56
1.111668,0.000239,16:41:57
1.111665,0.000251,16:41:58
1.111663,0.000245,16:41:59
1.111659,0.000245,16:42:00
1.111657,0.000239,16:42:01
1.111654,0.000245,16:42:02
1.111652,0.000239,16:42:02
1.111648,0.000245,16:42:03
1.111646,0.000251,16:42:04
1.111643,0.000239,16:42:05
1.111639,0.000251,16:42:06
1.111637,0.000245,16:42:07
1.111633,0.000245,16:42:08
1.111632,0.000239,16:42:09
1.111628,0.000245,16:42:10
1.111625,0.000245,16:42:11
1.111623,0.000239,16:42:12
1.11162,0.000245,16:42:13
1.111617,0.000245,16:42:14
1.111615,0.000245,16:42:15
1.111612,0.000251,16:42:16
1.11161,0.000251,16:42:17
1.111606,0.000245,16:42:18
1.111603,0.000245,16:42:19
1.1116,0.000245,16:42:19
1.111598,0.000239,16:42:20
1.111594,0.000245,16:42:21
1.111592,0.000245,16:42:22
1.111589,0.000245,16:42:23
1.111587,0.000245,16:42:24
1.111583,0.000239,16:42:25
1.11158,0.000239,16:42:26
1.111577,0.000245,16:42:27
1.111574,0.000245,16:42:28
1.111572,0.000245,16:42:29
1.11157,0.000245,16:42:30
1.111568,0.000245,16:42:31
1.111564,0.000245,16:42:32
1.111561,0.000245,16:42:33
1.111559,0.000251,16:42:34
1.111556,0.000245,16:42:35
1.111554,0.000245,16:42:36
1.111551,0.000245,16:42:36
1.111548,0.000245,16:42:37
1.111546,0.000245,16:42:38
1.111543,0.000239,16:42:39
1.11154,0.000245,16:42:40
1.111536,0.000239,16:42:41
1.111534,0.000245,16:42:42
1.111533,0.000239,16:42:43
1.111528,0.000251,16:42:44
1.111526,0.000239,16:42:45
1.111523,0.000239,16:42:46
1.111521,0.000245,16:42:47
1.111517,0.000251,16:42:48
1.111515,0.000232,16:42:49
1.111512,0.000245,16:42:50
1.111509,0.000245,16:42:51
1.111508,0.000245,16:42:52
1.111504,0.000245,16:42:53
1.111502,0.000239,16:42:53
1.1115,0.000251,16:42:54
1.111497,0.000245,16:42:55
1.111493,0.000245,16:42:56
1.111491,0.000239,16:42:57
1.111488,0.000251,16:42:58
1.111486,0.000245,16:42:59
1.111482,0.000245,16:43:00
1.111481,0.000245,16:43:01
1.111478,0.000245,16:43:02
1.111476,0.000239,16:43:03
1.111472,0.000251,16:43:04
1.11147,0.000239,16:43:05
1.111468,0.000251,16:43:06
1.111465,0.000245,16:43:07
1.111462,0.000245,16:43:08
1.111461,0.000245,16:43:09
1.111457,0.000245,16:43:10
1.111454,0.000239,16:43:11
1.111451,0.000245,16:43:11
1.11145,0.000245,16:43:12
1.111447,0.000245,16:43:13
1.111444,0.000245,16:43:14
1.111442,0.000245,16:43:15
1.11144,0.000245,16:43:16
1.111437,0.000245,16:43:17
1.111433,0.000239,16:43:18
1.111432,0.000245,16:43:19
1.111429,0.000239,16:43:20
1.111426,0.000245,16:43:21
1.111424,0.000245,16:43:22
1.111422,0.000239,16:43:23
1.111418,0.000239,16:43:24
1.111416,0.000239,16:43:25
1.111413,0.000245,16:43:26
1.111413,0.000245,16:43:27
1.111408,0.000245,16:43:28
1.111406,0.000239,16:43:29
1.111402,0.000251,16:43:29
1.111402,0.000245,16:43:30
1.111398,0.000239,16:43:31
1.111397,0.000245,16:43:32
1.111393,0.000245,16:43:33
1.111391,0.000239,16:43:34
1.111389,0.000245,16:43:35
1.111386,0.000245,16:43:36
1.111384,0.000239,16:43:37
1.111382,0.000245,16:43:38
1.111378,0.000245,16:43:39
1.111376,0.000245,16:43:40
1.111373,0.000245,16:43:41
1.111371,0.000245,16:43:42
1.111369,0.000239,16:43:43
1.111367,0.000239,16:43:44
1.111364,0.000245,16:43:45
1.111361,0.000239,16:43:46
1.111359,0.000245,16:43:46
1.111355,0.000245,16:43:47
1.111354,0.000245,16:43:48
1.111351,0.000245,16:43:49
1.111349,0.000239,16:43:50
1.111347,0.000251,16:43:51
1.111343,0.000245,16:43:52
1.111341,0.000239,16:43:53
1.111339,0.000239,16:43:54
1.111337,0.000245,16:43:55
1.111335,0.000239,16:43:56
1.111333,0.000245,16:43:57
1.11133,0.000245,16:43:58
1.111326,0.000245,16:43:59
1.111326,0.000245,16:44:00
1.111323,0.000239,16:44:01
1.111321,0.000245,16:44:02
1.111318,0.000239,16:44:02
1.111315,0.000239,16:44:03
1.111313,0.000245,16:44:05
1.111312,0.000245,16:44:05
1.111308,0.000239,16:44:06
1.111306,0.000245,16:44:07
1.111304,0.000245,16:44:08
1.111301,0.000239,16:44:09
1.1113,0.000245,16:44:10
1.111297,0.000245,16:44:11
1.111295,0.000239,16:44:12
1.111292,0.000245,16:44:13
1.111291,0.000245,16:44:14
1.111287,0.000239,16:44:15
1.111286,0.000239,16:44:16
1.111285,0.000239,16:44:17
1.11128,0.000245,16:44:18
1.111277,0.000245,16:44:19
1.111275,0.000245,16:44:20
1.111273,0.000245,16:44:21
1.111271,0.000245,16:44:22
1.111269,0.000245,16:44:23
1.111267,0.000239,16:44:23
1.111264,0.000239,16:44:24
1.111261,0.000245,16:44:25
1.111259,0.000239,16:44:26
1.111257,0.000239,16:44:27
1.111256,0.000245,16:44:28
1.111253,0.000245,16:44:29
1.11125,0.000239,16:44:30
1.111248,0.000239,16:44:31
1.111246,0.000239,16:44:32
1.111244,0.000245,16:44:33
1.111242,0.000239,16:44:34
1.111239,0.000245,16:44:35
1.111236,0.000245,16:44:36
1.111235,0.000245,16:44:37
1.111233,0.000245,16:44:38
1.111231,0.000245,16:44:39
1.111228,0.000239,16:44:40
1.111225,0.000245,16:44:40
1.111223,0.000239,16:44:41
1.111222,0.000245,16:44:42
1.111219,0.000239,16:44:43
1.111217,0.000245,16:44:44
1.111216,0.000239,16:44:45
1.111212,0.000245,16:44:46
1.11121,0.000245,16:44:47
1.111208,0.000245,16:44:48
1.111207,0.000239,16:44:49
1.111204,0.000239,16:44:50
1.1112,0.000245,16:44:51
1.111199,0.000245,16:44:52
1.111197,0.000245,16:44:53
1.111195,0.000245,16:44:54
1.111192,0.000245,16:44:55
1.111191,0.000239,16:44:56
1.111188,0.000239,16:44:57
1.111187,0.000245,16:44:57
1.111185,0.000245,16:44:58
1.111182,0.000245,16:44:59
1.111179,0.000245,16:45:00
1.111177,0.000239,16:45:01
1.111176,0.000352,16:45:02
1.111174,0.000239,16:45:03
1.111173,0.000251,16:45:04
1.111168,0.000239,16:45:05
1.111168,0.000239,16:45:06
1.111166,0.000239,16:45:07
1.111163,0.000239,16:45:08
1.111161,0.000239,16:45:09
1.111159,0.000239,16:45:10
1.111157,0.000239,16:45:11
1.111154,0.000239,16:45:12
1.111152,0.000239,16:45:13
1.111151,0.000232,16:45:14
1.111148,0.000239,16:45:14
1.111147,0.000245,16:45:15
1.111145,0.000245,16:45:16
1.111143,0.000245,16:45:17
1.111141,0.000239,16:45:18
1.111139,0.000245,16:45:19
1.111136,0.000239,16:45:20
1.111134,0.000239,16:45:21
1.111133,0.000239,16:45:22
1.11113,0.000245,16:45:23
1.111127,0.000239,16:45:24
1.111125,0.000232,16:45:25
1.111123,0.000239,16:45:26
1.11112,0.000245,16:45:27
1.111119,0.000245,16:45:28
1.111117,0.000239,16:45:29
1.111113,0.000239,16:45:30
1.111112,0.000245,16:45:31
1.11111,0.000251,16:45:32
1.111108,0.000239,16:45:32
1.111106,0.000245,16:45:33
1.111105,0.000245,16:45:34
1.111103,0.000239,16:45:35
1.1111,0.000245,16:45:36
1.111099,0.000239,16:45:37
1.111097,0.000239,16:45:38
1.111095,0.000245,16:45:39
1.111094,0.000245,16:45:40
1.111091,0.000239,16:45:41
1.11109,0.000245,16:45:42
1.111088,0.000239,16:45:43
1.111085,0.000239,16:45:44
1.111084,0.000232,16:45:45
1.111081,0.000239,16:45:46
1.11108,0.000245,16:45:47
1.111078,0.000239,16:45:48
1.111076,0.000239,16:45:49
1.111073,0.000239,16:45:49
1.111073,0.000239,16:45:50
1.111071,0.000239,16:45:51
1.111068,0.000239,16:45:52
1.111067,0.000245,16:45:53
1.111064,0.000239,16:45:54
1.111063,0.000239,16:45:55
1.111061,0.000245,16:45:56
1.111059,0.000245,16:45:57
1.111057,0.000239,16:45:58
1.111055,0.000239,16:45:59
1.111053,0.000239,16:46:00
1.111051,0.000239,16:46:01
1.111048,0.000239,16:46:02
1.111048,0.000245,16:46:03
1.111046,0.000251,16:46:04
1.111044,0.000239,16:46:05
1.111041,0.000245,16:46:06
1.11104,0.000245,16:46:07
1.111039,0.000251,16:46:08
1.111037,0.000245,16:46:08
1.111033,0.000245,16:46:09
1.111032,0.000239,16:46:10
1.111031,0.000232,16:46:11
1.111029,0.000245,16:46:12
1.111027,0.000245,16:46:13
1.111025,0.000239,16:46:14
1.111024,0.000239,16:46:15
1.111021,0.000239,16:46:16
1.11102,0.000239,16:46:17
1.111019,0.000239,16:46:18
1.111016,0.000245,16:46:19
1.111014,0.000239,16:46:20
1.111012,0.000245,16:46:21
1.11101,0.000245,16:46:22
1.111009,0.000239,16:46:23
1.111008,0.000239,16:46:24
1.111006,0.000245,16:46:25
1.111004,0.000245,16:46:26
1.111001,0.000239,16:46:26
1.111001,0.000245,16:46:27
1.110998,0.000239,16:46:28
1.110996,0.000239,16:46:29
1.110995,0.000239,16:46:30
1.110993,0.000239,16:46:31
1.110992,0.000239,16:46:32
1.11099,0.000245,16:46:33
1.11099,0.000245,16:46:34
1.110986,0.000239,16:46:35
1.110986,0.000245,16:46:36
1.110984,0.000239,16:46:37
1.110982,0.000245,16:46:38
1.110979,0.000239,16:46:39
1.110978,0.000239,16:46:40
1.110977,0.000245,16:46:41
1.110975,0.000239,16:46:42
1.110973,0.000245,16:46:43
1.110971,0.000239,16:46:44
1.11097,0.000245,16:46:44
1.110968,0.000245,16:46:45
1.110966,0.000245,16:46:46
1.110965,0.000239,16:46:47
1.110964,0.000239,16:46:48
1.110962,0.000232,16:46:49
1.11096,0.000239,16:46:50
1.110959,0.000239,16:46:51
1.110956,0.000239,16:46:52
1.110956,0.000239,16:46:53
1.110954,0.000245,16:46:54
1.110951,0.000245,16:46:55
1.110951,0.000239,16:46:56
1.110948,0.000245,16:46:57
1.110947,0.000239,16:46:58
1.110946,0.000232,16:46:59
1.110944,0.000239,16:47:00
1.110942,0.000239,16:47:01
1.110941,0.000245,16:47:01
1.11094,0.000239,16:47:02
1.110937,0.000239,16:47:03
1.110935,0.000245,16:47:04
1.110935,0.000245,16:47:05
1.110932,0.000239,16:47:06
1.110932,0.000239,16:47:07
1.11093,0.000245,16:47:08
1.110929,0.000245,16:47:09
