Capacitance(pF),Loss (nSiemens),Timestamp (24hr)
1.16621,0.00113,14:56:03
1.16617,0.00101,14:56:05
NaN,NaN,14:56:07
1.16612,0.00101,14:56:09
1.16608,0.00101,14:56:12
NaN,NaN,14:56:14
1.16603,0.00107,14:56:16
1.16601,0.00113,14:56:18
NaN,NaN,14:56:20
1.16594,0.00088,14:56:22
1.16591,0.00107,14:56:25
1.16587,0.00107,14:56:27
1.16585,0.00094,14:56:29
1.16582,0.00107,14:56:31
1.16577,0.00101,14:56:34
1.16576,0.00107,14:56:35
1.16574,0.00094,14:56:37
1.165662,0.00102,14:56:40
1.16564,0.00101,14:56:43
1.16561,0.00101,14:56:46
1.16558,0.00088,14:56:48
1.16554,0.00101,14:56:49
1.16551,0.00101,14:56:51
1.1655,0.00113,14:56:53
1.16547,0.00113,14:56:55
NaN,NaN,14:56:58
1.16539,0.00107,14:56:59
1.16536,0.00101,14:57:01
1.16533,0.00119,14:57:04
1.16532,0.00101,14:57:06
1.16527,0.00107,14:57:09
1.16526,0.00113,14:57:11
1.16521,0.00101,14:57:12
NaN,NaN,14:57:15
1.16517,0.00094,14:57:17
1.16513,0.00101,14:57:18
1.1651,0.00088,14:57:21
1.16507,0.00094,14:57:23
1.16502,0.00088,14:57:25
1.165,0.00101,14:57:27
1.16498,0.00107,14:57:29
1.16495,0.00094,14:57:32
1.16491,0.00094,14:57:34
1.1649,0.00101,14:57:35
1.16487,0.00094,14:57:37
1.16484,0.00088,14:57:39
NaN,NaN,14:57:42
NaN,NaN,14:57:44
NaN,NaN,14:57:47
NaN,NaN,14:57:49
NaN,NaN,14:57:51
NaN,NaN,14:57:54
NaN,NaN,14:57:56
NaN,NaN,14:57:59
NaN,NaN,14:58:01
NaN,NaN,14:58:03
1.16447,0.00101,14:58:05
1.16445,0.00101,14:58:08
1.16439,0.00094,14:58:10
1.16437,0.00088,14:58:12
1.16433,0.00094,14:58:15
1.16431,0.00094,14:58:17
1.16431,0.00101,14:58:19
1.16427,0.00094,14:58:20
1.16425,0.00088,14:58:22
1.16426,0.00094,14:58:24
NaN,NaN,14:58:27
1.16418,0.00101,14:58:29
1.16414,0.00088,14:58:31
1.16414,0.00088,14:58:33
1.16412,0.00088,14:58:35
1.16408,0.00101,14:58:37
1.16404,0.00101,14:58:39
1.164,0.00088,14:58:41
1.16399,0.00088,14:58:43
1.16395,0.00088,14:58:46
1.16392,0.00088,14:58:48
1.16388,0.00107,14:58:50
1.16387,0.00101,14:58:52
1.16383,0.00094,14:58:54
1.16379,0.00094,14:58:56
1.163767,0.00096,14:58:59
1.163746,0.00106,14:59:02
1.1637,0.00088,14:59:04
1.16366,0.00088,14:59:05
1.16365,0.00082,14:59:07
1.16362,0.00088,14:59:09
1.16357,0.00101,14:59:11
NaN,NaN,14:59:14
NaN,NaN,14:59:16
NaN,NaN,14:59:18
NaN,NaN,14:59:21
NaN,NaN,14:59:23
NaN,NaN,14:59:26
NaN,NaN,14:59:28
NaN,NaN,14:59:31
NaN,NaN,14:59:33
NaN,NaN,14:59:35
NaN,NaN,14:59:38
NaN,NaN,14:59:40
NaN,NaN,14:59:43
NaN,NaN,14:59:45
NaN,NaN,14:59:48
NaN,NaN,14:59:50
NaN,NaN,14:59:52
NaN,NaN,14:59:55
NaN,NaN,14:59:57
NaN,NaN,15:00:00
NaN,NaN,15:00:02
NaN,NaN,15:00:04
NaN,NaN,15:00:07
NaN,NaN,15:00:09
NaN,NaN,15:00:12
NaN,NaN,15:00:14
NaN,NaN,15:00:16
NaN,NaN,15:00:19
NaN,NaN,15:00:21
NaN,NaN,15:00:24
NaN,NaN,15:00:26
NaN,NaN,15:00:28
NaN,NaN,15:00:31
NaN,NaN,15:00:33
NaN,NaN,15:00:36
NaN,NaN,15:00:38
NaN,NaN,15:00:40
NaN,NaN,15:00:43
NaN,NaN,15:00:45
NaN,NaN,15:00:48
NaN,NaN,15:00:50
NaN,NaN,15:00:53
NaN,NaN,15:00:55
NaN,NaN,15:00:57
NaN,NaN,15:01:00
NaN,NaN,15:01:02
NaN,NaN,15:01:05
NaN,NaN,15:01:07
NaN,NaN,15:01:10
1.16188,0.00082,15:01:12
1.16186,0.00088,15:01:14
1.16186,0.00088,15:01:16
1.16183,0.00082,15:01:18
1.1618,0.00094,15:01:20
1.16179,0.00082,15:01:22
1.16175,0.00075,15:01:24
1.16174,0.00094,15:01:26
1.1617,0.00082,15:01:27
1.16169,0.00094,15:01:29
1.16163,0.00094,15:01:32
1.1616,0.00088,15:01:34
1.16159,0.00075,15:01:36
