NA, FW_VERSION, FW_DATE 
HP8720D,07.74,"Oct 30, 2002"
DATE, TIME,
"13 Dec 2024 ","15:43:12",
CHAN,MEAS,FORMAT
1,S21,LOG_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
1601,0E0,3000
FREQUENCY,UNITS,
Hz,dB,
871750000,-.079,
872343750,-.074,
872937500,-.069,
873531250,-.067,
874125000,-.060,
874718750,-.058,
875312500,-.063,
875906250,-.051,
876500000,-.050,
877093750,-.044,
877687500,-.047,
878281250,-.043,
878875000,-.037,
879468750,-.054,
880062500,-.040,
880656250,-.042,
881250000,-.043,
881843750,-.042,
882437500,-.045,
883031250,-.052,
883625000,-.052,
884218750,-.049,
884812500,-.048,
885406250,-.045,
886000000,-.040,
886593750,-.038,
887187500,-.044,
887781250,-.032,
888375000,-.038,
888968750,-.045,
889562500,-.040,
890156250,-.041,
890750000,-.032,
891343750,-.039,
891937500,-.039,
892531250,-.041,
893125000,-.050,
893718750,-.049,
894312500,-.050,
894906250,-.054,
895500000,-.052,
896093750,-.040,
896687500,-.049,
897281250,-.051,
897875000,-.041,
898468750,-.045,
899062500,-.040,
899656250,-.049,
900250000,-.040,
900843750,-.047,
901437500,-.043,
902031250,-.043,
902625000,-.051,
903218750,-.048,
903812500,-.059,
904406250,-.057,
905000000,-.055,
905593750,-.053,
906187500,-.052,
906781250,-.062,
907375000,-.058,
907968750,-.064,
908562500,-.065,
909156250,-.065,
909750000,-.072,
910343750,-.075,
910937500,-.082,
911531250,-.087,
912125000,-.095,
912718750,-.082,
913312500,-.100,
913906250,-.083,
914500000,-.089,
915093750,-.088,
915687500,-.089,
916281250,-.097,
916875000,-.091,
917468750,-.092,
918062500,-.097,
918656250,-.096,
919250000,-.092,
919843750,-.102,
920437500,-.096,
921031250,-.101,
921625000,-.098,
922218750,-.107,
922812500,-.099,
923406250,-.107,
924000000,-.113,
924593750,-.113,
925187500,-.116,
925781250,-.120,
926375000,-.126,
926968750,-.126,
927562500,-.125,
928156250,-.132,
928750000,-.134,
929343750,-.135,
929937500,-.129,
930531250,-.136,
931125000,-.131,
931718750,-.143,
932312500,-.138,
932906250,-.141,
933500000,-.134,
934093750,-.152,
934687500,-.151,
935281250,-.155,
935875000,-.159,
936468750,-.156,
937062500,-.166,
937656250,-.159,
938250000,-.165,
938843750,-.175,
939437500,-.170,
940031250,-.167,
940625000,-.167,
941218750,-.170,
941812500,-.184,
942406250,-.189,
943000000,-.183,
943593750,-.203,
944187500,-.197,
944781250,-.193,
945375000,-.198,
945968750,-.195,
946562500,-.199,
947156250,-.192,
947750000,-.209,
948343750,-.205,
948937500,-.204,
949531250,-.212,
950125000,-.222,
950718750,-.223,
951312500,-.227,
951906250,-.224,
952500000,-.233,
953093750,-.231,
953687500,-.232,
954281250,-.233,
954875000,-.235,
955468750,-.238,
956062500,-.243,
956656250,-.237,
957250000,-.247,
957843750,-.242,
958437500,-.250,
959031250,-.244,
959625000,-.247,
960218750,-.255,
960812500,-.261,
961406250,-.263,
962000000,-.275,
962593750,-.256,
963187500,-.260,
963781250,-.271,
964375000,-.274,
964968750,-.273,
965562500,-.268,
966156250,-.274,
966750000,-.277,
967343750,-.280,
967937500,-.282,
968531250,-.296,
969125000,-.298,
969718750,-.296,
970312500,-.301,
970906250,-.289,
971500000,-.299,
972093750,-.307,
972687500,-.295,
973281250,-.312,
973875000,-.304,
974468750,-.303,
975062500,-.301,
975656250,-.297,
976250000,-.304,
976843750,-.308,
977437500,-.288,
978031250,-.297,
978625000,-.302,
979218750,-.306,
979812500,-.311,
980406250,-.308,
981000000,-.319,
981593750,-.327,
982187500,-.315,
982781250,-.326,
983375000,-.329,
983968750,-.335,
984562500,-.335,
985156250,-.335,
985750000,-.336,
986343750,-.331,
986937500,-.335,
987531250,-.334,
988125000,-.344,
988718750,-.348,
989312500,-.353,
989906250,-.352,
990500000,-.339,
991093750,-.353,
991687500,-.348,
992281250,-.347,
992875000,-.347,
993468750,-.361,
994062500,-.362,
994656250,-.363,
995250000,-.364,
995843750,-.362,
996437500,-.364,
997031250,-.373,
997625000,-.383,
998218750,-.381,
998812500,-.381,
999406250,-.379,
1000000000,-.385,

