NA, FW_VERSION, FW_DATE 
399125000, .102,
399718750, .097,
400312500, .089,
400906250, .066,
401500000, .050,
402093750, .049,
402687500, .039,
403281250, .042,
403875000, .035,
404468750, .033,
405062500, .046,
405656250, .052,
406250000, .038,
406843750, .011,
407437500, .017,
408031250, .014,
408625000,-.000,
409218750, .001,
409812500, .000,
410406250, .002,
411000000, .002,
411593750,-.009,
412187500,-.016,
412781250,-.026,
413375000,-.036,
413968750,-.035,
414562500,-.039,
415156250,-.036,
415750000,-.040,
416343750,-.032,
416937500,-.039,
417531250,-.042,
418125000,-.043,
418718750,-.053,
419312500,-.072,
419906250,-.072,
420500000,-.074,
421093750,-.077,
421687500,-.098,
422281250,-.116,
422875000,-.118,
423468750,-.112,
424062500,-.113,
424656250,-.113,
425250000,-.121,
425843750,-.119,
426437500,-.123,
427031250,-.137,
427625000,-.145,
428218750,-.150,
428812500,-.151,
429406250,-.162,
430000000,-.162,
430593750,-.176,
431187500,-.179,
431781250,-.193,
432375000,-.199,
432968750,-.209,
433562500,-.218,
434156250,-.213,
434750000,-.220,
435343750,-.229,
435937500,-.230,
436531250,-.239,
437125000,-.247,
437718750,-.262,
438312500,-.275,
438906250,-.279,
439500000,-.289,
440093750,-.305,
440687500,-.315,
441281250,-.323,
441875000,-.344,
442468750,-.345,
443062500,-.352,
443656250,-.361,
444250000,-.363,
444843750,-.367,
445437500,-.383,
446031250,-.396,
446625000,-.409,
447218750,-.425,
447812500,-.435,
448406250,-.452,
449000000,-.460,
449593750,-.481,
450187500,-.504,
450781250,-.513,
451375000,-.517,
451968750,-.530,
452562500,-.540,
453156250,-.556,
453750000,-.554,
454343750,-.554,
454937500,-.566,
455531250,-.588,
456125000,-.607,
456718750,-.614,
457312500,-.615,
457906250,-.642,
458500000,-.685,
459093750,-.707,
459687500,-.715,
460281250,-.721,
460875000,-.742,
461468750,-.769,
462062500,-.801,
462656250,-.814,
463250000,-.830,
463843750,-.836,
464437500,-.854,
465031250,-.870,
465625000,-.888,
466218750,-.910,
466812500,-.932,
467406250,-.961,
468000000,-1.002,
468593750,-1.040,
469187500,-1.077,
469781250,-1.122,
470375000,-1.071,
470968750,-1.103,
471562500,-1.134,
472156250,-1.168,
472750000,-1.194,
473343750,-1.222,
473937500,-1.247,
474531250,-1.282,
475125000,-1.311,
475718750,-1.338,
476312500,-1.362,
476906250,-1.396,
477500000,-1.422,
478093750,-1.448,
478687500,-1.476,
479281250,-1.498,
479875000,-1.525,
480468750,-1.551,
481062500,-1.577,
481656250,-1.593,
482250000,-1.617,
482843750,-1.628,
483437500,-1.652,
484031250,-1.670,
484625000,-1.686,
485218750,-1.709,
485812500,-1.715,
486406250,-1.736,
487000000,-1.755,
487593750,-1.766,
488187500,-1.785,
488781250,-1.795,
489375000,-1.811,
489968750,-1.826,
490562500,-1.841,
491156250,-1.859,
491750000,-1.879,
492343750,-1.891,
492937500,-1.902,
493531250,-1.921,
494125000,-1.933,
494718750,-1.964,
495312500,-1.978,
495906250,-1.995,
496500000,-2.014,
497093750,-2.028,
497687500,-2.051,
498281250,-2.072,
498875000,-2.093,
499468750,-2.121,
500062500,-2.140,
500656250,-2.176,
501250000,-2.202,
501843750,-2.226,
502437500,-2.258,
503031250,-2.286,
503625000,-2.315,
504218750,-2.343,
504812500,-2.388,
505406250,-2.419,
506000000,-2.443,
506593750,-2.487,
507187500,-2.530,
507781250,-2.559,
508375000,-2.608,
508968750,-2.643,
509562500,-2.692,
510156250,-2.743,
510750000,-2.783,
511343750,-2.829,
511937500,-2.889,
512531250,-2.932,
513125000,-2.990,
513718750,-3.040,
514312500,-3.103,
514906250,-3.161,
515500000,-3.212,
516093750,-3.273,
516687500,-3.327,
517281250,-3.385,
517875000,-3.46,
518468750,-3.514,
519062500,-3.576,
519656250,-3.644,
520250000,-3.708,
520843750,-3.771,
521437500,-3.849,
522031250,-3.915,
522625000,-3.980,
523218750,-4.062,
523812500,-4.147,
524406250,-4.214,
525000000,-4.292,
525593750,-4.384,
526187500,-4.465,
526781250,-4.540,
527375000,-4.614,
527968750,-4.698,
528562500,-4.784,
529156250,-4.865,
529750000,-4.962,
530343750,-5.039,
530937500,-5.121,
531531250,-5.213,
532125000,-5.312,
532718750,-5.403,
533312500,-5.491,
533906250,-5.575,
534500000,-5.670,
535093750,-5.756,
535687500,-5.848,
536281250,-5.942,
536875000,-6.040,
537468750,-6.12,
538062500,-6.203,
538656250,-6.295,
539250000,-6.381,
539843750,-6.475,
540437500,-6.562,
541031250,-6.635,
541625000,-6.723,
542218750,-6.813,
542812500,-6.896,
543406250,-6.977,
544000000,-7.028,
544593750,-7.109,
545187500,-7.166,
545781250,-7.226,
546375000,-7.307,
546968750,-7.378,
547562500,-7.436,
548156250,-7.500,
548750000,-7.564,
549343750,-7.618,
549937500,-7.687,
550531250,-7.731,
551125000,-7.790,
551718750,-7.851,
552312500,-7.897,
552906250,-7.955,
553500000,-8.015,
554093750,-8.071,
554687500,-8.12,
555281250,-8.180,
555875000,-8.234,
556468750,-8.303,
557062500,-8.330,
557656250,-8.395,
558250000,-8.467,
558843750,-8.525,
559437500,-8.582,
560031250,-8.657,
560625000,-8.709,
561218750,-8.788,
561812500,-8.867,
562406250,-8.940,
563000000,-9.019,
563593750,-9.095,
564187500,-9.184,
564781250,-9.255,
565375000,-9.354,
565968750,-9.440,
566562500,-9.536,
567156250,-9.637,
567750000,-9.740,
568343750,-9.839,
568937500,-9.938,
569531250,-10.036,
570125000,-10.139,
570718750,-10.252,
571312500,-10.356,
571906250,-10.487,
572500000,-10.574,
573093750,-10.678,
573687500,-10.796,
574281250,-10.899,
574875000,-10.989,
575468750,-11.1,
576062500,-11.21,
576656250,-11.304,
577250000,-11.385,
577843750,-11.471,
578437500,-11.517,
579031250,-11.576,
579625000,-11.637,
580218750,-11.672,
580812500,-11.694,
581406250,-11.713,
582000000,-11.694,
582593750,-11.675,
583187500,-11.649,
583781250,-11.59,
584375000,-11.525,
584968750,-11.441,
585562500,-11.369,
586156250,-11.26,
586750000,-11.155,
587343750,-11.011,
587937500,-10.876,
588531250,-10.731,
589125000,-10.572,
589718750,-10.399,
590312500,-10.217,
590906250,-10.032,
591500000,-9.845,
592093750,-9.658,
592687500,-9.468,
593281250,-9.274,
593875000,-9.079,
594468750,-8.872,
595062500,-8.683,
595656250,-8.478,
596250000,-8.283,
596843750,-8.076,
597437500,-7.891,
598031250,-7.701,
598625000,-7.517,
599218750,-7.320,
599812500,-7.128,
600406250,-6.947,
601000000,-6.775,
601593750,-6.608,
602187500,-6.429,
602781250,-6.253,
603375000,-6.076,
603968750,-5.914,
604562500,-5.754,
605156250,-5.604,
605750000,-5.455,
606343750,-5.321,
606937500,-5.181,
607531250,-5.040,
608125000,-4.891,
608718750,-4.755,
609312500,-4.629,
609906250,-4.496,
610500000,-4.361,
611093750,-4.251,
611687500,-4.134,
612281250,-4.020,
612875000,-3.890,
613468750,-3.772,
614062500,-3.677,
614656250,-3.580,
615250000,-3.486,
615843750,-3.385,
616437500,-3.292,
617031250,-3.189,
617625000,-3.098,
618218750,-3.021,
618812500,-2.927,
619406250,-2.833,
620000000,-2.744,
620593750,-2.652,
621187500,-2.570,
621781250,-2.495,
622375000,-2.428,
622968750,-2.356,
623562500,-2.28,
624156250,-2.228,
624750000,-2.157,
625343750,-2.087,
625937500,-2.029,
626531250,-1.966,
627125000,-1.906,
627718750,-1.837,
628312500,-1.779,
628906250,-1.720,
629500000,-1.670,
630093750,-1.614,
630687500,-1.558,
631281250,-1.512,
631875000,-1.461,
632468750,-1.419,
633062500,-1.372,
633656250,-1.334,
634250000,-1.294,
634843750,-1.242,
635437500,-1.205,
636031250,-1.165,
636625000,-1.118,
637218750,-1.085,
637812500,-1.055,
638406250,-1.021,
639000000,-.991,
639593750,-.949,
640187500,-.912,
640781250,-.873,
641375000,-.841,
641968750,-.807,
642562500,-.771,
643156250,-.758,
643750000,-.730,
644343750,-.704,
644937500,-.683,
645531250,-.655,
646125000,-.642,
646718750,-.607,
647312500,-.582,
647906250,-.567,
648500000,-.544,
649093750,-.528,
649687500,-.499,
650281250,-.485,
650875000,-.466,
651468750,-.454,
652062500,-.433,
652656250,-.416,
653250000,-.398,
653843750,-.374,
654437500,-.372,
655031250,-.353,
655625000,-.337,
656218750,-.323,
656812500,-.309,
657406250,-.292,
658000000,-.282,
658593750,-.261,
659187500,-.249,
659781250,-.229,
660375000,-.224,
660968750,-.210,
661562500,-.207,
662156250,-.188,
662750000,-.179,
663343750,-.172,
663937500,-.172,
664531250,-.167,
665125000,-.156,
665718750,-.154,
666312500,-.146,
666906250,-.141,
667500000,-.134,
668093750,-.129,
668687500,-.119,
669281250,-.105,
669875000,-.100,
670468750,-.090,
671062500,-.085,
671656250,-.066,
672250000,-.070,
672843750,-.070,
673437500,-.058,
674031250,-.058,
674625000,-.055,
675218750,-.051,
675812500,-.053,
676406250,-.048,
677000000,-.050,
677593750,-.030,
678187500,-.039,
678781250,-.032,
679375000,-.037,
679968750,-.036,
680562500,-.032,
681156250,-.024,
681750000,-.025,
682343750,-.013,
682937500,-.019,
683531250,-.018,
684125000,-.026,
684718750,-.024,
685312500,-.017,
685906250,-.010,
686500000, .002,
687093750,-.001,
687687500,-.008,
688281250,-.015,
688875000,-.017,
689468750,-.025,
690062500,-.018,
690656250,-.010,
691250000,-.015,
691843750,-.017,
692437500,-.022,
693031250,-.030,
693625000,-.031,
694218750,-.020,
694812500,-.018,
695406250,-.017,
696000000,-.018,
696593750,-.044,
697187500,-.073,
697781250,-.093,
698375000,-.002,
698968750,-.011,
699562500,-.019,
700156250,-.036,
700750000,-.043,
701343750,-.050,
701937500,-.049,
702531250,-.058,
703125000,-.060,
703718750,-.067,
704312500,-.072,
704906250,-.083,
705500000,-.069,
706093750,-.083,
706687500,-.091,
707281250,-.098,
707875000,-.101,
708468750,-.108,
709062500,-.116,
709656250,-.112,
710250000,-.127,
710843750,-.138,
711437500,-.143,
712031250,-.147,
712625000,-.158,
713218750,-.167,
713812500,-.170,
714406250,-.181,
715000000,-.188,
715593750,-.194,
716187500,-.209,
716781250,-.208,
717375000,-.214,
717968750,-.234,
718562500,-.245,
719156250,-.249,
719750000,-.246,
720343750,-.270,
720937500,-.281,
721531250,-.282,
722125000,-.293,
722718750,-.299,
723312500,-.314,
723906250,-.327,
724500000,-.344,
725093750,-.351,
725687500,-.370,
726281250,-.368,
726875000,-.384,
727468750,-.387,
728062500,-.398,
728656250,-.417,
729250000,-.425,
729843750,-.447,
730437500,-.451,
731031250,-.459,
731625000,-.473,
732218750,-.487,
732812500,-.496,
733406250,-.507,
734000000,-.518,
734593750,-.542,
735187500,-.557,
735781250,-.579,
736375000,-.587,
736968750,-.600,
737562500,-.616,
738156250,-.631,
738750000,-.655,
739343750,-.662,
739937500,-.675,
740531250,-.699,
741125000,-.712,
741718750,-.727,
742312500,-.745,
742906250,-.765,
743500000,-.781,
744093750,-.796,
744687500,-.815,
745281250,-.831,
745875000,-.844,
746468750,-.861,
747062500,-.882,
747656250,-.907,
748250000,-.931,
748843750,-.952,
749437500,-.977,
750031250,-.999,
750625000,-1.035,
751218750,-1.055,
751812500,-1.087,
752406250,-1.118,
753000000,-1.134,
753593750,-1.162,
754187500,-1.190,
754781250,-1.225,
755375000,-1.248,
755968750,-1.277,
756562500,-1.308,
757156250,-1.341,
757750000,-1.379,
758343750,-1.413,
758937500,-1.448,
759531250,-1.479,
760125000,-1.518,
760718750,-1.560,
761312500,-1.601,
761906250,-1.644,
762500000,-1.688,
763093750,-1.733,
763687500,-1.776,
764281250,-1.821,
764875000,-1.876,
765468750,-1.926,
766062500,-1.981,
766656250,-2.041,
767250000,-2.093,
767843750,-2.153,
768437500,-2.216,
769031250,-2.284,
769625000,-2.346,
770218750,-2.420,
770812500,-2.488,
771406250,-2.560,
772000000,-2.639,
772593750,-2.715,
773187500,-2.799,
773781250,-2.880,
774375000,-2.968,
774968750,-3.059,
775562500,-3.147,
776156250,-3.243,
776750000,-3.339,
777343750,-3.446,
777937500,-3.537,
778531250,-3.653,
779125000,-3.754,
779718750,-3.867,
780312500,-3.983,
780906250,-4.093,
781500000,-4.210,
782093750,-4.328,
782687500,-4.439,
783281250,-4.562,
783875000,-4.67,
784468750,-4.794,
785062500,-4.909,
785656250,-5.033,
786250000,-5.138,
786843750,-5.249,
787437500,-5.361,
788031250,-5.470,
788625000,-5.574,
789218750,-5.678,
789812500,-5.775,
790406250,-5.868,
791000000,-5.946,
791593750,-6.031,
792187500,-6.111,
792781250,-6.187,
793375000,-6.248,
793968750,-6.296,
794562500,-6.348,
795156250,-6.389,
795750000,-6.424,
796343750,-6.451,
796937500,-6.468,
797531250,-6.481,
798125000,-6.487,
798718750,-6.489,
799312500,-6.483,
799906250,-6.467,
800500000,-6.446,
801093750,-6.425,
801687500,-6.402,
802281250,-6.364,
802875000,-6.326,
803468750,-6.290,
804062500,-6.242,
804656250,-6.184,
805250000,-6.133,
805843750,-6.072,
806437500,-6.014,
807031250,-5.953,
807625000,-5.890,
808218750,-5.827,
808812500,-5.749,
809406250,-5.674,
810000000,-5.602,
810593750,-5.519,
811187500,-5.456,
811781250,-5.371,
812375000,-5.293,
812968750,-5.216,
813562500,-5.135,
814156250,-5.044,
814750000,-4.969,
815343750,-4.886,
815937500,-4.809,
816531250,-4.720,
817125000,-4.637,
817718750,-4.551,
818312500,-4.461,
818906250,-4.384,
819500000,-4.297,
820093750,-4.217,
820687500,-4.131,
821281250,-4.049,
821875000,-3.971,
822468750,-3.883,
823062500,-3.801,
823656250,-3.714,
824250000,-3.638,
824843750,-3.550,
825437500,-3.467,
826031250,-3.384,
826625000,-3.301,
827218750,-3.224,
827812500,-3.142,
828406250,-3.056,
829000000,-2.980,
829593750,-2.901,
830187500,-2.820,
830781250,-2.753,
831375000,-2.683,
831968750,-2.609,
832562500,-2.536,
833156250,-2.463,
833750000,-2.389,
834343750,-2.325,
834937500,-2.252,
835531250,-2.195,
836125000,-2.127,
836718750,-2.062,
837312500,-2.001,
837906250,-1.94,
838500000,-1.884,
839093750,-1.828,
839687500,-1.768,
840281250,-1.721,
840875000,-1.665,
841468750,-1.613,
842062500,-1.563,
842656250,-1.516,
843250000,-1.474,
843843750,-1.427,
844437500,-1.386,
845031250,-1.346,
845625000,-1.309,
846218750,-1.268,
846812500,-1.231,
847406250,-1.194,
848000000,-1.157,
848593750,-1.119,
849187500,-1.082,
849781250,-1.044,
850375000,-1.018,
850968750,-.979,
851562500,-.946,
852156250,-.920,
852750000,-.892,
853343750,-.869,
853937500,-.844,
854531250,-.820,
855125000,-.793,
855718750,-.773,
856312500,-.752,
856906250,-.731,
857500000,-.705,
858093750,-.686,
858687500,-.669,
859281250,-.645,
859875000,-.626,
860468750,-.609,
861062500,-.591,
861656250,-.570,
862250000,-.555,
862843750,-.534,
863437500,-.520,
864031250,-.508,
864625000,-.489,
865218750,-.475,
865812500,-.461,
866406250,-.444,
867000000,-.435,
867593750,-.423,
868187500,-.411,
868781250,-.404,
869375000,-.391,
869968750,-.379,
870562500,-.374,
871156250,-.360,
871750000,-.351,
872343750,-.342,
872937500,-.327,
873531250,-.319,
874125000,-.305,
874718750,-.296,
875312500,-.284,
875906250,-.283,
876500000,-.274,
877093750,-.266,
877687500,-.260,
878281250,-.257,
878875000,-.253,
879468750,-.246,
880062500,-.24,
880656250,-.236,
881250000,-.233,
881843750,-.226,
882437500,-.225,
883031250,-.227,
883625000,-.217,
884218750,-.213,
884812500,-.210,
885406250,-.211,
886000000,-.195,
886593750,-.201,
887187500,-.195,
887781250,-.192,
888375000,-.187,
888968750,-.177,
889562500,-.186,
890156250,-.189,
890750000,-.184,
891343750,-.181,
891937500,-.175,
892531250,-.177,
893125000,-.186,
893718750,-.182,
894312500,-.188,
894906250,-.179,
895500000,-.178,
896093750,-.185,
896687500,-.178,
897281250,-.176,
897875000,-.168,
898468750,-.175,
899062500,-.166,
899656250,-.173,
900250000,-.174,
900843750,-.177,
901437500,-.177,
902031250,-.183,
902625000,-.184,
903218750,-.182,
903812500,-.188,
904406250,-.189,
905000000,-.192,
905593750,-.189,
906187500,-.191,
906781250,-.203,
907375000,-.204,
907968750,-.202,
908562500,-.215,
909156250,-.223,
909750000,-.224,
910343750,-.231,
910937500,-.238,
911531250,-.236,
912125000,-.243,
912718750,-.251,
913312500,-.258,
913906250,-.252,
914500000,-.260,
915093750,-.258,
915687500,-.262,
916281250,-.265,
916875000,-.269,
917468750,-.281,
918062500,-.281,
918656250,-.297,
919250000,-.302,
919843750,-.309,
920437500,-.299,
921031250,-.303,
921625000,-.326,
922218750,-.323,
922812500,-.338,
923406250,-.347,
924000000,-.355,
924593750,-.349,
